Player,Season,Cap,cap_pct,Rk,Team,Cap.Hit,Salary,Signed.Using,Guaranteed,player_season,tag.y,Pos,Age,G,MP,PER,TS,X3PAr,FTr,ORB,DRB,TRB,AST,STL,BLK,TOV,USG,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP
Terrence Ross,2013,58044000,0.0442,250,TOR,2563320,2563320,1st Round Pick,5241960,rosste01_2013,rosste01,SG,21,73,1239,10.4,0.491,0.429,0.092,3.3,10.6,6.9,7.2,1.8,0.9,9.2,19.6,0,0.8,0.9,0.034,-1.7,-0.7,-2.5,-0.1
Terrence Ross,2014,58679000,0.0456,230,TOR,2678640,2678640,1st Round Pick,5472600,rosste01_2014,rosste01,SG,22,81,2159,12,0.553,0.543,0.13,2.3,11.3,6.8,6.1,1.5,1,10,18.6,2,2.2,4.2,0.094,0,-0.2,-0.2,1
Terrence Ross,2015,63065000,0.0443,237,TOR,2793960,3553917,1st Round Pick,6347877,rosste01_2015,rosste01,SF,23,82,2092,11.2,0.519,0.518,0.074,1.8,10.7,6.2,6.5,1.3,1,8.1,18.3,1.3,1,2.4,0.054,-0.1,-1.3,-1.4,0.3
Terrence Ross,2016,70000000,0.0508,203,TOR,3553917,10500000,Rookie scale extension,35053917,rosste01_2016,rosste01,SF,24,73,1747,12.9,0.551,0.542,0.099,1.4,10.6,6.1,5.3,1.6,1.2,6.6,18.2,2.1,1.6,3.6,0.1,0.6,-0.3,0.3,1
Terrence Ross,2017,94143000,0.1062,108,TOR,10000000,10500000,Rookie scale extension,31000000,rosste01_2017,rosste01,SF,25,78,1955,13.4,0.55,0.524,0.103,1,10.8,5.9,7.1,2.2,1.4,8,19.3,1.5,2,3.5,0.086,-0.3,0.1,-0.2,0.9
Terrence Ross,2018,99093000,0.106,118,ORL,10500000,10500000,Rookie scale extension,21000000,rosste01_2018,rosste01,SG,26,24,600,9.9,0.505,0.487,0.188,1.8,11.6,6.7,9.3,2.2,1.5,12.3,17.3,-0.2,0.5,0.3,0.025,-2.8,0.1,-2.7,-0.1
Terrence Ross,2019,101869000,0.1031,128,ORL,10500000,,Rookie scale extension,10500000,rosste01_2019,rosste01,SG,27,81,2150,15.4,0.561,0.551,0.14,1.3,12.8,7,9.9,1.6,1.1,7.6,23.9,1.7,2.6,4.3,0.095,1.1,-0.3,0.8,1.5
Terrence Ross,2020,109140000,0.1145,102,ORL,12500000,13500000,,50000000,rosste01_2020,rosste01,SG,28,69,1889,14,0.548,0.596,0.217,0.7,12.3,6.3,6.8,2,1.1,7,22.8,1.1,2,3,0.077,-0.1,-0.3,-0.4,0.8
Terrence Ross,2021,109140000,0.1237,89,ORL,13500000,12500000,Bird Rights,37500000,rosste01_2021,rosste01,SG,29,46,1347,13.2,0.53,0.429,0.224,1.1,11.4,6.1,13.2,1.7,1.4,9.9,24.1,-0.1,1,0.9,0.03,-1.3,-1.1,-2.4,-0.1
Terry Rozier,2016,70000000,0.0261,299,BOS,1824360,1906440,1st round pick,3730800,roziete01_2016,roziete01,PG,21,39,311,5,0.326,0.255,0.094,8.1,13.5,10.8,16.5,0.9,0.3,14.7,17.7,-0.6,0.3,-0.3,-0.047,-4.7,-1.4,-6.1,-0.3
Terry Rozier,2017,94143000,0.0203,314,BOS,1906440,1988520,1st round pick,3894960,roziete01_2017,roziete01,PG,22,74,1263,10.9,0.466,0.436,0.161,3.6,16.3,10,15.2,1.8,0.7,9.7,17.1,0,1.4,1.4,0.054,-1.6,0.1,-1.4,0.2
Terry Rozier,2018,99093000,0.0201,332,BOS,1988520,3050390,1st round pick,5038910,roziete01_2018,roziete01,PG,23,80,2068,15.1,0.52,0.503,0.186,3.4,16.3,9.9,17.5,1.9,0.8,8.5,20.4,2.2,3.4,5.6,0.13,0.9,1.2,2.1,2.1
Terry Rozier,2019,101869000,0.0299,266,BOS,3050390,,1st round pick,3050390,roziete01_2019,roziete01,PG,24,79,1791,12.9,0.501,0.506,0.14,1.9,16.4,9.1,17.7,1.8,1,8.8,18.6,0.9,2.3,3.2,0.086,-0.7,0.5,-0.2,0.8
Terry Rozier,2020,109140000,0.1823,52,CHO,19894737,18900000,,56700000,roziete01_2020,roziete01,PG,25,63,2164,14.8,0.553,0.45,0.202,2.4,11.8,7,20.4,1.4,0.4,12.1,23.7,1.9,1.1,3,0.066,0.8,-1.2,-0.4,0.8
Terry Rozier,2021,109140000,0.1732,59,CHO,18900000,17905263,Sign and Trade,36805263,roziete01_2021,roziete01,SG,26,69,2383,17.1,0.575,0.504,0.178,2.1,11.8,6.9,20,1.8,1.1,9.5,24.4,3.3,2,5.2,0.105,2.4,-0.9,1.5,2.1
Thabo Sefolosha,2013,58044000,0.062,187,OKC,3600000,3600000,Bird Rights,7500000,sefolth01_2013,sefolth01,SG,28,81,2229,12.8,0.617,0.554,0.148,3.2,12.4,8.2,8.2,2.4,1.5,11.4,11.4,3.6,3.1,6.8,0.146,0.6,1.8,2.4,2.5
Thabo Sefolosha,2014,58679000,0.0665,170,OKC,3900000,3900000,Bird Rights,3900000,sefolth01_2014,sefolth01,SG,29,61,1584,10.4,0.517,0.447,0.203,3.7,11.5,7.8,8.3,2.5,0.9,12.9,11.9,0.9,2.1,3,0.092,-1.2,1.5,0.3,0.9
Thabo Sefolosha,2015,63065000,0.0658,172,ATL,4150000,4000000,,12000000,sefolth01_2015,sefolth01,SF,30,52,976,13.8,0.506,0.313,0.233,6.4,19.3,13.1,11.2,2.8,1.8,12.2,14.6,0.8,1.7,2.5,0.121,-0.8,1.8,1,0.8
Thabo Sefolosha,2016,70000000,0.0571,190,ATL,4000000,3850000,,7850000,sefolth01_2016,sefolth01,SF,31,75,1758,12.4,0.578,0.333,0.266,3.3,17.1,10.4,8.8,2.4,1.7,14.1,12.3,1.3,3.2,4.5,0.122,-1.5,2.3,0.8,1.3
Thabo Sefolosha,2017,94143000,0.0409,228,ATL,3850000,,,3850000,sefolth01_2017,sefolth01,SF,32,62,1596,11.9,0.519,0.304,0.19,3.8,14.7,9.3,9.9,3,1.7,11.9,13.3,0.6,2.7,3.3,0.098,-2.1,2.5,0.4,1
Thabo Sefolosha,2018,99093000,0.053,194,UTA,5250000,5250000,Cap space,5250000,sefolth01_2018,sefolth01,SF,33,38,806,15.8,0.591,0.35,0.225,4.1,18.4,11.3,6.3,3.2,1.3,10.2,16.4,1,1.6,2.6,0.156,0.2,2.5,2.7,0.9
Thabo Sefolosha,2019,101869000,0.0515,209,UTA,5250000,,Cap space,5250000,sefolth01_2019,sefolth01,SF,34,50,609,12.1,0.599,0.523,0.148,1.4,20.1,10.9,6.1,3.4,0.7,13.6,12.9,0.2,1.2,1.5,0.115,-1.6,3.1,1.5,0.5
Thabo Sefolosha,2020,109140000,0.0235,302,HOU,2564753,,Minimum Salary,2564753,sefolth01_2020,sefolth01,PF,35,41,436,9.4,0.487,0.593,0.088,5,17.5,11.2,7.5,2.5,2.4,13.7,10.4,0,0.6,0.7,0.072,-2.9,1.6,-1.2,0.1
Thaddeus Young,2013,58044000,0.1428,77,PHI,8289130,8289130,Bird Rights,36521739,youngth01_2013,youngth01,PF,24,76,2629,18.2,0.541,0.008,0.196,7.6,17.2,12.3,8.2,2.7,1.6,8,19.8,3.7,3.7,7.4,0.136,0.2,1,1.2,2.1
Thaddeus Young,2014,58679000,0.1508,69,PHI,8850000,8850000,Bird Rights,28232609,youngth01_2014,youngth01,PF,25,79,2718,16.6,0.512,0.228,0.178,6.3,12.8,9.5,11.8,3,1.1,10.7,24.1,1.2,2.3,3.5,0.062,0.4,-0.5,-0.1,1.3
Thaddeus Young,2015,63065000,0.1492,69,MIN,9410870,9971739,Bird Rights,9160870,youngth01_2015,youngth01,PF,26,76,2434,15.7,0.507,0.119,0.207,5.8,13.5,9.6,12.4,2.6,0.8,10,21.5,1.6,1.4,3.1,0.061,0,-0.2,-0.1,1.1
Thaddeus Young,2016,70000000,0.16,70,BRK,11200000,12100000,Bird Rights,36200000,youngth01_2016,youngth01,PF,27,73,2407,17.5,0.533,0.031,0.169,8.1,23,15.4,9.6,2.3,1.2,11.6,21.6,1.9,2.2,4.1,0.081,0.1,-0.1,0,1.2
Thaddeus Young,2017,94143000,0.1503,63,IND,14153652,14796348,Bird Rights,28950000,youngth01_2017,youngth01,PF,28,74,2237,14.9,0.562,0.172,0.125,6.7,15.7,11.2,8.4,2.5,1.1,11.6,16.4,2,2.7,4.6,0.1,-0.3,0.8,0.5,1.4
Thaddeus Young,2018,99093000,0.1493,77,IND,14796348,13764045,Bird Rights,14796348,youngth01_2018,youngth01,PF,29,81,2607,14.8,0.528,0.209,0.106,8,14.1,11.1,8.5,2.6,1.2,10.4,17.3,2.3,3.2,5.5,0.101,-0.2,0.4,0.2,1.4
Thaddeus Young,2019,101869000,0.1351,90,IND,13764045,,Bird Rights,13764045,youngth01_2019,youngth01,PF,30,81,2489,16.2,0.569,0.174,0.161,8.7,14.4,11.7,12,2.4,1.3,12,18,3,3.9,6.9,0.133,0.4,1.1,1.5,2.2
Thaddeus Young,2020,109140000,0.1182,98,CHI,12900000,13545000,,32445000,youngth01_2020,youngth01,PF,31,64,1591,13.3,0.521,0.369,0.12,6.2,16.1,10.9,11.3,2.8,1.4,13.9,19.7,-0.2,2.1,1.9,0.058,-1.4,0.2,-1.2,0.3
Thaddeus Young,2021,109140000,0.1241,88,CHI,13545000,14190000,Cap space,19545000,youngth01_2021,youngth01,PF,32,68,1652,20.3,0.578,0.068,0.171,11.4,16.9,14.2,27.1,2.2,2.1,16.1,22.3,2.8,2.2,5.1,0.147,2,1.2,3.2,2.2
Thanasis Antetokounmpo,2016,70000000,0.0011,488,NYK,75000,,,75000,antetth01_2016,antetth01,SF,23,2,6,32.9,0.75,0.25,0,0,17.9,9.1,0,0,0,0,30.2,0,0,0,0.291,3.7,2.2,5.9,0
Thanasis Antetokounmpo,2020,109140000,0.0132,407,MIL,1445697,1701593,Minimum Salary,3147290,antetth01_2020,antetth01,SF,27,20,129,12.2,0.496,0.208,0.354,9.8,8.7,9.2,16.3,2.5,1.4,17.8,21.6,-0.1,0.2,0.2,0.07,-4.6,1.4,-3.2,0
Thanasis Antetokounmpo,2021,109140000,0.0156,382,MIL,1701593,,Minimum Salary,1701593,antetth01_2021,antetth01,SF,28,57,551,10.3,0.523,0.212,0.358,10.7,12.9,11.8,10.3,1.9,1.6,21.3,15.3,0,0.6,0.7,0.057,-3.6,-0.3,-3.9,-0.3
Théo Maledon,2021,109140000,0.0183,351,OKC,2000000,2000000,MLE,4000000,maledth01_2021,maledth01,PG,19,65,1778,8.2,0.489,0.51,0.22,1.4,11,6.2,18.8,1.5,0.5,17.3,19.4,-1.9,1.1,-0.8,-0.021,-4.1,-1.1,-5.2,-1.4
Theo Pinson,2020,109140000,0.0132,410,BRK,1445697,1701593,,1445697,pinsoth01_2020,pinsoth01,SG,24,33,365,5.2,0.37,0.516,0.103,2.9,12.2,7.7,21.7,2.2,0.9,16.9,22.3,-1,0.4,-0.6,-0.078,-6.8,-0.2,-7,-0.5
Thomas Bryant,2018,99093000,0.0082,473,LAL,815615,1378242,Minimum Salary,815615,bryanth01_2018,bryanth01,C,20,15,72,9.9,0.441,0.476,0.429,4.5,20.5,12.6,11.5,0.7,2.3,7.4,15.9,0,0.1,0.1,0.05,-3.1,-0.2,-3.3,0
Thomas Bryant,2019,101869000,0.0135,413,WAS,1378242,,Minimum Salary,1378242,bryanth01_2019,bryanth01,C,21,72,1496,21,0.674,0.197,0.273,8.1,25.1,16.5,9.3,0.8,3.8,9.6,17.6,4.3,1.3,5.6,0.178,2.3,-0.3,2,1.5
Thomas Bryant,2020,109140000,0.0727,153,WAS,7936508,8333333,,25000000,bryanth01_2020,bryanth01,C,22,46,1147,21.1,0.649,0.218,0.278,9,23.1,15.8,11.1,1,3.7,10.2,18.9,3.1,0.8,3.9,0.164,2.9,-0.7,2.2,1.2
Thomas Bryant,2021,109140000,0.0764,143,WAS,8333333,8730159,Early Bird Rights,17063492,bryanth01_2021,bryanth01,C,23,10,271,18.7,0.704,0.231,0.264,7.1,16.8,11.9,8.2,0.7,2.5,9.8,17.2,0.7,0.2,1,0.171,2.1,-1.7,0.4,0.2
Thomas Robinson,2013,58044000,0.0581,201,SAC,3374640,3374640,1st Round Pick,6901080,robinth01_2013,robinth01,PF,21,70,1056,10.9,0.451,0.003,0.34,13,21.3,17.1,6.7,2,1.9,19.3,19.1,-0.9,0.9,-0.1,-0.002,-3.8,-1.5,-5.3,-0.9
Thomas Robinson,2014,58679000,0.0601,183,POR,3526440,3526440,1st Round Pick,7204800,robinth01_2014,robinth01,PF,22,70,873,14.1,0.502,0.003,0.345,13.1,24.6,18.9,6,1.3,1.6,14.5,19.7,0.4,1.2,1.6,0.09,-2.7,-0.6,-3.2,-0.3
Thomas Robinson,2015,63065000,0.0583,191,POR,3678360,4660482,1st Round Pick,3678360,robinth01_2015,robinth01,PF,23,54,798,15.3,0.502,0.008,0.408,12.6,28.6,20.5,7.6,2,1.9,16.1,20.2,0,1.4,1.5,0.089,-2.3,0.3,-2,0
Thomas Robinson,2016,70000000,0.014,402,BRK,981300,1050960,Minimum Salary,2032260,robinth01_2016,robinth01,PF,24,71,917,14.5,0.453,0.003,0.375,16.4,27.8,22,7.7,2.1,3.2,16.9,19.8,-0.5,1.1,0.6,0.033,-2.7,-1.1,-3.8,-0.4
Thomas Robinson,2017,94143000,0.0112,397,LAL,1050961,,,,robinth01_2017,robinth01,PF,25,48,560,17.3,0.535,0.005,0.337,15.8,28.1,21.8,8.8,2.3,1.3,17,20.7,0.3,0.6,0.9,0.079,-1.1,-1,-2.1,0
Thon Maker,2017,94143000,0.0273,278,MIL,2568600,2684160,1st Round pick,5252760,makerth01_2017,makerth01,C,19,57,562,14,0.558,0.409,0.271,8.4,15.2,11.8,6.2,0.9,4.1,7.7,17.8,0.8,0.5,1.3,0.113,-1.1,-0.9,-2,0
Thon Maker,2018,99093000,0.0271,270,MIL,2684160,2799720,1st Round pick,5483880,makerth01_2018,makerth01,C,20,74,1238,10.2,0.499,0.329,0.294,7.1,14.2,10.6,5.2,1.5,3.7,11,14.6,0.3,1.1,1.5,0.056,-3.2,-0.4,-3.5,-0.5
Thon Maker,2019,101869000,0.0275,275,MIL,2799720,3569643,1st Round pick,6369363,makerth01_2019,makerth01,C-PF,21,64,972,11.3,0.53,0.571,0.313,4.5,17.4,11,6.3,1,4.4,9.8,14.8,0.5,1.5,2,0.099,-2.2,1,-1.2,0.2
Thon Maker,2020,109140000,0.0327,241,DET,3569643,,1st Round pick,3569643,makerth01_2020,makerth01,C,22,60,776,13.7,0.582,0.332,0.57,7.8,16.7,12.2,8,1.6,4.2,15.7,16.1,0.7,0.8,1.5,0.096,-2.1,0.7,-1.4,0.1
Tiago Splitter,2013,58044000,0.0679,177,SAS,3944000,3944000,MLE,3944000,splitti01_2013,splitti01,PF,28,81,1997,18.7,0.609,0.004,0.506,8.8,20.3,14.9,10,1.6,2.3,12.7,18.2,4.7,3.5,8.2,0.197,0.8,1.3,2.2,2.1
Tiago Splitter,2014,58679000,0.1704,58,SAS,10000000,10000000,Bird Rights,36000000,splitti01_2014,splitti01,C,29,59,1271,16.5,0.572,0.009,0.5,11.4,20.5,16.1,10.1,1.2,1.8,15.1,17.7,2.3,2.1,4.3,0.163,-0.3,0.9,0.6,0.8
Tiago Splitter,2015,63065000,0.1467,71,SAS,9250000,8500000,Bird Rights,26000000,splitti01_2015,splitti01,C,30,52,1030,18.9,0.601,0,0.396,10.2,17.4,13.9,11.8,1.7,2.7,14.4,18.4,2.3,1.7,4,0.189,0.8,1.5,2.3,1.1
Tiago Splitter,2016,70000000,0.1214,90,ATL,8500000,8250000,Bird Rights,16750000,splitti01_2016,splitti01,C,31,36,579,13.7,0.571,0.013,0.31,8.7,13.8,11.3,7.9,1.7,1.6,12,15.5,0.9,0.9,1.7,0.144,-2.2,0.5,-1.7,0
Tiago Splitter,2017,94143000,0.0908,121,ATL,8550000,,Bird Rights,8550000,splitti01_2017,splitti01,C,32,8,76,15,0.544,0.194,0.355,11.6,20.3,15.9,8.9,0.6,1,14.3,23.9,0.1,0.1,0.1,0.072,-1.6,-2.7,-4.3,0
Tim Frazier,2016,70000000,0.0121,423,POR,845059,,Minimum Salary,845059,fraziti01_2016,fraziti01,PG,25,51,741,13.9,0.499,0.21,0.323,3.8,12.8,8.2,33.3,2.2,0.2,19.9,19.4,0.4,0.5,1,0.062,-1.5,-0.5,-2,0
Tim Frazier,2017,94143000,0.0222,307,NOP,2090000,2000000,Room exception,4090000,fraziti01_2017,fraziti01,PG,26,65,1525,12.4,0.504,0.317,0.319,2.3,9.7,6,31.4,1.8,0.3,18,16.3,1,1.4,2.4,0.075,-2.5,-0.2,-2.7,-0.3
Tim Frazier,2018,99093000,0.0202,330,WAS,2000000,,Room exception,2000000,fraziti01_2018,fraziti01,PG,27,59,838,11.3,0.475,0.326,0.174,2.4,13.1,7.8,31.1,2.8,0.7,23.5,12.8,0.4,1,1.4,0.08,-2.8,1.8,-0.9,0.2
Tim Frazier,2019,101869000,0.0159,376,NOP,1621415,,Minimum Salary,1621415,fraziti01_2019,fraziti01,PG,28,59,1120,11.7,0.544,0.387,0.207,3.9,11.5,7.7,27.6,1.2,0.4,21.1,13.3,1.3,0.7,2,0.084,-1.4,-0.4,-1.8,0.1
Tim Frazier,2020,109140000,0.0173,366,DET,1882867,,,1882867,fraziti01_2020,fraziti01,PG,29,27,355,9.8,0.464,0.319,0.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,-0.1,0.2,0.1,0.016,-3,-1.6,-4.6,-0.2
Tim Hardaway Jr.,2021,109140000,0.1739,58,DAL,18975000,,Cap space,18975000,hardati02_2021,hardati02,SG,28,70,1985,15.7,0.589,0.581,0.191,1.1,11.5,6.4,9.8,0.8,0.5,6.1,23.4,3.2,1.2,4.3,0.105,1.9,-1.8,0.1,1.1
Tim Quarterman,2017,94143000,0.0058,470,POR,543471,905249,Minimum Salary,75000,quartti01_2017,quartti01,SG,22,16,80,10.2,0.511,0.448,0.103,5.5,13.9,9.7,21.1,1.2,3,26.6,22.8,-0.1,0.1,-0.1,-0.044,-2,-0.9,-2.8,0
Timofey Mozgov,2013,58044000,0.0541,210,DEN,3140429,3140429,Cap Space,3140429,mozgoti01_2013,mozgoti01,C,26,41,366,12.3,0.549,0.023,0.299,15.6,17.1,16.4,3.4,0.8,3.8,20.3,14.6,0.3,0.4,0.7,0.096,-2.8,-1,-3.7,-0.2
Timofey Mozgov,2014,58679000,0.075,153,DEN,4400000,4400000,Bird Rights,9045000,mozgoti01_2014,mozgoti01,C,27,82,1770,16.7,0.584,0.044,0.477,10.4,21.9,16.1,5.5,0.7,4.2,15.6,18.8,2.6,1.9,4.5,0.123,-0.9,0,-0.8,0.5
Timofey Mozgov,2015,63065000,0.0737,160,DEN,4650000,4950000,Bird Rights,4650000,mozgoti01_2015,mozgoti01,C,28,81,2045,16.6,0.594,0.011,0.382,11,21.4,16.1,4.3,0.8,3.7,14.9,16.9,3.5,2.2,5.7,0.133,-0.6,-0.1,-0.7,0.7
Timofey Mozgov,2016,70000000,0.0707,164,CLE,4950000,,Bird Rights,4950000,mozgoti01_2016,mozgoti01,C,29,76,1326,14.6,0.593,0.019,0.265,9.5,19.2,14.4,3.9,0.9,3.5,15,16.1,1.8,1.9,3.7,0.133,-1.7,0.3,-1.4,0.2
Timofey Mozgov,2017,94143000,0.17,49,LAL,16000000,15280000,Cap Space,64000000,mozgoti01_2017,mozgoti01,C,30,54,1104,12.3,0.553,0.003,0.238,9.9,16.4,13.1,5.9,0.7,2.3,16.6,16.8,0.7,0.4,1.1,0.048,-2.9,-1.5,-4.3,-0.7
Timofey Mozgov,2018,99093000,0.1542,74,BRK,15280000,16000000,Cap Space,48000000,mozgoti01_2018,mozgoti01,C,31,31,359,12.3,0.617,0.194,0.323,9.4,19.7,14.5,4.8,0.7,2.7,23.7,16.8,0.1,0.3,0.4,0.055,-3.3,-0.6,-3.9,-0.2
Timothé Luwawu-Cabarrot,2021,109140000,0.0167,370,BRK,1824003,,,,luwawti01_2021,luwawti01,SF,25,58,1050,7.8,0.493,0.671,0.121,3.1,10.1,6.8,8.6,1.5,0.5,10.3,17.4,-0.3,0.7,0.3,0.015,-3.2,-1.7,-4.9,-0.8
Tobias Harris,2013,58044000,0.0255,318,MIL,1482000,1482000,1st Round Pick,3027840,harrito02_2013,harrito02,SF-PF,20,55,1299,16,0.527,0.211,0.268,6.2,18.6,12.4,8.8,1.3,2.6,10.3,22.1,1.2,1.2,2.4,0.089,0,-0.5,-0.5,0.5
Tobias Harris,2014,58679000,0.0263,297,ORL,1545840,1545840,1st Round Pick,3926434,harrito02_2014,harrito02,PF,21,61,1850,16.5,0.542,0.176,0.341,5.4,20.6,13,7.7,1.1,1,8.7,22.2,2.4,1.7,4.1,0.107,0,-0.7,-0.7,0.6
Tobias Harris,2015,63065000,0.0377,257,ORL,2380594,,1st Round Pick,2380594,harrito02_2015,harrito02,SF,22,68,2369,16.7,0.551,0.252,0.258,3.4,17.3,10.3,8.8,1.5,1.2,9.8,22.5,3,1.8,4.8,0.098,1.1,-0.6,0.5,1.5
Tobias Harris,2016,70000000,0.2286,24,ORL,16000000,17000000,Bird Rights,64000000,harrito02_2016,harrito02,PF,23,76,2513,16.2,0.56,0.269,0.273,4.1,18.6,11.2,10.6,1.3,1.3,9.8,19.3,4.1,2.5,6.6,0.126,1.2,0.3,1.5,2.2
Tobias Harris,2017,94143000,0.1827,37,DET,17200000,16000000,Bird Rights,48000000,harrito02_2017,harrito02,PF,24,82,2567,16.9,0.568,0.295,0.213,2.6,15.6,8.8,8.8,1.2,1.3,7.6,21.7,4,2.8,6.8,0.128,1.3,0.3,1.6,2.3
Tobias Harris,2018,99093000,0.1615,69,DET,16000000,14800000,Bird Rights,30800000,harrito02_2018,harrito02,PF,25,80,2668,17.1,0.565,0.364,0.177,2.4,15.7,9,11.8,1.3,1.1,7.4,23.3,4.2,2.5,6.7,0.12,2.3,-0.4,1.9,2.6
Tobias Harris,2019,101869000,0.1453,81,LAC,14800000,,Bird Rights,14800000,harrito02_2019,harrito02,PF,26,82,2847,17.2,0.592,0.313,0.245,2.6,20.8,12,12.5,0.8,1,9.8,22.8,4.5,2.6,7.1,0.12,2.1,-0.5,1.6,2.6
Tobias Harris,2020,109140000,0.2844,18,PHI,31034483,33517241,,180000000,harrito02_2020,harrito02,PF,27,72,2469,17.2,0.556,0.304,0.184,3.1,19.1,11.1,14.6,1,1.4,7.6,23.9,3.5,2.7,6.2,0.121,1.3,-0.5,0.8,1.8
Tobias Harris,2021,109140000,0.3071,15,PHI,33517241,36000000,Bird Rights,148965517,harrito02_2021,harrito02,PF,28,62,2014,20,0.597,0.225,0.221,3.5,19.2,11.5,17.6,1.3,2.3,9.5,23.9,4.1,3.1,7.1,0.17,2.8,0.5,3.4,2.7
Tomáš Satoranský,2020,109140000,0.0916,124,CHI,10000000,10000000,,25000000,satorto01_2020,satorto01,SG,28,65,1878,13.5,0.533,0.361,0.22,4.3,11,7.5,27.1,2.1,0.4,17.7,16.7,1.8,1.7,3.5,0.09,-1.1,-0.2,-1.3,0.3
Tomáš Satoranský,2021,109140000,0.0916,122,CHI,10000000,10000000,Sign and Trade,15000000,satorto01_2021,satorto01,SG,29,58,1307,13.8,0.614,0.359,0.24,2.6,9.4,6,27.9,1.5,0.9,20.9,15.2,1.9,1.1,3.1,0.113,-0.5,-0.2,-0.7,0.4
Toney Douglas,2013,58044000,0.0356,280,HOU,2067880,2067880,1st Round Pick,2067880,douglto01_2013,douglto01,PG,26,71,1289,13.4,0.531,0.464,0.18,3,9.2,6.1,18.3,2.8,0.2,13.9,19.9,1.4,1,2.4,0.089,-0.9,0.3,-0.5,0.5
Toney Douglas,2014,58679000,0.0273,292,GSW,1600000,1600000,MLE,1600000,douglto01_2014,douglto01,PG,27,51,675,9.2,0.493,0.537,0.179,3.4,11.9,7.8,14.6,1.5,0.6,14.2,16.3,0.2,0.7,0.9,0.061,-2.5,0.5,-2,0
Toney Douglas,2016,70000000,0.0086,452,IND,600000,,,600000,douglto01_2016,douglto01,PG,29,61,1262,14.7,0.543,0.456,0.222,2.1,10.7,6.3,19.1,2.8,0.3,11.6,19.4,1.6,0.9,2.5,0.094,-0.4,0.4,0,0.6
Toney Douglas,2016,70000000,0.0166,366,NOP,1164858,1315448,Minimum Salary,1164858,douglto01_2016,douglto01,PG,29,61,1262,14.7,0.543,0.456,0.222,2.1,10.7,6.3,19.1,2.8,0.3,11.6,19.4,1.6,0.9,2.5,0.094,-0.4,0.4,0,0.6
Toney Douglas,2017,94143000,0.0011,506,MEM,100593,,,100593,douglto01_2017,douglto01,PG,30,24,394,10.6,0.451,0.359,0.248,3.7,14.3,8.9,22.2,2.4,1.2,13.9,17.4,0,0.5,0.5,0.059,-3.2,1.8,-1.5,0.1
Tony Allen,2013,58044000,0.0569,203,MEM,3300000,3300000,MLE,3300000,allento01_2013,allento01,SG,31,79,2109,13.2,0.489,0.038,0.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,1,4.1,5.1,0.115,-2,2.4,0.4,1.2
Tony Allen,2014,58679000,0.0766,151,MEM,4494382,4494382,Bird Rights,20000000,allento01_2014,allento01,SG,32,55,1278,15.6,0.531,0.114,0.293,7.3,12,9.6,11.7,3.8,1.2,16.2,20.1,0.5,2.1,2.7,0.1,-1.1,2.1,1,1
Tony Allen,2015,63065000,0.0766,155,MEM,4831461,5168539,Bird Rights,15505618,allento01_2015,allento01,SG,33,63,1648,14.6,0.528,0.064,0.277,7.2,12.2,9.7,8.1,4.1,1.5,14.4,16.6,0.9,3.2,4.1,0.119,-1.5,3.1,1.6,1.5
Tony Allen,2016,70000000,0.0738,150,MEM,5168539,5505618,Bird Rights,10674157,allento01_2016,allento01,SG,34,64,1620,12.9,0.505,0.09,0.294,7,14.1,10.4,6.9,3.5,1,12.8,16.8,0.5,1.9,2.4,0.072,-2.2,1.2,-1,0.4
Tony Allen,2017,94143000,0.0585,180,MEM,5505618,,Bird Rights,5505618,allento01_2017,allento01,SG,35,71,1914,13.3,0.493,0.091,0.218,9.6,13.8,11.7,8.4,3.1,1.4,13.3,17.9,0.2,2.9,3.1,0.077,-2,1.1,-1,0.5
Tony Allen,2018,99093000,0.0214,317,NOP,2116955,,,2116955,allento01_2018,allento01,SF,36,22,273,8.7,0.514,0.132,0.231,8.2,10.4,9.3,4.6,1.9,0.9,15.9,18.9,-0.2,0.2,0.1,0.017,-5.2,-0.3,-5.5,-0.2
Tony Bradley,2018,99093000,0.0143,401,UTA,1414920,1679520,1st Round Pick,3094440,bradlto01_2018,bradlto01,C,20,9,29,9.5,0.337,0.091,0.182,15.8,27.1,21.5,5,0,0,0,18.4,0,0,0,0.033,-3,-4.5,-7.5,0
Tony Bradley,2019,101869000,0.0165,364,UTA,1679520,1962360,1st Round Pick,3641880,bradlto01_2019,bradlto01,C,21,3,36,19.6,0.504,0,0.125,27.6,17.7,22.6,4.5,2.7,4.4,15.1,23.6,0,0.1,0.1,0.13,-3.6,-2.4,-6,0
Tony Bradley,2020,109140000,0.018,354,UTA,1962360,3542060,1st Round Pick,5504420,bradlto01_2020,bradlto01,C,22,58,663,21.7,0.681,0.016,0.243,19.1,25,22.2,5.4,1,4.1,12.5,15.8,2.2,1.1,3.3,0.236,1,0.3,1.3,0.6
Tony Bradley,2021,109140000,0.0325,257,PHI,3542060,,1st Round Pick,3542060,bradlto01_2021,bradlto01,C,23,42,684,20.7,0.678,0.015,0.279,13.3,24,18.6,8.5,1,3.9,13,15.8,1.8,1,2.7,0.192,1.1,0.1,1.2,0.6
