date,TeamA,TeamB,bestodds,bestodds,pct bets A,pct bet B,Number of bets,TeamA,TeamB,A_bestodds,B_bestodds,pct bets A,pct bet B,c_Total,c_TotalResult,c_AwaySP,c_HomeSP,c_AwayScore,c_HomeScore
5/8/2024,MIA,LAD,o9+100,u9-110,0.97,0.03,24945,MIA,LAD,220,-265,0.05,0.95,9,Under,R. Weathers,G. Stone,1,3
5/8/2024,TEX,OAK,o8.5-102,u8+105,0.98,0.02,16968,TEX,OAK,-110,104,0.79,0.21,8,Over,M. Lorenzen,J. Sears,4,9
5/8/2024,AZ,CIN,o9-110,u9+100,0.94,0.06,24082,AZ,CIN,-103,-105,0.55,0.45,9,Under,J. Montgomery,G. Ashcraft,4,3
5/8/2024,BAL,WAS,o8.5-102,u8+105,0.91,0.09,31640,BAL,WAS,-165,155,0.79,0.21,8.5,Over,K. Bradish,M. Parker,11,9
5/8/2024,CHW,TB,o8.5+100,u8+100,0.82,0.18,21103,CHW,TB,220,-250,0.07,0.93,8.5,Under,C. Flexen,A. Civale,4,1
5/8/2024,HOU,NYY,o9.5-105,u9.5-110,0.92,0.08,33902,HOU,NYY,140,-155,0.12,0.88,9.5,Over,S. Arrighetti,C. Rodon,4,9
5/8/2024,TEX,OAK,o8.5-110,u8.5-105,0.86,0.14,11606,TEX,OAK,-130,135,0.79,0.21,8,Over,M. Lorenzen,J. Sears,4,9
5/8/2024,BOS,ATL,o8.5+105,u8.5-112,0.74,0.26,31483,BOS,ATL,180,-200,0.09,0.91,8.5,Under,N. Pivetta,C. Sale,0,5
5/8/2024,SEA,MIN,o8-103,u7.5+100,0.9,0.1,30670,SEA,MIN,-108,-107,0.41,0.59,8,Over,G. Kirby,C. Paddack,3,6
5/8/2024,SF,COL,o9.5+108,u9+100,0.63,0.37,25440,SF,COL,-165,525,0.85,0.15,9,Over,J. Hicks,P. Lambert,8,6
5/9/2024,AZ,CIN,N/A,N/A,0,0,31943,AZ,CIN,N/A,N/A,0,0,9,Push,S. Cecconi,H. Greene,5,4
5/9/2024,SEA,MIN,N/A,N/A,0,0,29307,SEA,MIN,N/A,N/A,0,0,7,Over,L. Gilbert,P. Lopez,1,11
5/9/2024,SF,COL,N/A,N/A,0,0,23794,SF,COL,N/A,N/A,0,0,9.5,Over,K. Winn,C. Quantrill,1,9
5/9/2024,HOU,NYY,N/A,N/A,0,0,34659,HOU,NYY,N/A,N/A,0,0,8.5,Under,R. Blanco,M. Stroman,4,3
5/9/2024,CLE,CHW,N/A,N/A,0,0,38602,CLE,CHW,N/A,N/A,0,0,7.5,Under,B. Lively,E. Fedde,2,3
5/9/2024,STL,MIL,N/A,N/A,0,0,39384,STL,MIL,N/A,N/A,0,0,7.5,Over,S. Gray,T. Myers,1,7
5/9/2024,KC,LAA,N/A,N/A,0,0,33891,KC,LAA,N/A,N/A,0,0,8,Over,M. Wacha,R. Detmers,10,4
5/10/2024,CHC,PIT,o7-110,u7-104,0.75,0.25,25278,CHC,PIT,115,-130,0.27,0.73,7,Over,J. Assad,J. Jones,7,2
5/10/2024,HOU,DET,o8.5-105,u8-103,0.78,0.22,20623,HOU,DET,-140,126,0.71,0.29,8,Under,F. Valdez,C. Mize,5,2
5/10/2024,NYY,TB,o8.5-102,u8+100,0.81,0.19,27470,NYY,TB,-120,112,0.75,0.25,8.5,Under,C. Schmidt,T. Bradley,2,0
5/10/2024,AZ,BAL,o8+100,u7.5-105,0.91,0.09,35891,AZ,BAL,115,-130,0.18,0.82,7.5,Under,B. Pfaadt,C. Irvin,2,4
5/10/2024,MIN,TOR,o7.5+100,u7+102,0.94,0.06,23102,MIN,TOR,-102,-113,0.32,0.68,7,Under,J. Ryan,Y. Kikuchi,3,2
5/10/2024,PHI,MIA,o7.5-105,u7.5-112,0.97,0.03,36976,PHI,MIA,-190,175,0.89,0.11,7.5,Over,R. Suarez,Tr. Rogers,8,2
5/10/2024,WAS,BOS,o8.5+100,u8-105,0.8,0.2,22158,WAS,BOS,185,-210,0.09,0.91,8,Under,P. Corbin,T. Houck,5,1
5/10/2024,ATL,NYM,o8+100,u7.5-108,0.98,0.02,24809,ATL,NYM,-145,132,0.81,0.19,7.5,Under,C. Morton,J. Quintana,4,2
5/10/2024,CLE,CHW,o7.5+102,u7+105,0.96,0.04,22103,CLE,CHW,105,-115,0.51,0.49,7,Over,C. Carrasco,G. Crochet,3,6
5/10/2024,STL,MIL,o8.5-109,u8.5-105,0.79,0.21,17705,STL,MIL,108,-122,0.18,0.82,8.5,Over,L. Lynn,R. Gasser,2,11
5/10/2024,TEX,COL,o9.5-110,u9.5-105,0.83,0.17,22269,TEX,COL,-185,162,0.89,0.11,9.5,Under,Jon. Gray,A. Gomber,2,4
5/10/2024,KC,LAA,o8.5-115,u8.5+104,0.92,0.08,22002,KC,LAA,-120,108,0.73,0.27,9,Under,A. Marsh,G. Canning,2,1
5/10/2024,LAD,SD,o7.5-109,u7.5-110,0.96,0.04,30595,LAD,SD,188,150,0.91,0.09,7.5,Under,T. Glasnow,M. King,1,2
5/10/2024,OAK,SEA,o7.5+105,u7.5-115,0.75,0.25,19190,OAK,SEA,138,-154,0.13,0.87,7.5,Over,P. Blackburn,B. Woo,1,8
5/10/2024,CIN,SF,o7+100,u7-112,0.85,0.15,21522,CIN,SF,125,-141,0.16,0.84,7,Under,A. Abbott,L. Webb,4,2
5/11/2024,MIN,TOR,o8-105,u7.5+105,0.69,0.31,23193,MIN,TOR,135,-145,0.24,0.76,7.5,Over,S. Woods-Richardson,K. Gausman,8,10
5/11/2024,CHC,PIT,o7-105,u7-104,0.76,0.24,36153,CHC,PIT,-110,100,0.57,0.43,7,Over,J. Steele,P. Skenes,9,10
5/11/2024,AZ,BAL,o9+102,u8.5+102,0.6,0.4,27878,AZ,BAL,370,-152,0.09,0.91,8.5,Over,R. Nelson,J. Means,4,5
5/11/2024,WAS,BOS,o8.5-108,u8.5-108,0.53,0.47,17650,WAS,BOS,136,-155,0.15,0.85,8.5,Under,J. Irvin,C. Criswell,2,4
5/11/2024,NYY,TB,o8-105,u8-105,0.64,0.36,22966,NYY,TB,-106,-107,0.72,0.28,8,Over,N. Cortes Jr.,Z. Littell,2,7
5/11/2024,ATL,NYM,o7-107,u7-108,0.63,0.37,28207,ATL,NYM,-155,136,0.84,0.16,7,Under,M. Fried,C. Scott,4,1
5/11/2024,PHI,MIA,o8-105,u8-105,0.84,0.16,19886,PHI,MIA,-120,110,0.83,0.17,8,Over,T. Walker,J. Luzardo,8,3
5/11/2024,HOU,DET,o7.5-110,u7.5-105,0.56,0.44,19563,HOU,DET,136,-155,0.27,0.73,7.5,Over,C. Javier,T. Skubal,2,8
5/11/2024,CLE,CHW,o8-110,u8-107,0.74,0.26,21557,CLE,CHW,-168,150,0.81,0.19,8,Under,T. McKenzie,M. Clevinger,1,3
5/11/2024,CIN,SF,o7.5+100,u7.5-108,0.79,0.21,21396,CIN,SF,-144,128,0.7,0.3,7.5,Under,N. Lodolo,M. Black,1,5
5/11/2024,STL,MIL,o7.5-112,u7.5-105,0.79,0.21,19654,STL,MIL,163,-185,0.09,0.91,7.5,Over,K. Gibson,F. Peralta,3,5
5/11/2024,TEX,COL,o10-105,u9.5-102,0.49,0.51,20558,TEX,COL,-145,132,0.85,0.15,10,Over,A. Heaney,R. Feltner,3,8
5/11/2024,LAD,SD,o9.5+100,u9+100,0.47,0.53,28535,LAD,SD,-142,126,0.85,0.15,9.5,Under,J. Paxton,M. Waldron,5,0
5/11/2024,KC,LAA,o8-110,u8-105,0.65,0.35,26601,KC,LAA,-165,150,0.77,0.23,8,Over,C. Ragans,T. Anderson,3,9
5/11/2024,OAK,SEA,o8-114,u8-105,0.41,0.59,16241,OAK,SEA,195,-225,0.04,0.96,8,Over,J. Estes,Br. Miller,8,1
5/12/2024,AZ,BAL,o7.5+100,u7.5-114,0.76,0.24,21315,AZ,BAL,110,-125,0.15,0.85,7,Over,Z. Gallen,D. Kremer,9,2
5/12/2024,WAS,BOS,o7.5-108,u7.5-102,0.6,0.4,15842,WAS,BOS,135,-135,0.15,0.85,7.5,Under,M. Gore,B. Bello,2,3
5/12/2024,CHC,PIT,o9-104,u8-105,0.89,0.11,17625,CHC,PIT,370,105,0.69,0.31,9,Push,K. Hendricks,B. Falter,5,4
5/12/2024,MIN,TOR,o8+100,u8-112,0.82,0.18,23759,MIN,TOR,-120,115,0.72,0.28,8,Under,B. Ober,A. Manoah,5,1
5/12/2024,PHI,MIA,o7-108,u7+100,0.92,0.08,26349,PHI,MIA,-200,195,0.91,0.09,7,Over,Z. Wheeler,B. Garrett,6,7
5/12/2024,NYY,TB,o8-115,u8.5-102,0.64,0.36,16372,NYY,TB,-135,130,0.76,0.24,8.5,Over,L. Gil,T. Alexander,10,6
5/12/2024,HOU,DET,o8-105,u7.5-102,0.87,0.13,17458,HOU,DET,100,100,0.5,0.5,7.5,Over,J. Verlander,J. Flaherty,9,3
5/12/2024,STL,MIL,o8-115,u9+100,0.71,0.29,20795,STL,MIL,135,-140,0.11,0.89,9,Under,M. Mikolas,B. Wilson,4,3
5/12/2024,CLE,CHW,o9-112,u8.5+100,0.76,0.24,17781,CLE,CHW,-165,150,0.79,0.21,9.5,Under,L. Allen,M. Soroka,7,0
5/12/2024,TEX,COL,o11-104,u10.5+100,0.55,0.45,14828,TEX,COL,-142,130,0.76,0.24,10.5,Under,J. Urena,T. Blach,1,3
5/12/2024,CIN,SF,o7.5+110,u7+102,0.79,0.21,16165,CIN,SF,107,-120,0.17,0.83,7,Over,F. Montas,K. Harrison,5,6
5/12/2024,KC,LAA,o8-114,u8-103,0.62,0.38,21149,KC,LAA,-106,-107,0.63,0.37,8,Under,S. Lugo,P. Sandoval,4,2
5/12/2024,LAD,SD,o8+105,u7.5-104,0.73,0.27,21300,LAD,SD,100,-107,0.74,0.26,7.5,Under,W. Buehler,Y. Darvish,0,4
5/12/2024,OAK,SEA,o7.5+100,u7+100,0.84,0.16,18634,OAK,SEA,190,-210,0.07,0.93,7,Over,R. Wood,L. Castillo,4,8
5/12/2024,ATL,NYM,o8+100,u7.5-102,0.81,0.19,36709,ATL,NYM,-105,-110,0.69,0.31,8,Under,B. Elder,L. Severino,3,4
5/13/2024,TOR,BAL,o7.5-110,u7.5+100,0.82,0.18,28646,TOR,BAL,155,-175,0.12,0.88,7.5,Under,J. Berrios,C. Burnes,3,2
5/13/2024,MIA,DET,o9+100,u8.5+102,0.82,0.18,20285,MIA,DET,230,-165,0.13,0.87,9,Over,S. Sanchez,M. Manning,5,6
5/13/2024,PHI,NYM,o7.5+105,u7+100,0.97,0.03,29060,PHI,NYM,100,-110,0.68,0.32,7,Over,C. Sanchez,S. Manaea,5,4
5/13/2024,TB,BOS,o8.5-115,u8.5+100,0.64,0.36,25071,TB,BOS,100,-113,0.23,0.77,8.5,Under,Z. Eflin,K. Crawford,5,3
5/13/2024,CHC,ATL,o8+100,u7.5+100,0.91,0.09,35946,CHC,ATL,120,-135,0.11,0.89,7.5,Under,S. Imanaga,R. Lopez,0,2
5/13/2024,PIT,MIL,o8.5+100,u8.5-115,0.71,0.29,31877,PIT,MIL,120,-136,0.13,0.87,8.5,Over,M. Keller,C. Rea,8,6
5/13/2024,CLE,TEX,o9-105,u9+100,0.68,0.32,22285,CLE,TEX,-108,-105,0.3,0.7,9,Under,T. Bibee,M. Lorenzen,7,0
5/13/2024,OAK,HOU,o9-105,u8.5+100,0.85,0.15,20442,OAK,HOU,155,-175,0.1,0.9,9,Over,R. Stripling,S. Arrighetti,2,9
5/13/2024,STL,LAA,o8.5-110,u8.5-105,0.86,0.14,11031,STL,LAA,-110,100,0.4,0.6,8.5,Over,M. Liberatore,J. Soriano,10,5
5/13/2024,COL,SD,o8-105,u8-110,0.98,0.02,25541,COL,SD,200,-218,0.06,0.94,8,Over,Dak. Hudson,R. Vasquez,5,4
5/13/2024,KC,SEA,o7-105,u7-104,0.88,0.12,25884,KC,SEA,130,-148,0.19,0.81,7,Over,B. Singer,G. Kirby,2,6
5/13/2024,CIN,AZ,o9-105,u8.5+100,0.87,0.13,19583,CIN,AZ,140,-155,0.12,0.88,8.5,Over,G. Ashcraft,J. Montgomery,5,6
5/13/2024,LAD,SF,o8-108,u7.5+105,0.96,0.04,32003,LAD,SF,-190,184,0.89,0.11,8,Over,Y. Yamamoto,J. Hicks,6,4
5/14/2024,PHI,NYM,o8+105,u7.5-103,0.96,0.04,26975,PHI,NYM,-120,105,0.8,0.2,7.5,Under,A. Nola,J. Butto,4,0
5/14/2024,WAS,CHW,o7.5+100,u7.5-115,0.86,0.14,5427,WAS,CHW,-108,-105,0.7,0.3,8,Over,T. Williams,C. Flexen,6,3
5/14/2024,MIA,DET,o8-105,u8-102,0.9,0.1,18735,MIA,DET,158,-175,0.11,0.89,8.5,Under,R. Weathers,R. Olson,1,0
5/14/2024,TB,BOS,o9.5+100,u9+105,0.94,0.06,17826,TB,BOS,105,-118,0.27,0.73,9.5,Under,A. Civale,N. Pivetta,4,5
5/14/2024,CHC,ATL,o8+100,u7.5-102,0.88,0.12,29545,CHC,ATL,170,-190,0.07,0.93,8,Under,J. Taillon,C. Sale,0,7
5/14/2024,PIT,MIL,o8.5+100,u8-105,0.93,0.07,18488,PIT,MIL,140,-155,0.16,0.84,8,Under,Q. Priester,J. Ross,3,4
5/14/2024,NYY,MIN,o8.5-102,u7.5-103,0.88,0.12,30822,NYY,MIN,-110,102,0.68,0.32,8.5,Under,C. Rodon,C. Paddack,5,1
5/14/2024,CLE,TEX,o9.5+100,u9+100,0.71,0.29,20942,CLE,TEX,105,-120,0.36,0.64,9.5,Over,B. Lively,J. Leiter,7,4
5/14/2024,WAS,CHW,o7.5+100,u8-115,0.74,0.26,26682,WAS,CHW,-113,110,0.66,0.34,8,Over,T. Williams,C. Flexen,6,3
5/14/2024,OAK,HOU,o9+102,u8.5+105,0.89,0.11,24142,OAK,HOU,160,-175,0.07,0.93,8.5,Under,J. Sears,R. Blanco,1,2
5/14/2024,STL,LAA,o7.5+105,u7+102,0.96,0.04,21123,STL,LAA,-140,335,0.76,0.24,7,Over,S. Gray,R. Detmers,7,6
5/14/2024,KC,SEA,o7.5+100,u7+105,0.95,0.05,20825,KC,SEA,143,-160,0.12,0.88,7.5,Under,M. Wacha,L. Gilbert,4,2
5/14/2024,COL,SD,o7-105,u7-109,0.94,0.06,25561,COL,SD,250,-245,0.06,0.94,7,Over,C. Quantrill,D. Cease,6,3
5/14/2024,CIN,AZ,o8.5-112,u8.5-105,0.91,0.09,18018,CIN,AZ,-102,-114,0.25,0.75,8.5,Under,H. Greene,S. Cecconi,6,2
5/14/2024,LAD,SF,o8.5+100,u8-104,0.82,0.18,24920,LAD,SF,-184,158,0.91,0.09,8.5,Over,G. Stone,K. Winn,10,2
5/15/2024,TOR,BAL,o7+100,u7-112,0.82,0.18,26066,TOR,BAL,120,-135,0.15,0.85,7,Under,Y. Kikuchi,K. Bradish,2,3
5/15/2024,PIT,MIL,o8.5+100,u8-103,0.57,0.43,18018,PIT,MIL,130,-141,0.12,0.88,8,Over,M. Perez,R. Gasser,2,10
5/15/2024,MIA,DET,o8.5-115,u8.5-104,0.57,0.43,20159,MIA,DET,143,-162,0.09,0.91,9,Under,Tr. Rogers,C. Mize,2,0
5/15/2024,WAS,CHW,o7-115,u6.5+102,0.87,0.13,18649,WAS,CHW,163,-165,0.21,0.79,7,Under,P. Corbin,G. Crochet,0,2
5/15/2024,CIN,AZ,o8.5+100,u8-105,0.75,0.25,21820,CIN,AZ,135,-155,0.14,0.86,8.5,Under,A. Abbott,B. Pfaadt,1,2
5/15/2024,KC,SEA,o8-102,u7.5+100,0.8,0.2,20184,KC,SEA,850,-142,0.23,0.77,8,Under,A. Marsh,B. Woo,2,4
5/15/2024,COL,SD,o7.5+102,u7+105,0.87,0.13,17105,COL,SD,205,225,0.09,0.91,7,Over,A. Gomber,M. King,8,0
5/15/2024,NYM,PHI,o7.5-103,u7.5-112,0.72,0.28,27520,NYM,PHI,178,-200,0.08,0.92,7.5,Over,J. Lucchesi,R. Suarez,5,10
5/15/2024,TB,BOS,o8.5+102,u8-105,0.58,0.42,26248,TB,BOS,120,-130,0.23,0.77,8,Under,T. Bradley,T. Houck,4,3
5/15/2024,CHC,ATL,o9+100,u8.5+102,0.44,0.56,28499,CHC,ATL,170,-180,0.08,0.92,9,Under,J. Assad,C. Morton,7,1
5/15/2024,NYY,MIN,o8-108,u8-108,0.74,0.26,26031,NYY,MIN,120,-136,0.39,0.61,8,Under,M. Stroman,P. Lopez,4,0
5/15/2024,CLE,TEX,o9+102,u8.5+100,0.85,0.15,23658,CLE,TEX,165,-190,0.26,0.74,8.5,Under,C. Carrasco,Jon. Gray,0,4
5/15/2024,OAK,HOU,o9+102,u8.5+100,0.64,0.36,20997,OAK,HOU,205,-245,0.05,0.95,9,Under,T. Ferguson,F. Valdez,0,3
5/15/2024,STL,LAA,o8.5+100,u8-103,0.8,0.2,16090,STL,LAA,-120,106,0.62,0.38,8.5,Over,L. Lynn,G. Canning,2,7
5/15/2024,LAD,SF,o8-104,u7.5+100,0.91,0.09,22305,LAD,SF,-136,130,0.86,0.14,8,Under,E. Hernandez,L. Webb,1,4
5/16/2024,NYY,MIN,o8-109,u8-105,0.52,0.48,31726,NYY,MIN,100,-115,0.52,0.48,8,Under,C. Schmidt,J. Ryan,5,0
5/16/2024,NYM,PHI,o8.5-114,u8.5+105,0.77,0.23,34942,NYM,PHI,130,-135,0.15,0.85,8.5,Over,J. Quintana,T. Walker,6,5
5/16/2024,TB,BOS,o8+100,u7.5-104,0.95,0.05,28277,TB,BOS,-108,-105,0.46,0.54,7.5,Over,Z. Littell,C. Criswell,7,5
5/16/2024,PIT,CHC,o8-110,u7.5+100,0.98,0.02,35835,PIT,CHC,110,-121,0.19,0.81,8,Over,J. Jones,J. Steele,5,4
5/16/2024,OAK,HOU,o9-107,u9-110,0.93,0.07,30362,OAK,HOU,180,-200,0.11,0.89,9,Push,J. Estes,C. Javier,1,8
5/16/2024,CIN,LAD,o7.5+102,u7.5-110,0.98,0.02,31998,CIN,LAD,275,-300,0.05,0.95,7.5,Over,B. Suter,T. Glasnow,7,2
5/17/2024,PIT,CHC,o7.5+105,u7.5-112,0.91,0.09,31685,PIT,CHC,-115,100,0.44,0.56,7.5,Over,P. Skenes,K. Hendricks,9,3
5/17/2024,WAS,PHI,o7.5-118,u7.5+100,0.8,0.2,26167,WAS,PHI,222,-240,0.06,0.94,7.5,Under,J. Irvin,Z. Wheeler,2,4
5/17/2024,CHW,NYY,o8-105,u7.5+100,0.87,0.13,28600,CHW,NYY,245,-275,0.04,0.96,8,Under,M. Clevinger,N. Cortes Jr.,2,4
5/17/2024,SEA,BAL,o8.5+105,u8+100,0.57,0.43,19397,SEA,BAL,115,-130,0.22,0.78,8.5,Over,Br. Miller,J. Means,2,9
5/17/2024,TB,TOR,o8.5-105,u8.5-110,0.85,0.15,13555,TB,TOR,143,-162,0.23,0.77,8.5,Under,T. Alexander,C. Bassitt,4,3
5/17/2024,MIN,CLE,o8.5+100,u8-102,0.62,0.38,17741,MIN,CLE,110,-125,0.25,0.75,8.5,Under,S. Woods-Richardson,T. McKenzie,2,3
5/17/2024,NYM,MIA,o7.5-102,u7.5-115,0.86,0.14,21396,NYM,MIA,-115,110,0.65,0.35,7.5,Over,C. Scott,J. Luzardo,0,8
5/17/2024,SD,ATL,o8-113,u8-105,0.72,0.28,26536,SD,ATL,180,-215,0.09,0.91,8,Under,M. Waldron,M. Fried,3,1
5/17/2024,OAK,KC,o8.5-105,u8.5-110,0.79,0.21,10814,OAK,KC,175,-200,0.1,0.9,8.5,Under,M. Spence,C. Ragans,2,6
5/17/2024,LAA,TEX,o9+100,u9-108,0.76,0.24,20103,LAA,TEX,163,-185,0.16,0.84,9,Over,T. Anderson,A. Heaney,9,3
5/17/2024,MIL,HOU,o7.5-110,u7.5-105,0.84,0.16,27444,MIL,HOU,-110,102,0.45,0.55,7.5,Over,F. Peralta,H. Brown,4,5
5/17/2024,BOS,STL,o8-107,u8-104,0.82,0.18,17756,BOS,STL,-105,-108,0.59,0.41,8,Over,B. Bello,K. Gibson,6,10
5/17/2024,DET,AZ,o8+100,u7.5+100,0.86,0.14,23269,DET,AZ,-135,118,0.62,0.38,8,Over,T. Skubal,R. Nelson,13,0
5/17/2024,CIN,LAD,o8.5-102,u8.5-110,0.81,0.19,31731,CIN,LAD,170,-190,0.08,0.92,8.5,Over,F. Montas,J. Paxton,3,7
5/17/2024,COL,SF,o7.5+105,u7.5-115,0.89,0.11,23249,COL,SF,120,-135,0.18,0.82,7,Over,R. Feltner,M. Black,5,10
5/18/2024,CHW,NYY,o8-110,u8-104,0.61,0.39,23562,CHW,NYY,245,-275,0.03,0.97,8,Under,B. Keller,L. Gil,1,6
5/18/2024,PIT,CHC,o8.5-105,u8+105,0.91,0.09,29984,PIT,CHC,215,-200,0.19,0.81,8.5,Under,B. Falter,S. Imanaga,0,1
5/18/2024,TB,TOR,o7.5+102,u7.5-114,0.98,0.02,16539,TB,TOR,125,-142,0.34,0.66,7.5,Over,Z. Eflin,K. Gausman,5,4
5/18/2024,SEA,BAL,o7.5+102,u7+110,0.85,0.15,13404,SEA,BAL,122,-130,0.21,0.79,7,Push,L. Castillo,G. Rodriguez,4,3
5/18/2024,COL,SF,o8-114,u8+100,0.87,0.13,13742,COL,SF,160,-170,0.08,0.92,8,Over,T. Blach,K. Harrison,4,14
5/18/2024,NYM,MIA,o7.5+100,u7.5-110,0.88,0.12,19927,NYM,MIA,-120,110,0.71,0.29,7.5,Over,L. Severino,B. Garrett,9,10
5/18/2024,WAS,PHI,o7.5+104,u7+105,0.97,0.03,25127,WAS,PHI,150,-170,0.08,0.92,7,Push,M. Gore,C. Sanchez,3,4
5/18/2024,MIN,CLE,o7.5+102,u7+102,0.96,0.04,21381,MIN,CLE,-120,107,0.52,0.48,7,Over,B. Ober,L. Allen,4,11
5/18/2024,OAK,KC,o9.5+100,u9.5-115,0.67,0.33,27666,OAK,KC,178,-188,0.07,0.93,9.5,Under,R. Stripling,S. Lugo,3,5
5/18/2024,MIL,HOU,o8.5-102,u8.5-110,0.81,0.19,19992,MIL,HOU,150,-174,0.17,0.83,8.5,Under,B. Wilson,J. Verlander,4,2
5/18/2024,BOS,STL,o8.5-110,u8.5-105,0.96,0.04,22845,BOS,STL,-118,102,0.59,0.41,8.5,Over,K. Crawford,M. Mikolas,2,7
5/18/2024,LAA,TEX,o8.5+105,u8.5-115,0.86,0.14,16963,LAA,TEX,116,-130,0.25,0.75,8.5,Under,P. Sandoval,J. Urena,2,3
5/18/2024,DET,AZ,o7.5-106,u7.5-108,0.98,0.02,21416,DET,AZ,126,-140,0.22,0.78,7.5,Over,J. Flaherty,Z. Gallen,8,3
5/18/2024,CIN,LAD,o8-110,u8-102,0.97,0.03,21467,CIN,LAD,185,-190,0.05,0.95,8,Under,G. Ashcraft,W. Buehler,0,4
5/19/2024,BOS,STL,o8.5-107,u8.5-110,0.88,0.12,18957,BOS,STL,-129,122,0.5,0.5,8.5,Over,N. Pivetta,M. Liberatore,11,3
5/19/2024,CHW,NYY,o12.5+102,u8+100,0.75,0.25,26217,CHW,NYY,275,-300,0.03,0.97,8.5,Over,C. Flexen,C. Rodon,2,7
5/19/2024,WAS,PHI,o6.5-108,u7.5+100,0.88,0.12,21436,WAS,PHI,375,-230,0.07,0.93,7.5,Over,T. Williams,A. Nola,5,11
5/19/2024,SEA,BAL,o7+100,u7-118,0.98,0.02,16847,SEA,BAL,130,-144,0.15,0.85,7,Over,G. Kirby,C. Burnes,3,6
5/19/2024,TB,TOR,o8-109,u8-110,0.94,0.06,14666,TB,TOR,100,-115,0.46,0.54,8,Under,A. Civale,A. Manoah,2,5
5/19/2024,MIN,CLE,o7.5+100,u7.5-110,0.98,0.02,14590,MIN,CLE,128,-112,0.19,0.81,7.5,Under,C. Paddack,T. Bibee,2,5
5/19/2024,NYM,MIA,o8.5-115,u8.5+100,0.99,0.01,14908,NYM,MIA,-137,122,0.74,0.26,8.5,Over,S. Manaea,S. Sanchez,7,3
5/19/2024,OAK,KC,o9-107,u9-105,0.93,0.07,16822,OAK,KC,1300,-170,0.1,0.9,9,Over,J. Sears,B. Singer,4,8
5/19/2024,MIL,HOU,o9+100,u8.5+100,0.96,0.04,15267,MIL,HOU,120,-135,0.27,0.73,9,Over,C. Rea,S. Arrighetti,4,9
5/19/2024,PIT,CHC,o8-102,u7.5+100,0.98,0.02,19452,PIT,CHC,110,-125,0.24,0.76,8,Under,M. Keller,J. Taillon,3,2
5/19/2024,LAA,TEX,o8.5-114,u8.5-104,0.96,0.04,10985,LAA,TEX,138,-155,0.22,0.78,8.5,Under,J. Soriano,M. Lorenzen,4,1
5/19/2024,COL,SF,o7.5-105,u7.5-110,0.99,0.01,20487,COL,SF,188,-210,0.07,0.93,7.5,Under,Dak. Hudson,J. Hicks,1,4
5/19/2024,CIN,LAD,o8-110,u8-102,0.78,0.22,13439,CIN,LAD,155,-166,0.07,0.93,8,Under,H. Greene,L. Knack,2,3
5/19/2024,DET,AZ,o9+100,u8.5-105,0.97,0.03,15312,DET,AZ,125,-140,0.25,0.75,9,Over,M. Manning,J. Montgomery,4,6
5/19/2024,SD,ATL,o9+100,u9-118,0.72,0.28,3937,SD,ATL,102,-120,0.2,0.8,8.5,Over,Y. Darvish,B. Elder,9,1
5/20/2024,SD,ATL,o7.5-104,u7.5-105,0.77,0.23,25016,SD,ATL,106,-120,0.21,0.79,7.5,Over,D. Cease,R. Lopez,6,5
5/20/2024,CHW,TOR,o7.5-105,u7.5-110,0.91,0.09,21982,CHW,TOR,175,-198,0.1,0.9,7.5,Over,E. Fedde,J. Berrios,3,9
5/20/2024,NYM,CLE,o9+100,u9-105,0.92,0.08,21744,NYM,CLE,110,-121,0.24,0.76,9,Under,Ty. Megill,B. Lively,1,3
5/20/2024,SD,ATL,o8.5+100,u8.5-106,0.67,0.33,16761,SD,ATL,215,-240,0.24,0.76,7.5,Over,D. Cease,R. Lopez,6,5
5/20/2024,MIL,MIA,o8.5-110,u8.5-104,0.93,0.07,24430,MIL,MIA,-140,125,0.71,0.29,8.5,Under,J. Ross,R. Weathers,2,3
5/20/2024,MIN,WAS,o7.5-105,u7.5-104,0.93,0.07,18463,MIN,WAS,-155,140,0.78,0.22,7.5,Over,P. Lopez,M. Parker,3,12
5/20/2024,BOS,TB,o7.5+102,u7+105,0.93,0.07,24001,BOS,TB,106,-120,0.32,0.68,7.5,Under,T. Houck,T. Bradley,5,0
5/20/2024,SEA,NYY,o8-102,u7.5+100,0.94,0.06,32644,SEA,NYY,135,-140,0.11,0.89,8,Over,L. Gilbert,M. Stroman,5,4
5/20/2024,DET,KC,o8.5-115,u8.5+100,0.92,0.08,27863,DET,KC,-105,-110,0.25,0.75,8.5,Over,R. Olson,M. Wacha,3,8
5/20/2024,BAL,STL,o8-105,u8-109,0.95,0.05,32831,BAL,STL,106,-120,0.33,0.67,8,Over,D. Kremer,S. Gray,3,6
5/20/2024,LAA,HOU,o8-110,u8+100,0.96,0.04,30787,LAA,HOU,185,650,0.09,0.91,8,Over,R. Detmers,F. Valdez,9,7
5/20/2024,AZ,LAD,o8.5+100,u10.5-103,0.85,0.15,39925,AZ,LAD,900,-245,0.06,0.94,8,Over,J. Mantiply,Y. Yamamoto,4,6
5/21/2024,NYM,CLE,o9-118,u9+100,0.68,0.32,28070,NYM,CLE,115,-120,0.21,0.79,9,Over,A. Houser,X. Curry,6,7
5/21/2024,SD,CIN,o9.5+100,u9+100,0.63,0.37,22906,SD,CIN,-120,106,0.65,0.35,9.5,Under,J. Musgrove,A. Abbott,0,2
