date,TeamA,TeamB,bestodds,bestodds,pct bets A,pct bet B,Number of bets,TeamA,TeamB,A_bestodds,B_bestodds,pct bets A,pct bet B,c_Total,c_TotalResult,c_AwaySP,c_HomeSP,c_AwayScore,c_HomeScore
6/23/2024,WAS,COL,o10.5-112,u10.5+102,0.89,0.11,18180,WAS,COL,-130,360,0.79,0.21,10.5,Under,J. Irvin,K. Freeland,2,1
6/23/2024,MIN,OAK,o8-108,u8-105,0.96,0.04,20482,MIN,OAK,-178,155,0.88,0.12,8,Under,P. Lopez,H. Harris,3,0
6/23/2024,MIL,SD,o7.5-110,u7.5+100,0.94,0.06,17185,MIL,SD,120,-135,0.22,0.78,7.5,Over,T. Myers,M. King,6,2
6/23/2024,NYM,CHC,o8.5-103,u8+115,0.91,0.09,32811,NYM,CHC,-104,-105,0.37,0.63,8.5,Under,L. Severino,J. Assad,5,2
6/24/2024,CLE,BAL,o8+100,u7.5-105,0.97,0.03,33629,CLE,BAL,-102,-108,0.32,0.68,7.5,Under,T. Bibee,C. Povich,3,2
6/24/2024,PHI,DET,o8.5-102,u8+100,0.8,0.2,32018,PHI,DET,-175,152,0.86,0.14,8.5,Over,A. Nola,C. Mize,8,1
6/24/2024,SEA,TB,o7.5-102,u7+102,0.92,0.08,27389,SEA,TB,-105,-108,0.34,0.66,7,Push,B. Woo,T. Bradley,3,4
6/24/2024,PIT,CIN,o10+100,u9.5+102,0.79,0.21,29580,PIT,CIN,120,-127,0.27,0.73,9.5,Over,B. Falter,C. Spiers,5,11
6/24/2024,TOR,BOS,o8.5-110,u8.5-106,0.97,0.03,20805,TOR,BOS,143,-159,0.12,0.88,8.5,Over,C. Bassitt,T. Houck,6,7
6/24/2024,ATL,STL,o9+100,u8.5+102,0.97,0.03,29312,ATL,STL,-121,110,0.72,0.28,9,Under,S. Schwellenbach,L. Lynn,3,4
6/24/2024,MIA,KC,o9.5+100,u9-105,0.7,0.3,32205,MIA,KC,215,-250,0.11,0.89,9,Under,R. Munoz,C. Ragans,1,4
6/24/2024,LAD,CHW,o8+105,u7.5-102,0.94,0.06,32907,LAD,CHW,-115,110,0.75,0.25,7.5,Under,J. Paxton,G. Crochet,3,0
6/24/2024,TEX,MIL,o8-112,u8-105,0.92,0.08,20124,TEX,MIL,152,-175,0.12,0.88,8,Over,M. Lorenzen,F. Peralta,3,6
6/24/2024,OAK,LAA,o9+100,u9-108,0.93,0.07,14565,OAK,LAA,122,-134,0.18,0.82,9,Under,L. Medina,G. Canning,1,5
6/24/2024,WAS,SD,o7.5-110,u7.5+100,0.97,0.03,28005,WAS,SD,170,-185,0.12,0.88,7.5,Over,P. Corbin,M. Waldron,6,7
6/24/2024,CHC,SF,o7.5+104,u7-110,0.98,0.02,12475,CHC,SF,-115,600,0.55,0.45,7,Over,J. Steele,E. Miller,4,5
6/25/2024,CLE,BAL,o9.5+100,u9+100,0.46,0.54,33064,CLE,BAL,135,-143,0.23,0.77,9,Over,L. Allen,C. Irvin,10,8
6/25/2024,PHI,DET,o7.5+100,u7+105,0.94,0.06,41985,PHI,DET,-120,104,0.83,0.17,7.5,Under,R. Suarez,T. Skubal,1,4
6/25/2024,SEA,TB,o7.5+100,u7.5-114,0.97,0.03,24809,SEA,TB,-125,110,0.6,0.4,7.5,Over,L. Castillo,Z. Littell,3,11
6/25/2024,NYY,NYM,o8.5+105,u8-105,0.89,0.11,37542,NYY,NYM,-140,123,0.82,0.18,8,Over,G. Cole,D. Peterson,7,9
6/25/2024,TOR,BOS,o9.5-105,u9.5-108,0.77,0.23,25566,TOR,BOS,115,-125,0.17,0.83,9.5,Over,K. Gausman,B. Bello,9,4
6/25/2024,PIT,CIN,o9+100,u8.5+100,0.83,0.17,25768,PIT,CIN,112,-125,0.2,0.8,8.5,Over,M. Keller,H. Greene,9,5
6/25/2024,LAD,CHW,o9.5+100,u9+105,0.45,0.55,26197,LAD,CHW,-218,190,0.92,0.08,9.5,Under,Bo. Miller,C. Flexen,4,3
6/25/2024,TEX,MIL,o9-108,u9-105,0.87,0.13,19008,TEX,MIL,-106,-108,0.23,0.77,9,Under,A. Heaney,H. Milner,1,3
6/25/2024,MIA,KC,o9.5-112,u9.5+100,0.52,0.48,25667,MIA,KC,166,-190,0.08,0.92,9.5,Under,Y. Chirinos,S. Lugo,2,1
6/25/2024,COL,HOU,o8.5+105,u8-102,0.87,0.13,27222,COL,HOU,225,-260,0.04,0.96,8,Under,A. Gomber,H. Brown,2,5
6/25/2024,OAK,LAA,o8.5-102,u8+100,0.87,0.13,22572,OAK,LAA,107,-110,0.13,0.87,8,Over,M. Spence,T. Anderson,5,7
6/25/2024,MIN,AZ,o8-104,u7.5+100,0.98,0.02,24026,MIN,AZ,-130,112,0.77,0.23,7.5,Over,J. Ryan,B. Pfaadt,4,5
6/25/2024,WAS,SD,o8-104,u7.5-105,0.98,0.02,25076,WAS,SD,-120,106,0.47,0.53,7.5,Over,M. Gore,A. Mazur,7,9
6/25/2024,CHC,SF,o8-110,u8-105,0.91,0.09,15383,CHC,SF,112,-122,0.37,0.63,8,Under,K. Hendricks,R. Rodriguez,1,5
6/26/2024,SEA,TB,o7+100,u7-105,0.91,0.09,19220,SEA,TB,100,-106,0.47,0.53,7,Push,G. Kirby,R. Pepiot,5,2
6/26/2024,PHI,DET,o9-105,u9-115,0.49,0.51,23037,PHI,DET,-165,148,0.81,0.19,9,Under,S. Turnbull,T. Holton,6,2
6/26/2024,PIT,CIN,o9.5-108,u9.5-110,0.84,0.16,15030,PIT,CIN,118,-135,0.29,0.71,9.5,Under,L. Ortiz2,G. Ashcraft,6,1
6/26/2024,ATL,STL,o8-104,u7.5-103,0.86,0.14,18023,ATL,STL,-122,112,0.76,0.24,7.5,Over,R. Lopez,K. Gibson,6,2
6/26/2024,TEX,MIL,o8.5-105,u8.5-110,0.74,0.26,16009,TEX,MIL,150,100,0.31,0.69,8.5,Over,N. Eovaldi,D. Keuchel,5,7
6/26/2024,MIA,KC,o9+105,u8.5+100,0.75,0.25,15474,MIA,KC,180,-205,0.14,0.86,9,Under,V. Bellozo,B. Singer,1,5
6/26/2024,COL,HOU,o8.5+105,u8-102,0.91,0.09,21154,COL,HOU,166,-185,0.06,0.94,8,Push,R. Feltner,S. Arrighetti,1,7
6/26/2024,OAK,LAA,o9-105,u9-108,0.87,0.13,12904,OAK,LAA,120,-135,0.17,0.83,9,Under,J. Estes,R. Contreras,2,5
6/26/2024,WAS,SD,o7.5+102,u7.5-120,0.98,0.02,19851,WAS,SD,163,-185,0.15,0.85,7.5,Over,D. Herz,D. Cease,5,8
6/26/2024,CLE,BAL,o9+115,u8.5-102,0.88,0.12,40212,CLE,BAL,205,-225,0.21,0.79,8.5,Under,C. Carrasco,G. Rodriguez,2,4
6/26/2024,NYY,NYM,o8.5+100,u8.5-110,0.92,0.08,42146,NYY,NYM,-124,115,0.75,0.25,8.5,Over,L. Gil,S. Manaea,2,12
6/26/2024,ATL,STL,o8.5-115,u8.5+105,0.97,0.03,12596,ATL,STL,-115,102,0.71,0.29,7.5,Over,R. Lopez,K. Gibson,6,2
6/26/2024,LAD,CHW,o8.5+100,u8-102,0.82,0.18,32119,LAD,CHW,-170,155,0.9,0.1,8,Under,G. Stone,E. Fedde,4,0
6/26/2024,MIN,AZ,o9-108,u9-105,0.91,0.09,27990,MIN,AZ,-122,115,0.64,0.36,9,Over,S. Woods-Richardson,R. Nelson,8,3
6/26/2024,CHC,SF,o8+100,u7.5+100,0.98,0.02,15999,CHC,SF,-102,-110,0.22,0.78,8,Under,H. Wesneski,H. Birdsong,3,4
6/27/2024,MIN,AZ,o9+100,u8.5+105,0.97,0.03,26056,MIN,AZ,-110,100,0.44,0.56,8.5,Over,D. Festa,J. Montgomery,13,6
6/27/2024,CHC,SF,o8-108,u7.5-105,0.98,0.02,32448,CHC,SF,-110,-104,0.41,0.59,7.5,Over,S. Imanaga,J. Hicks,5,3
6/27/2024,ATL,CHW,o8+100,u7.5-105,0.98,0.02,24344,ATL,CHW,-280,280,0.93,0.07,7.5,Under,C. Sale,C. Kuhl,0,1
6/27/2024,MIA,PHI,o8-105,u8-108,0.99,0.01,42141,MIA,PHI,260,-298,0.06,0.94,8,Over,Tr. Rogers,Z. Wheeler,7,4
6/27/2024,TEX,BAL,o7.5-110,u7.5+100,0.99,0.01,32392,TEX,BAL,185,-198,0.11,0.89,7.5,Over,Jon. Gray,C. Burnes,2,11
6/27/2024,NYY,TOR,o9+100,u8.5+105,0.97,0.03,36648,NYY,TOR,-130,115,0.77,0.23,8.5,Over,C. Rodon,J. Berrios,2,9
6/27/2024,CIN,STL,o8+100,u7.5+100,0.97,0.03,28580,CIN,STL,128,-135,0.17,0.83,8,Over,A. Abbott,M. Mikolas,11,4
6/27/2024,CLE,KC,o9-103,u8.5+100,0.95,0.05,36532,CLE,KC,-110,100,0.67,0.33,9,Under,E. Lively,M. Wacha,1,2
6/27/2024,DET,LAA,o8.5-102,u8.5-110,0.94,0.06,27323,DET,LAA,-148,136,0.72,0.28,8.5,Under,J. Flaherty,D. Daniel,0,5
6/28/2024,MIA,PHI,o8.5+100,u8-105,0.92,0.08,25798,MIA,PHI,190,-220,0.09,0.91,8,Under,K. Tyler,C. Sanchez,0,2
6/28/2024,WAS,TB,o7.5-105,u7.5-108,0.99,0.01,25137,WAS,TB,162,-174,0.15,0.85,7.5,Under,M. Parker,Z. Eflin,1,3
6/28/2024,TEX,BAL,o8.5+105,u8-102,0.95,0.05,29575,TEX,BAL,100,-115,0.18,0.82,8.5,Under,M. Scherzer,A. Suarez,1,2
6/28/2024,NYY,TOR,o8.5+100,u8-102,0.95,0.05,31655,NYY,TOR,-105,-103,0.54,0.46,8.5,Over,M. Stroman,Y. Kikuchi,16,5
6/28/2024,HOU,NYM,o8.5-104,u8+100,0.95,0.05,26838,HOU,NYM,-104,-107,0.44,0.56,8,Over,R. Blanco,J. Quintana,2,7
6/28/2024,SD,BOS,o9.5+100,u9.5-115,0.85,0.15,25278,SD,BOS,136,-150,0.15,0.85,9.5,Over,R. Vasquez,N. Pivetta,9,2
6/28/2024,COL,CHW,o8.5-115,u8.5+102,0.87,0.13,16165,COL,CHW,125,-127,0.24,0.76,8.5,Under,Dak. Hudson,D. Thorpe,3,5
6/28/2024,PIT,ATL,o9-105,u9-105,0.95,0.05,25909,PIT,ATL,196,-200,0.12,0.88,9,Under,M. Perez,C. Morton,1,6
6/28/2024,CLE,KC,o9.5-108,u9.5-105,0.5,0.5,26571,CLE,KC,-105,-105,0.55,0.45,9.5,Over,T. McKenzie,A. Marsh,3,10
6/28/2024,CHC,MIL,o8.5-110,u8.5-105,0.95,0.05,27308,CHC,MIL,115,-125,0.13,0.87,8.5,Under,J. Taillon,C. Rea,2,4
6/28/2024,CIN,STL,o8.5-115,u8.5+100,0.98,0.02,15166,CIN,STL,110,-126,0.24,0.76,8.5,Under,F. Montas,A. Pallante,0,1
6/28/2024,DET,LAA,o9.5+100,u9+110,0.73,0.27,15090,DET,LAA,-120,110,0.5,0.5,9.5,Under,K. Maeda,Z. Plesac,2,5
6/28/2024,OAK,AZ,o9-110,u9-105,0.72,0.28,22855,OAK,AZ,163,-174,0.07,0.93,9,Over,J. Sears,S. Cecconi,9,4
6/28/2024,MIN,SEA,o7-110,u7-105,0.98,0.02,24228,MIN,SEA,112,-125,0.26,0.74,7,Under,B. Ober,L. Gilbert,2,3
6/28/2024,LAD,SF,o7.5+100,u7.5-114,0.97,0.03,32750,LAD,SF,115,-124,0.6,0.4,7.5,Over,L. Knack,L. Webb,3,5
6/29/2024,COL,CHW,o9+100,u8.5-107,0.96,0.04,17998,COL,CHW,110,-112,0.25,0.75,9,Over,C. Quantrill,J. Cannon,3,11
6/29/2024,CIN,STL,o8.5-103,u8-104,0.73,0.27,23562,CIN,STL,185,-190,0.12,0.88,8,Over,C. Spiers,S. Gray,9,4
6/29/2024,NYY,TOR,o8.5+100,u8-103,0.94,0.06,23592,NYY,TOR,-124,120,0.77,0.23,8,Over,N. Cortes Jr.,C. Bassitt,3,9
6/29/2024,MIA,PHI,o9+102,u8.5+100,0.96,0.04,25728,MIA,PHI,220,-250,0.07,0.93,9,Under,R. Munoz,A. Nola,3,2
6/29/2024,OAK,AZ,o8.5-102,u8.5-112,0.95,0.05,19018,OAK,AZ,175,-190,0.1,0.9,8.5,Under,H. Harris,Z. Gallen,0,3
6/29/2024,WAS,TB,o7.5-108,u7.5-110,0.96,0.04,16691,WAS,TB,120,-135,0.15,0.85,7.5,Over,J. Irvin,A. Civale,8,1
6/29/2024,HOU,NYM,o9+100,u8.5+110,0.92,0.08,22057,HOU,NYM,110,-117,0.43,0.57,9,Over,F. Valdez,Ty. Megill,9,6
6/29/2024,CLE,KC,o7.5+105,u7.5-120,0.94,0.06,24067,CLE,KC,-115,105,0.35,0.65,7,Over,T. Bibee,C. Ragans,7,2
6/29/2024,CHC,MIL,o8+105,u7.5+100,0.9,0.1,20886,CHC,MIL,105,-115,0.18,0.82,8,Push,J. Steele,T. Myers,5,3
6/29/2024,PIT,ATL,o7.5+110,u7.5-115,0.85,0.15,29979,PIT,ATL,125,-140,0.1,0.9,7.5,Under,P. Skenes,M. Fried,1,2
6/29/2024,SD,BOS,o8.5-110,u8.5-105,0.92,0.08,21764,SD,BOS,120,-135,0.24,0.76,8.5,Over,M. King,T. Houck,11,1
6/29/2024,LAD,SF,o7.5+102,u7+102,0.93,0.07,29433,LAD,SF,-190,180,0.86,0.14,7,Over,T. Glasnow,E. Miller,14,7
6/29/2024,TEX,BAL,o9.5+102,u9+100,0.66,0.34,23799,TEX,BAL,145,-164,0.11,0.89,9.5,Over,M. Lorenzen,C. Povich,5,6
6/29/2024,DET,LAA,o8-102,u8-107,0.84,0.16,19270,DET,LAA,-118,106,0.56,0.44,8,Over,R. Olson,G. Canning,5,6
6/29/2024,MIN,SEA,o7+100,u7-113,0.86,0.14,26525,MIN,SEA,-110,107,0.58,0.42,7,Under,P. Lopez,Br. Miller,5,1
6/30/2024,PIT,ATL,o9-105,u9-105,0.49,0.51,15762,PIT,ATL,170,-190,0.09,0.91,9,Under,B. Falter,S. Schwellenbach,4,2
6/30/2024,SD,BOS,o10-110,u10-105,0.83,0.17,20109,SD,BOS,-104,-105,0.35,0.65,10,Under,M. Waldron,J. Winckowski,1,4
6/30/2024,MIA,PHI,o8.5+102,u8+100,0.53,0.47,22613,MIA,PHI,220,-258,0.07,0.93,8.5,Over,Y. Chirinos,R. Suarez,6,7
6/30/2024,NYY,TOR,o8+100,u8-105,0.98,0.02,22981,NYY,TOR,-110,107,0.62,0.38,8,Over,G. Cole,K. Gausman,8,1
6/30/2024,WAS,TB,o8-105,u8-109,0.98,0.02,16751,WAS,TB,165,-185,0.15,0.85,8,Under,P. Corbin,T. Bradley,0,5
6/30/2024,HOU,NYM,o9-102,u9-113,0.97,0.03,16948,HOU,NYM,110,-124,0.22,0.78,9,Over,S. Dubin,L. Severino,10,5
6/30/2024,COL,CHW,o7-105,u7+100,0.94,0.06,15958,COL,CHW,192,-205,0.13,0.87,7,Over,K. Freeland,G. Crochet,5,4
6/30/2024,CLE,KC,o8.5-105,u8.5-110,0.96,0.04,17165,CLE,KC,114,-130,0.31,0.69,8.5,Under,L. Allen,S. Lugo,2,6
6/30/2024,CHC,MIL,o7.5-105,u7.5-105,0.93,0.07,20068,CHC,MIL,165,-195,0.12,0.88,7.5,Over,K. Hendricks,F. Peralta,1,7
6/30/2024,CIN,STL,o7.5-110,u7.5-106,0.99,0.01,16837,CIN,STL,105,-104,0.36,0.64,7.5,Under,H. Greene,L. Lynn,0,2
6/30/2024,LAD,SF,o8.5-110,u8.5-104,0.98,0.02,16696,LAD,SF,-115,105,0.78,0.22,8.5,Over,J. Paxton,S. Bivens,4,10
6/30/2024,DET,LAA,o9+102,u8.5+100,0.89,0.11,15494,DET,LAA,-104,-105,0.34,0.66,9,Over,C. Mize,T. Anderson,7,6
6/30/2024,MIN,SEA,o7+105,u6.5+105,0.95,0.05,17125,MIN,SEA,-104,-104,0.55,0.45,6.5,Over,J. Ryan,L. Castillo,5,3
6/30/2024,OAK,AZ,o8.5-110,u8.5-109,0.71,0.29,13515,OAK,AZ,175,-198,0.1,0.9,8.5,Under,L. Medina,B. Pfaadt,1,5
6/30/2024,TEX,BAL,o9+100,u9-106,0.85,0.15,39935,TEX,BAL,150,-160,0.12,0.88,9,Over,A. Heaney,C. Irvin,11,2
7/1/2024,HOU,TOR,o8.5+110,u8-103,0.94,0.06,34952,HOU,TOR,-130,115,0.77,0.23,8,Under,H. Brown,Ye. Rodriguez,3,1
7/1/2024,NYM,WAS,o8.5+100,u8-105,0.92,0.08,46771,NYM,WAS,-115,110,0.69,0.31,8.5,Over,D. Peterson,M. Gore,9,7
7/1/2024,MIL,COL,o11.5-105,u11+100,0.55,0.45,40212,MIL,COL,-148,143,0.88,0.12,11.5,Over,R. Zastryzny,A. Gomber,7,8
7/2/2024,CHW,CLE,o9+100,u9-113,0.56,0.44,30100,CHW,CLE,185,-210,0.08,0.92,9,Over,C. Flexen,C. Carrasco,6,7
7/2/2024,STL,PIT,o8-105,u8-105,0.93,0.07,22618,STL,PIT,106,-120,0.22,0.78,8,Over,K. Gibson,M. Keller,7,4
7/2/2024,BOS,MIA,o8.5-106,u8+100,0.63,0.37,21416,BOS,MIA,-160,145,0.83,0.17,8,Over,K. Crawford,V. Bellozo,8,3
7/2/2024,NYM,WAS,o9-105,u9-104,0.76,0.24,24824,NYM,WAS,-142,128,0.77,0.23,9,Push,S. Manaea,D. Herz,7,2
7/2/2024,CIN,NYY,o8.5-110,u8.5-105,0.87,0.13,35679,CIN,NYY,185,-210,0.07,0.93,8.5,Over,G. Ashcraft,L. Gil,5,4
7/2/2024,HOU,TOR,o8.5+100,u8+100,0.74,0.26,21270,HOU,TOR,102,-110,0.43,0.57,8,Over,S. Arrighetti,J. Berrios,6,7
7/2/2024,SF,ATL,o8.5+100,u8-105,0.86,0.14,26904,SF,ATL,175,-195,0.07,0.93,8,Push,H. Birdsong,R. Lopez,5,3
7/2/2024,DET,MIN,o7.5+105,u7.5-114,0.94,0.06,28616,DET,MIN,110,-125,0.2,0.8,7.5,Over,T. Skubal,S. Woods-Richardson,3,5
7/2/2024,SD,TEX,o7.5+102,u7.5-115,0.92,0.08,23012,SD,TEX,-114,100,0.43,0.57,7,Push,D. Cease,N. Eovaldi,0,7
7/2/2024,PHI,CHC,o9.5+100,u9.5-115,0.62,0.38,24476,PHI,CHC,105,-115,0.41,0.59,9.5,Over,M. Mercado,H. Wesneski,6,4
7/2/2024,TB,KC,o9.5+102,u9.5-115,0.79,0.21,25672,TB,KC,102,-115,0.22,0.78,9,Under,Z. Littell,B. Singer,5,1
7/2/2024,MIL,COL,o11.5-105,u11-104,0.86,0.14,24986,MIL,COL,-115,-102,0.74,0.26,11,Under,D. Keuchel,R. Feltner,4,3
7/2/2024,BAL,SEA,o7+100,u7-107,0.95,0.05,30574,BAL,SEA,-108,-107,0.64,0.36,7,Under,G. Rodriguez,G. Kirby,2,0
7/2/2024,LAA,OAK,o8-105,u7.5-102,0.95,0.05,18821,LAA,OAK,-106,-105,0.72,0.28,8,Over,J. Soriano,M. Spence,5,7
7/2/2024,AZ,LAD,o9-105,u9-107,0.97,0.03,25748,AZ,LAD,163,-185,0.05,0.95,9,Over,J. Mantiply,Bo. Miller,5,6
7/3/2024,CHW,CLE,o8.5+100,u8-104,0.95,0.05,22709,CHW,CLE,196,-215,0.1,0.9,8.5,Over,E. Fedde,G. Williams,8,2
7/3/2024,BOS,MIA,o8+100,u7.5+100,0.93,0.07,28091,BOS,MIA,-124,115,0.78,0.22,7.5,Over,B. Bello,Tr. Rogers,7,2
7/3/2024,STL,PIT,o8.5-102,u8-105,0.92,0.08,18180,STL,PIT,110,-122,0.3,0.7,8.5,Over,M. Mikolas,J. Jones,4,5
7/3/2024,NYM,WAS,o9+102,u9-110,0.98,0.02,21961,NYM,WAS,-125,115,0.77,0.23,9,Over,C. Scott,M. Parker,5,7
7/3/2024,CIN,NYY,o9+102,u8.5+105,0.97,0.03,32599,CIN,NYY,162,-184,0.11,0.89,8.5,Under,A. Abbott,C. Rodon,3,2
7/3/2024,HOU,TOR,o8.5+100,u8.5-110,0.94,0.06,36103,HOU,TOR,-115,105,0.53,0.47,8.5,Over,R. Blanco,Y. Kikuchi,9,2
7/3/2024,SF,ATL,o7.5-105,u7.5-104,0.99,0.01,31130,SF,ATL,180,-200,0.13,0.87,7.5,Under,J. Hicks,C. Sale,1,3
7/3/2024,SD,TEX,o9+102,u8.5+104,0.97,0.03,22360,SD,TEX,140,-155,0.19,0.81,9,Over,A. Mazur,Jon. Gray,6,4
7/3/2024,PHI,CHC,o7.5-102,u7.5-107,0.96,0.04,33341,PHI,CHC,-114,100,0.75,0.25,7.5,Over,Z. Wheeler,S. Imanaga,5,3
7/3/2024,DET,MIN,o9+100,u9-109,0.98,0.02,18826,DET,MIN,146,-165,0.11,0.89,8.5,Over,K. Montero,D. Festa,9,2
7/3/2024,TB,KC,o8-105,u8-105,0.85,0.15,18604,TB,KC,-108,-105,0.39,0.61,8,Under,R. Pepiot,M. Wacha,2,4
7/3/2024,MIL,COL,o12-105,u12-105,0.52,0.48,24248,MIL,COL,-165,150,0.84,0.16,12,Under,C. Rea,Dak. Hudson,3,0
7/3/2024,LAA,OAK,o8.5-105,u8.5-110,0.96,0.04,15858,LAA,OAK,-110,-106,0.65,0.35,8.5,Under,D. Daniel,J. Estes,0,5
7/3/2024,BAL,SEA,o7.5+100,u7+100,0.88,0.12,33265,BAL,SEA,134,-130,0.42,0.58,7.5,Under,D. Kremer,L. Gilbert,4,1
7/3/2024,AZ,LAD,o9-102,u9-110,0.97,0.03,25243,AZ,LAD,180,-200,0.06,0.94,9,Over,C. Mena,G. Stone,12,4
7/4/2024,NYM,WAS,o9.5-104,u9+100,0.9,0.1,18432,NYM,WAS,-110,-104,0.66,0.34,9,Under,J. Quintana,J. Irvin,0,1
7/4/2024,STL,PIT,o9-105,u9-105,0.91,0.09,20452,STL,PIT,-110,-105,0.58,0.42,9,Under,A. Pallante,M. Perez,3,2
7/4/2024,CIN,NYY,o9.5+100,u9.5-115,0.88,0.12,28934,CIN,NYY,162,-175,0.16,0.84,9.5,Over,F. Montas,M. Stroman,8,4
7/4/2024,HOU,TOR,o8.5+100,u8+100,0.94,0.06,23850,HOU,TOR,-110,-104,0.6,0.4,8.5,Under,F. Valdez,C. Bassitt,5,3
7/4/2024,CHW,CLE,o8.5+100,u8.5-104,0.94,0.06,18382,CHW,CLE,205,-225,0.13,0.87,8.5,Over,J. Shuster,E. Lively,4,8
7/4/2024,BOS,MIA,o8-110,u8+105,0.94,0.06,17044,BOS,MIA,-155,450,0.81,0.19,8,Over,N. Pivetta,K. Tyler,6,5
7/4/2024,DET,MIN,o8+100,u7.5-105,0.96,0.04,17867,DET,MIN,158,-180,0.18,0.82,8,Over,K. Maeda,B. Ober,3,12
7/4/2024,PHI,CHC,o8-105,u7.5+105,0.98,0.02,25960,PHI,CHC,-124,114,0.8,0.2,7.5,Over,C. Sanchez,J. Taillon,2,10
7/4/2024,SD,TEX,o7.5+105,u7+102,0.98,0.02,22911,SD,TEX,100,-110,0.26,0.74,7.5,Under,M. King,M. Scherzer,3,1
7/4/2024,LAA,OAK,o9+100,u8.5+100,0.93,0.07,15136,LAA,OAK,100,-110,0.31,0.69,9,Under,R. Contreras,J. Sears,0,5
7/4/2024,BAL,SEA,o7+100,u7-112,0.85,0.15,32932,BAL,SEA,-148,130,0.8,0.2,7,Over,C. Burnes,Br. Miller,3,7
7/4/2024,SF,ATL,o8+100,u7.5-105,0.94,0.06,35487,SF,ATL,115,-125,0.21,0.79,8,Under,L. Webb,C. Morton,4,2
7/4/2024,MIL,COL,o11+100,u10.5+100,0.52,0.48,30559,MIL,COL,-135,120,0.8,0.2,11,Under,T. Myers,C. Quantrill,3,4
7/4/2024,TB,KC,o8.5-115,u8.5+102,0.84,0.16,27308,TB,KC,-105,100,0.57,0.43,8.5,Over,Z. Eflin,A. Marsh,10,8
7/4/2024,AZ,LAD,o8.5+100,u8.5-114,0.91,0.09,29120,AZ,LAD,102,-112,0.18,0.82,8.5,Over,Z. Gallen,L. Knack,9,3
7/5/2024,LAA,CHC,o9.5-105,u9.5-109,0.46,0.54,23526,LAA,CHC,170,-184,0.12,0.88,9.5,Under,G. Canning,J. Steele,1,5
7/5/2024,NYM,PIT,o8-102,u7.5+105,0.95,0.05,31367,NYM,PIT,120,-139,0.31,0.69,8,Over,L. Severino,P. Skenes,2,14
7/5/2024,STL,WAS,o9+100,u8.5+104,0.79,0.21,27929,STL,WAS,-155,140,0.76,0.24,9,Over,S. Gray,P. Corbin,7,6
7/5/2024,BOS,NYY,o8.5-103,u8-105,0.92,0.08,33053,BOS,NYY,125,-140,0.24,0.76,8,Push,T. Houck,N. Cortes Jr.,5,3
7/5/2024,CHW,MIA,o8-103,u7.5+100,0.77,0.23,15590,CHW,MIA,120,-137,0.26,0.74,8,Under,D. Thorpe,B. Hoeing,3,2
7/5/2024,SF,CLE,o8+100,u7.5+100,0.73,0.27,16822,SF,CLE,165,-184,0.17,0.83,7.5,Under,E. Miller,T. Bibee,4,2
7/5/2024,DET,CIN,o9+102,u8.5+100,0.65,0.35,24324,DET,CIN,114,-125,0.23,0.77,9,Push,R. Olson,C. Spiers,5,4
7/5/2024,PHI,ATL,o7.5+100,u7.5-110,0.93,0.07,24521,PHI,ATL,122,-135,0.25,0.75,7.5,Over,A. Nola,M. Fried,8,6
7/5/2024,TB,TEX,o8.5-105,u8.5-108,0.73,0.27,18104,TB,TEX,-110,-105,0.36,0.64,8.5,Under,S. Baz,M. Lorenzen,0,3
7/5/2024,HOU,MIN,o8+100,u8-105,0.91,0.09,18912,HOU,MIN,130,-145,0.23,0.77,8,Over,S. Dubin,P. Lopez,13,12
7/5/2024,KC,COL,o10.5+100,u10-105,0.5,0.5,21103,KC,COL,-180,160,0.8,0.2,10.5,Under,C. Ragans,K. Freeland,2,4
7/5/2024,BAL,OAK,o8.5-110,u8.5+100,0.71,0.29,28151,BAL,OAK,-165,148,0.87,0.13,8.5,Under,A. Suarez,H. Harris,3,2
7/5/2024,AZ,SD,o8.5+100,u8-102,0.92,0.08,22037,AZ,SD,-115,100,0.39,0.61,8.5,Over,S. Cecconi,R. Vasquez,8,10
7/5/2024,TOR,SEA,o7.5+102,u7+102,0.79,0.21,23930,TOR,SEA,120,-135,0.2,0.8,7.5,Under,K. Gausman,L. Castillo,1,2
7/5/2024,MIL,LAD,o7.5-110,u7.5+100,0.95,0.05,27384,MIL,LAD,185,-200,0.1,0.9,7.5,Over,A. Civale,T. Glasnow,5,8
7/6/2024,BOS,NYY,o9+100,u8.5+100,0.88,0.12,25647,BOS,NYY,155,-170,0.2,0.8,8.5,Over,J. Winckowski,G. Cole,4,14
7/6/2024,HOU,MIN,o7.5-110,u7.5-107,0.97,0.03,22214,HOU,MIN,120,-132,0.32,0.68,7.5,Over,H. Brown,J. Ryan,3,9
7/6/2024,LAA,CHC,o8.5+100,u8-102,0.83,0.17,17352,LAA,CHC,130,-146,0.18,0.82,8,Under,T. Anderson,K. Hendricks,7,0
7/6/2024,TB,TEX,o8+105,u7.5-102,0.91,0.09,20730,TB,TEX,390,-109,0.36,0.64,7.5,Under,T. Bradley,A. Heaney,3,4
7/6/2024,NYM,PIT,o9.5+100,u9.5-110,0.84,0.16,22168,NYM,PIT,-132,115,0.61,0.39,9.5,Under,D. Peterson,B. Falter,5,2
7/6/2024,STL,WAS,o9-104,u8.5+100,0.93,0.07,20129,STL,WAS,115,-122,0.29,0.71,8.5,Over,L. Lynn,M. Gore,6,14
