Team,Season,League,#.x,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,#.y,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,MOV,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,ln1divwmin1
Michigan,2014,Big Ten Conference,3,37,40.3,25.5,53.6,0.48,8.6,21.5,0.4,14.2,18.7,0.76,9.3,14.2,8.3,21.7,29.9,14.2,5.2,2.4,73.9,5,0.6,0.56,164.1,28.4,69.7,49.7,55.6,13.1,8.2,6.3,1.4,56.2,116.6,102.7,14,2345.6,63,12,7,0,0,0,0,0,0,107,8.9,1,1.56,1.5,0.6,0.27,28,9,0.76,-1.14
Michigan State,2014,Big Ten Conference,2,38,40.4,26.9,56.8,0.48,8.1,20.6,0.39,13.6,19.2,0.71,11.6,18.9,10.2,25.5,35.7,16.8,6.8,4.6,75.5,2,0.58,0.55,157.4,32.3,73.6,53.9,62.2,15,10.1,13.4,1.3,61.6,112.4,97.5,14.8,2554.3,66.6,1,21,0,1,0,0,5,1,101,10,3,1.62,1.5,0.6,0.24,29,9,0.76,-1.17
Minnesota,2014,Big Ten Conference,7,38,40.7,24.2,54,0.45,7.2,20.3,0.35,15.8,21.4,0.74,11.7,19.1,9.2,22.4,31.6,13.9,7.6,4.1,71.4,7,0.56,0.51,153.7,29.4,69.6,49.9,57.5,15.6,11.5,11.8,1.3,52.4,107.4,101.8,5.6,2528.2,65.5,6,11,1,0,0,0,1,5,95,3.7,1,1.58,1.2,0.7,0.29,25,13,0.66,-0.66
Nebraska,2014,Big Ten Conference,10,32,40,22.5,52.6,0.43,5.9,17.6,0.33,16,22.3,0.72,11.2,20.6,8.2,23.5,31.7,9.5,6.9,3.1,66.8,9,0.54,0.48,147.7,25,71.7,48.4,42.3,15.2,10.5,9.3,1.3,42.9,101.1,98.6,2.5,2114.5,66.1,10,9,0,0,0,0,0,0,90,1.6,3,1.42,0.9,0.6,0.3,19,13,0.59,-0.38
Northwestern,2014,Big Ten Conference,12,33,40.3,20.2,50.8,0.4,6.6,21.4,0.31,12.6,18.1,0.7,10.9,18.4,7.1,24.3,31.4,11,4.3,3.6,59.5,12,0.51,0.46,140.3,21.7,69.7,46.5,54.7,15.7,6.7,9.6,1.2,38.4,93.7,99.7,-6.1,2097.1,63.1,8,9,0,0,0,0,1,2,93,-3.8,3,1.55,1,0.4,0.25,14,19,0.42,0.3
Ohio State,2014,Big Ten Conference,9,35,40.3,24.1,53.6,0.45,5.7,17.6,0.32,15.6,22.7,0.69,11.2,16.5,9.4,23.5,32.9,12,7.7,4.5,69.5,4,0.55,0.5,146.2,29,71.7,50.5,49.9,15,11.6,12.2,1.3,52.2,105,90.3,14.7,2316.4,65.7,3,15,0,0,0,0,6,2,99,9.7,8,1.5,1.1,0.7,0.29,25,10,0.71,-0.92
Penn State,2014,Big Ten Conference,8,34,40.4,24.1,56.3,0.43,6.2,19.4,0.32,16.4,22.2,0.74,10.6,20.9,9.9,24.1,34,11.3,4.5,4.7,70.9,10,0.54,0.48,148.9,29.5,71.7,50.6,46.8,13.9,6.6,13.5,1.3,47.1,104.5,103.6,0.9,2304.6,67,5,12,0,0,0,0,0,5,93,0.6,6,1.47,1.1,0.4,0.29,16,18,0.47,0.11
Purdue,2014,Big Ten Conference,6,32,40.9,25.7,60.2,0.43,5.5,16.8,0.33,15.4,22.9,0.67,12.3,20.7,13.2,24.7,37.9,13.1,5.6,5.2,72.2,11,0.51,0.47,142.5,35.6,70.5,52.6,51,14.9,8,13.8,1.2,50.3,102.9,102,0.8,2247.4,68.6,4,13,2,0,0,0,0,6,109,0.6,2,1.51,1.1,0.5,0.26,15,17,0.47,0.12
Wisconsin,2014,Big Ten Conference,4,38,40.1,24.4,53.1,0.46,7.8,20.8,0.38,16.9,22.7,0.75,8.1,15.1,8.3,23.8,32.2,12.3,4.8,3.3,73.5,3,0.58,0.53,158.2,27.3,73.5,51.1,50.5,11.4,7.4,8,1.4,56,114.7,99.9,14.8,2435.2,63.9,9,9,0,1,0,0,1,1,103,9.5,0,1.51,1.5,0.6,0.32,30,8,0.79,-1.32
Illinois,2015,Big Ten Conference,8,33,40.3,23.8,57.7,0.41,7.2,20.3,0.36,14.3,18,0.79,9.9,17.5,9.8,23.2,33.1,11.8,6.3,3.2,69.1,8,0.52,0.48,156.3,29.1,73.2,50.5,49.5,13.1,9.5,9.2,1.2,48.6,104.3,96,8.3,2187.1,65.8,10,7,0,0,0,0,2,2,114,5.5,4,1.5,1.2,0.6,0.25,19,14,0.58,-0.31
Indiana,2015,Big Ten Conference,1,34,40.1,27.1,58.5,0.46,9.4,23.1,0.41,13.8,19.1,0.72,11.5,17.8,11.1,23.3,34.4,13.9,5,3.2,77.4,7,0.58,0.54,158.9,34,68.9,51.8,51.2,14.6,7.4,7.8,1.3,56.5,114.1,105.7,8.5,2306.7,67.6,9,8,0,0,0,0,0,1,116,5.7,0,1.51,1.2,0.4,0.24,20,14,0.59,-0.36
Iowa,2015,Big Ten Conference,7,34,40.3,24.1,56,0.43,5.6,16.9,0.33,15.8,21.3,0.74,11.1,15.8,11.7,24.7,36.4,14.2,6.4,4.6,69.8,4,0.53,0.48,150.8,35.1,70.9,53.4,58.7,14.3,9.7,13.1,1.2,55.9,106.3,95,11.3,2231.6,65.2,4,14,0,0,0,0,2,4,90,7.4,3,1.59,1.3,0.6,0.28,22,12,0.65,-0.61
Maryland,2015,Big Ten Conference,9,35,40.3,22.3,50.8,0.44,7.4,19.6,0.38,17.1,22.6,0.76,12.3,16.7,8.5,25.3,33.7,10.7,4.8,4.3,69.1,6,0.56,0.51,157.1,28.1,69.9,50.9,48.1,16.7,7.3,11.9,1.4,48.8,105.2,96.6,8.7,2296.5,65.1,8,8,0,0,0,0,0,0,95,5.7,1,1.48,0.9,0.4,0.34,28,7,0.8,-1.39
Michigan,2015,Big Ten Conference,11,32,41,22.9,53.9,0.43,7.8,21.8,0.36,11,14.6,0.75,9.6,14.2,7.6,21.5,29.1,11.9,5.4,1.8,64.7,10,0.54,0.5,153.9,24.2,69.8,46.8,52,13.7,8.7,5.2,1.2,44,103.3,102,1.2,2005.6,61.2,13,4,0,0,0,0,0,0,92,0.8,0,1.52,1.2,0.6,0.21,16,16,0.5,0
Michigan State,2015,Big Ten Conference,5,39,41.2,26,55.9,0.47,7.5,19.6,0.39,11.6,18.3,0.63,11.3,18.9,10.5,25.4,35.8,16.6,5.2,4.5,71.1,3,0.56,0.53,148.2,32.3,73.7,53.6,63.7,15,7.9,12.6,1.3,55.7,108.6,97.2,11.4,2553.8,63.6,2,18,1,0,0,0,0,1,90,7.5,1,1.64,1.5,0.5,0.21,27,12,0.69,-0.81
Minnesota,2015,Big Ten Conference,3,33,40.3,27,58.3,0.46,7.4,19.3,0.38,12.9,19.2,0.67,12.2,18.1,9.6,21.8,31.4,15.7,9.5,3.3,74.2,5,0.56,0.53,151.5,28.8,67.3,47.7,58.3,15.4,13.7,9.7,1.3,56.1,106.6,97.2,9.4,2297.5,69.1,3,14,0,0,0,0,9,1,109,6.5,4,1.58,1.3,0.8,0.22,18,15,0.55,-0.18
Nebraska,2015,Big Ten Conference,13,31,40.7,21.4,52,0.41,5.2,18.3,0.28,13.4,19,0.71,12.5,18.7,8.7,23.2,31.9,10.2,6.2,2.9,61.5,13,0.51,0.46,140.4,26.5,71,48.7,47.4,17.1,9.4,9,1.2,38.2,93.9,96.5,-2.6,2028.1,64.4,12,7,0,0,0,0,0,0,82,-1.7,7,1.47,0.8,0.5,0.26,13,18,0.42,0.32
Northwestern,2015,Big Ten Conference,12,32,40.8,22.7,52.2,0.44,7.1,19.8,0.36,10.9,14.9,0.73,11.2,17.9,7.8,23.5,31.3,14.4,3.7,3.9,63.5,12,0.54,0.5,152.6,26.2,69.8,49.3,63.3,16,5.9,11.3,1.2,45.1,101.7,103.4,-1.8,1997.4,61.2,6,9,1,0,0,0,0,1,101,-1.1,0,1.63,1.3,0.3,0.21,15,17,0.47,0.12
Ohio State,2015,Big Ten Conference,2,35,40.3,27.5,57,0.48,6.7,18.2,0.37,13.5,19.8,0.68,11.3,16.1,10.5,23.7,34.1,15.3,7.6,5.1,75.3,2,0.57,0.54,153.3,32.9,69,51.6,55.4,14.7,11.3,14.6,1.3,61.5,112.1,93.7,18.4,2351,66.7,7,8,1,0,0,0,3,2,106,12.4,2,1.55,1.3,0.7,0.24,24,11,0.69,-0.78
Penn State,2015,Big Ten Conference,10,34,40.6,23.4,55.7,0.42,6.7,20,0.33,13.4,19.3,0.7,12.2,20.3,9.7,24.3,34,9.9,6.1,4.1,66.9,11,0.52,0.48,144.9,28.7,69.7,49.6,42.3,15.9,9,11,1.2,42.8,99.2,98.2,1,2292.1,66.4,14,3,0,0,0,0,1,2,97,0.7,2,1.42,0.8,0.5,0.24,18,16,0.53,-0.12
Purdue,2015,Big Ten Conference,6,34,40.4,24.3,54.1,0.45,5.7,17.6,0.33,15.4,22.6,0.68,13.1,18.9,11.3,24.2,35.4,14.9,5.4,5.2,69.8,9,0.54,0.5,145.9,36.1,70.5,54.1,61.1,16.8,8.2,13.6,1.3,52.6,104.9,97,7.9,2262.7,65.8,5,11,2,0,0,0,0,5,92,5.2,2,1.61,1.1,0.4,0.29,21,13,0.62,-0.48
Rutgers,2015,Big Ten Conference,14,32,40,21.5,54.7,0.39,4.8,16.1,0.3,11.6,17.8,0.65,13,16.6,10.6,22.8,33.4,10.7,5.6,3.7,59.3,14,0.47,0.44,134,29.8,68.8,48.6,49.9,17.2,8.5,10.7,1.1,37.9,90.5,102.6,-12,2096.3,65.5,11,7,0,0,0,0,2,1,85,-7.9,3,1.5,0.8,0.4,0.21,10,22,0.31,0.79
Wisconsin,2015,Big Ten Conference,4,40,40.2,25.4,52.9,0.48,7.2,19.8,0.37,14.6,19.1,0.76,7.4,12.6,9.1,23,32.1,12.6,4.3,3.2,72.5,1,0.59,0.55,160.7,31.4,77.2,54.7,49.7,10.7,7.2,8.2,1.4,58.1,120,96.3,23.7,2416.1,60,1,19,2,0,0,0,0,2,93,14.3,1,1.5,1.7,0.6,0.28,36,4,0.9,-2.2
Illinois,2016,Big Ten Conference,8,34,41,25.3,58.6,0.43,8.1,22.5,0.36,13.3,17.9,0.75,10.5,17.2,7.1,23.4,30.4,13.6,5.9,1.9,72.1,11,0.54,0.5,154.1,20.5,72.6,45.7,53.7,13.5,8.2,5.2,1.2,47.1,101.7,105.5,-3.7,2410,69.1,8,12,0,0,0,0,0,0,110,-2.6,1,1.54,1.3,0.6,0.23,15,19,0.44,0.23
Indiana,2016,Big Ten Conference,1,35,40.1,29.2,58.1,0.5,9.9,23.7,0.42,14.4,19.7,0.73,13.6,18.5,11.3,24.5,35.8,16,6.8,3.9,82.6,3,0.61,0.59,164.9,36.8,71.8,55.2,54.8,16.7,9.8,9.8,1.4,65,118.3,100.1,18.2,2443.7,69.6,11,8,1,0,0,0,1,1,112,12.7,2,1.55,1.2,0.5,0.25,27,8,0.77,-1.22
Iowa,2016,Big Ten Conference,4,33,40.3,27.5,61.4,0.45,8.2,21.8,0.37,14.5,20.3,0.72,10.3,16.3,10.9,25.8,36.7,15.8,6.8,4.7,77.6,5,0.55,0.51,153.9,30.6,69.4,50.4,57.7,12.6,9.6,12.4,1.3,62.6,110.4,98.6,11.8,2320.3,69.8,4,19,1,0,0,0,0,8,103,8.3,1,1.58,1.5,0.7,0.24,22,11,0.67,-0.7
Maryland,2016,Big Ten Conference,5,36,40.2,26.2,53.9,0.49,7.4,20.5,0.36,15.9,20.7,0.77,12.8,16.8,8.5,25.8,34.3,13.6,5.8,5.4,75.7,4,0.59,0.55,161.5,28.7,71.2,52.2,52.1,16.7,8.5,13.9,1.4,58.8,111.3,98,13.3,2448.4,67.8,9,11,1,0,0,0,0,3,100,9,3,1.52,1.1,0.5,0.3,27,9,0.75,-1.1
Michigan,2016,Big Ten Conference,6,36,40.1,26.3,56.9,0.46,9.5,25,0.38,11.7,15.8,0.74,9.6,15.5,7.6,23.4,31,14.9,5.6,2.2,73.8,6,0.57,0.55,158,24.3,74.1,49.2,56.7,13,8.5,6.4,1.3,55.6,111.2,101.6,9.6,2389,66.1,10,10,2,0,0,0,1,1,105,6.4,0,1.57,1.5,0.6,0.21,23,13,0.64,-0.57
Michigan State,2016,Big Ten Conference,2,35,40.3,28.8,59.4,0.49,9.2,21.1,0.43,13,17.8,0.73,11.9,19.2,11.7,28.8,40.5,20.5,4.5,5.1,79.8,1,0.59,0.56,164.9,36.5,76.9,58.3,71.3,14.9,6.5,12.9,1.3,70,117.2,94.2,23,2382.8,67.6,1,25,3,0,0,0,0,3,99,15.7,4,1.71,1.7,0.4,0.22,29,6,0.83,-1.58
Minnesota,2016,Big Ten Conference,11,31,40.5,23.4,57.6,0.41,6.2,19.9,0.31,15.1,21.4,0.71,11.5,18.2,9.2,24,33.1,12.2,5.5,3.6,68,13,0.5,0.46,142.4,25.4,72.2,47.8,52.3,14.5,7.8,9.5,1.2,44.2,97,105.6,-8.6,2172.8,69.3,6,13,0,0,0,0,0,0,93,-6,0,1.52,1.1,0.5,0.26,8,23,0.26,1.05
Nebraska,2016,Big Ten Conference,7,34,40.3,26,58.1,0.45,6.5,18.6,0.35,13.8,18.9,0.73,11.8,19.3,10.3,23.6,33.9,11.7,7.4,3.3,72.2,9,0.54,0.5,152.4,30.5,72.6,51.2,45,14.9,10.8,9.3,1.2,50.1,105.7,100.9,4.8,2324.2,67.9,13,6,0,0,0,0,1,0,97,3.3,1,1.45,1,0.6,0.24,16,18,0.47,0.11
Northwestern,2016,Big Ten Conference,9,32,40.8,26.2,58.1,0.45,8.7,24.2,0.36,11,16.5,0.67,10.3,18.9,10,24.8,34.7,16.5,3.9,3.8,72,7,0.55,0.53,147.5,29.7,72.5,51.3,63,13.5,5.8,10.7,1.2,54,108.4,99.3,9.1,2124.8,65.1,14,6,0,0,0,0,0,2,103,6,3,1.63,1.6,0.4,0.19,20,12,0.63,-0.51
Ohio State,2016,Big Ten Conference,10,35,40.6,25,57,0.44,6.3,18.7,0.33,14,20.5,0.68,12.9,17.7,10.2,26.7,36.9,11.3,5.5,5.3,70.3,10,0.53,0.49,145.7,29.6,72.6,51.8,45.3,16.2,7.9,14.1,1.2,49.7,101.2,97.9,3.3,2431.6,68.5,2,25,1,0,0,0,1,3,94,2.3,2,1.45,0.9,0.4,0.25,21,14,0.6,-0.41
Penn State,2016,Big Ten Conference,14,32,40.3,22.9,56.2,0.41,6.6,20.8,0.32,13.5,19.4,0.7,11.3,20.1,9.6,23.7,33.3,10.1,5.2,4.2,65.8,12,0.5,0.47,142,27.6,72,49.2,44,14.7,7.6,11.9,1.2,41.5,97.5,103.1,-5.6,2160.5,67,12,8,0,0,0,0,0,2,86,-3.8,2,1.44,0.9,0.5,0.24,16,16,0.5,0
Purdue,2016,Big Ten Conference,3,35,40.4,27.4,58.3,0.47,7.7,20.9,0.37,15.4,20.7,0.74,12.1,17.3,10.7,29.3,40,17.6,4.2,4.7,77.9,2,0.57,0.54,158.1,33.6,77.9,57.6,64.1,15.1,6.1,11.7,1.3,64.1,112.2,93.9,18.3,2430.1,68.7,3,23,3,0,0,0,0,4,107,12.7,0,1.64,1.5,0.3,0.26,26,9,0.74,-1.06
Rutgers,2016,Big Ten Conference,13,32,40.5,24.5,58.7,0.42,5,15.7,0.32,13.6,20,0.68,13.8,17.6,9,24.5,33.5,11.8,6.1,3.5,67.7,14,0.5,0.46,141.8,24.7,65.5,45.3,48,16.9,8.4,8.3,1.2,41.8,92.8,110.1,-17.3,2334.9,72.1,7,12,1,0,0,0,4,0,101,-12.7,0,1.48,0.9,0.4,0.23,7,25,0.22,1.27
Wisconsin,2016,Big Ten Conference,12,35,40.3,23.3,54.8,0.43,6.5,18.7,0.35,14.6,20.8,0.7,10.9,16.8,10.7,23.1,33.8,11.4,5.9,3.3,67.8,8,0.52,0.49,147.8,32.5,73.1,52.3,49,14.4,9,8.6,1.2,47.8,104.2,98.1,6.1,2276.8,64.6,5,15,1,0,0,0,1,0,92,4,1,1.49,1,0.5,0.27,22,13,0.63,-0.53
Illinois,2017,Big Ten Conference,11,35,40.1,25.7,57.7,0.45,7.7,20.9,0.37,12.6,18.4,0.69,12.4,18.3,9.1,24.6,33.8,13.5,5.6,2.4,71.7,10,0.54,0.51,150.2,27.8,74.8,51.3,52.6,15.7,8.1,6.5,1.2,48.9,102.8,99.1,3.7,2440,69.5,12,9,0,1,0,0,0,0,112,2.6,0,1.53,1.1,0.5,0.22,20,15,0.57,-0.29
Indiana,2017,Big Ten Conference,2,34,40.9,28.2,58.9,0.48,8.7,22.8,0.38,14.6,20.1,0.73,15.2,20.1,11.6,26.6,38.1,14.4,6.1,4.6,79.7,4,0.58,0.55,158.8,36,73.4,55.8,51,18.2,8.6,11.8,1.4,58.1,111.1,102.1,9,2439.2,70.2,5,16,0,0,0,0,2,1,110,6.5,0,1.51,0.9,0.4,0.25,18,16,0.53,-0.12
Iowa,2017,Big Ten Conference,1,34,41,28.4,62.4,0.45,8.8,23.3,0.38,15,21.8,0.69,13.9,17.9,11.5,25.9,37.4,17.7,7.4,3.8,80.5,11,0.55,0.53,152.2,31.5,68.8,50.4,62.4,16.1,9.8,9.3,1.3,61,106.9,103.6,3.3,2562.2,73.6,6,16,0,1,0,0,1,2,116,2.5,0,1.62,1.3,0.5,0.24,19,15,0.56,-0.24
Maryland,2017,Big Ten Conference,6,33,40.2,25.1,55.8,0.45,8.2,22.9,0.36,15.5,22.2,0.7,12.9,18.6,9.8,24.3,34.1,14.3,5.5,4.7,73.9,5,0.56,0.52,150.8,29.7,69.1,50,57.1,16.3,7.9,11.9,1.3,53.8,106.9,98.4,8.4,2281.6,68.9,14,6,0,0,0,0,1,3,93,5.8,0,1.57,1.1,0.4,0.28,24,9,0.73,-0.98
Michigan,2017,Big Ten Conference,5,38,40.4,26.4,54.6,0.48,9.5,24.7,0.39,12.8,16.4,0.78,9.2,15.1,7,21.3,28.3,13.9,5.8,2.9,75,3,0.6,0.57,164.7,24.2,70.4,47.8,52.8,12.8,8.9,7.4,1.4,56.2,115.9,102.5,13.3,2460.9,64.1,11,11,1,0,0,0,2,1,98,8.6,0,1.53,1.5,0.6,0.23,26,12,0.68,-0.77
Michigan State,2017,Big Ten Conference,9,35,40.1,25.9,55.1,0.47,7.8,20.9,0.37,12.3,18.4,0.67,14,20,9.1,26.4,35.5,16.9,4.3,4.6,71.9,8,0.56,0.54,151.2,29,73.6,52.8,65.3,18,6.3,11.9,1.3,54.2,104.5,99.9,4.6,2407.4,68.5,7,14,0,0,0,0,0,2,100,3.2,0,1.65,1.2,0.3,0.22,20,15,0.57,-0.29
Minnesota,2017,Big Ten Conference,4,34,40.9,26.1,59.9,0.44,6.1,17.9,0.34,16.9,23.7,0.71,11.6,17,10.4,27.8,38.2,14.9,5.7,6.7,75.2,7,0.53,0.49,148.9,28.8,71,50.7,57.2,14,7.8,15.9,1.3,58.6,103.5,95.6,7.9,2470.1,71.1,2,23,1,0,1,0,1,11,101,5.7,0,1.57,1.3,0.5,0.28,24,10,0.71,-0.88
Nebraska,2017,Big Ten Conference,13,31,40.6,25.6,61.5,0.42,5.8,18.1,0.32,13,18.3,0.71,13.2,18.6,12.8,24.6,37.4,11.4,6.8,3.7,69.9,14,0.5,0.46,144.5,33.6,71.3,51.6,44.6,15.9,9.6,9.7,1.1,46.9,98.8,103.2,-4.4,2193.2,69.6,13,8,1,0,0,0,3,1,93,-3.1,0,1.45,0.9,0.5,0.21,12,19,0.39,0.46
Northwestern,2017,Big Ten Conference,12,36,40,25.4,58.1,0.44,7.1,20.7,0.34,13.2,17.7,0.75,10.6,19.2,9.9,24.7,34.6,15,5.2,4.9,71.1,6,0.53,0.5,152.6,29.6,70,50.4,59.3,13.8,7.8,13.2,1.2,54.2,105.6,97.3,8.3,2421.4,67.3,10,12,1,0,1,0,0,5,94,5.6,0,1.59,1.4,0.5,0.23,24,12,0.67,-0.7
Ohio State,2017,Big Ten Conference,7,32,40.2,25.8,55.8,0.46,6.6,18.5,0.36,14.5,21.2,0.68,13.2,17.6,9.7,26.2,35.9,13.6,5.2,3.8,72.8,9,0.55,0.52,150.2,29.1,71.9,51.5,52.5,16.7,7.5,10.8,1.3,52.6,104.7,100.3,4.4,2224.5,69.2,4,21,1,0,0,0,0,1,111,3,0,1.53,1,0.4,0.26,17,15,0.53,-0.13
Penn State,2017,Big Ten Conference,10,33,40.7,25,60.3,0.41,7,20.6,0.34,14.8,19.8,0.75,13,18.1,9.4,25.1,34.5,13.7,6.8,5.5,71.7,12,0.51,0.47,149.8,25.9,70.7,48,54.8,15.7,9.3,13.9,1.2,50.3,97.7,99,-1.4,2423.6,72.1,9,13,2,0,0,0,3,5,102,-1,0,1.55,1.1,0.5,0.25,15,18,0.46,0.18
Purdue,2017,Big Ten Conference,3,35,40.4,28,58.4,0.48,9,22.3,0.4,14.7,19.4,0.76,12.9,15.8,9.4,27.2,36.5,18.3,5.2,2.5,79.7,1,0.59,0.56,164,30,76.2,54.7,65.3,16.1,7.3,6.1,1.4,62.8,112,96,15.9,2492.1,70.4,1,33,0,0,4,0,0,0,109,11.3,0,1.65,1.4,0.4,0.25,27,8,0.77,-1.22
Rutgers,2017,Big Ten Conference,14,33,40.2,24.5,59.6,0.41,4.6,15.2,0.3,11.9,19.1,0.62,13.2,17.8,13.6,24.8,38.4,11,6.6,4.6,65.5,13,0.48,0.45,133.7,36.6,71,53.3,44.7,16.2,9.6,13,1.1,45.7,95.8,98.1,-2.3,2257.4,68.1,8,13,1,0,0,0,3,1,87,-1.6,0,1.45,0.8,0.5,0.2,15,18,0.46,0.18
Wisconsin,2017,Big Ten Conference,8,37,40.5,26.2,57.7,0.46,7.6,21.3,0.36,12.2,19,0.64,11.1,16.3,11.7,24,35.7,13.6,6.7,3.5,72.4,2,0.54,0.52,145.8,34.8,75.2,54.5,51.8,14.3,10.2,9.8,1.3,55.5,109.6,94.5,15.1,2443.2,65.2,3,21,1,0,0,0,3,1,95,10,0,1.52,1.2,0.6,0.21,27,10,0.73,-1
Illinois,2018,Big Ten Conference,5,32,40.5,26.8,60.9,0.44,7.4,22,0.34,14.9,20.4,0.73,13.3,22.5,11.6,20.3,31.8,13.8,7.5,2.2,75.8,9,0.54,0.5,150.6,33,69.9,49.7,51.6,15.9,10.4,6.3,1.2,47.6,104.8,102.1,2.8,2314.1,71.5,14,7,0,0,0,0,1,0,102,2,0,1.52,1,0.6,0.25,14,18,0.44,0.25
Indiana,2018,Big Ten Conference,11,31,40.5,26,57,0.46,6.3,19.4,0.32,13.6,20.8,0.66,12.4,18.1,10.6,24.1,34.7,14,6.4,4.3,71.9,10,0.54,0.51,143.5,31.2,72,51.5,54,15.6,9.3,12.1,1.3,52.7,104.2,101.9,2.4,2138.4,68.2,12,9,1,0,0,0,1,1,87,1.6,0,1.54,1.1,0.5,0.24,16,15,0.52,-0.07
Iowa,2018,Big Ten Conference,3,33,40.3,28.7,59.8,0.48,7.6,20.4,0.38,14.7,21.2,0.7,13.3,16.6,11.5,25.8,37.2,18.2,5.2,4,79.7,11,0.57,0.54,154.9,33.8,72.8,53.7,63.6,16,7.2,10.2,1.3,63.1,110.7,109.3,1.4,2376.5,71.5,6,16,1,0,0,0,1,1,104,1,0,1.64,1.4,0.4,0.25,14,19,0.42,0.3
Maryland,2018,Big Ten Conference,9,32,40.2,25.3,53,0.48,7.2,19.3,0.37,15.2,20.2,0.76,13.7,16,8.9,25.7,34.7,14.1,4.3,4.3,73.1,6,0.58,0.55,160.4,30.8,72.2,53.6,55.7,17.9,6.4,11.6,1.4,54.8,108.5,99.3,9.2,2155.5,67.1,11,10,0,0,0,0,2,0,96,6.2,0,1.56,1,0.3,0.29,19,13,0.59,-0.38
Michigan,2018,Big Ten Conference,8,41,40.4,26.6,57,0.47,8.8,24.7,0.36,11.6,17.5,0.66,9.2,15.7,7.9,24.2,32.1,14.3,6.4,3.1,73.6,3,0.56,0.55,148.6,24.7,75.8,50.2,53.6,12.4,9.5,8.1,1.3,56.5,110,94.6,15.4,2743.8,66.3,5,16,0,0,0,0,1,0,102,10.3,0,1.54,1.5,0.7,0.2,33,8,0.81,-1.42
Michigan State,2018,Big Ten Conference,2,35,40.1,28.3,57,0.5,8.3,20.7,0.4,15.3,20.5,0.75,13.1,18.3,11.3,29.1,40.4,19.1,4.1,7.1,80.2,1,0.6,0.57,164.4,37,75.2,58.4,67.6,16.4,5.9,18.4,1.4,70.7,116.2,94,22.2,2414.7,68.7,2,25,3,0,1,0,0,8,111,15.3,0,1.68,1.5,0.3,0.27,30,5,0.86,-1.79
Minnesota,2018,Big Ten Conference,6,32,40.5,26.6,61.6,0.43,6.8,19.7,0.35,15.2,21.6,0.7,11,15.4,10.5,26.1,36.6,14.6,5.7,5.1,75.2,14,0.52,0.49,148.1,28.8,71.8,50.2,54.9,13.3,7.9,12.7,1.2,56.9,104.4,104.2,0.1,2304.6,71.2,1,30,4,0,0,0,1,6,107,0.1,0,1.55,1.3,0.5,0.25,15,17,0.47,0.12
Nebraska,2018,Big Ten Conference,10,33,40.2,24.8,57.8,0.43,7,20.3,0.35,15.6,21.7,0.72,10.9,17.1,10.7,24.9,35.5,13.5,6.1,5.5,72.3,7,0.53,0.49,149.4,30.3,66.8,49.1,54.4,13.8,8.7,12.8,1.3,55.6,105.1,99.8,5.3,2270.6,68.5,9,11,1,0,0,0,2,3,104,3.7,0,1.54,1.2,0.6,0.27,22,11,0.67,-0.7
Northwestern,2018,Big Ten Conference,12,32,40.3,24.2,56.7,0.43,8,22.5,0.35,12.6,16.8,0.75,11.7,18.9,9.4,22.6,32,14,4.9,4.2,68.8,8,0.53,0.5,152.8,28.8,73.4,50.4,57.8,15.3,7.4,13.2,1.2,47.9,103.7,100.2,3.6,2123.8,65.9,13,8,1,0,0,0,0,1,96,2.4,0,1.58,1.2,0.4,0.22,15,17,0.47,0.12
Ohio State,2018,Big Ten Conference,4,34,40.4,28,58.2,0.48,7,19.9,0.35,13.2,18.1,0.73,11.7,17.5,9.6,26.1,35.7,14.7,6.1,3.9,76.2,4,0.57,0.54,156.3,30,74.7,53.4,52.5,14.9,9,11.3,1.3,58.5,110.7,98.1,12.6,2340.6,68.1,4,20,0,0,0,0,0,2,97,8.6,0,1.53,1.3,0.5,0.23,25,9,0.74,-1.02
Penn State,2018,Big Ten Conference,7,39,40.3,27.1,58.7,0.46,7.5,19.5,0.39,13,18.5,0.7,11.8,17.6,10.1,24.1,34.2,13.9,7.2,4.9,74.7,5,0.55,0.53,155.1,30.7,73.2,52,51.2,14.9,10.5,13.3,1.3,57,108.1,96.5,11.6,2695.7,68.7,3,20,2,0,0,0,6,2,88,8.1,0,1.51,1.2,0.6,0.22,26,13,0.67,-0.7
