Date,NASDAQ,Callaway,Caesars
6/2/2021,13756.33008,37.209999,109.699997
6/3/2021,13614.50977,36.369999,109.57
6/4/2021,13814.49023,35.310001,110.639999
6/7/2021,13881.71973,35.580002,110.599998
6/8/2021,13924.91016,36.43,111.699997
6/9/2021,13911.75,35.77,110.830002
6/10/2021,14020.33008,35.259998,111.400002
6/11/2021,14069.41992,34.41,110.309998
6/14/2021,14174.13965,34.509998,106.620003
6/15/2021,14072.86035,34.459999,106.5
6/16/2021,14039.67969,34.330002,107.089996
6/17/2021,14161.34961,33.23,103.830002
6/18/2021,14030.37988,31.940001,100.059998
6/21/2021,14141.48047,33.450001,103.82
6/22/2021,14253.26953,33.91,104.309998
6/23/2021,14271.73047,34.029999,103.220001
6/24/2021,14369.70996,34.099998,104.730003
6/25/2021,14360.38965,33.57,102.43
6/28/2021,14500.50977,33.650002,100.540001
6/29/2021,14528.33008,33.610001,100.879997
6/30/2021,14503.9502,33.73,103.75
7/1/2021,14522.37988,33.529999,102.900002
7/2/2021,14639.33008,33.27,102.410004
7/6/2021,14663.63965,32.740002,98.449997
7/7/2021,14665.05957,32.299999,95.550003
7/8/2021,14559.78027,32.380001,94.559998
7/9/2021,14701.91992,32.779999,96.860001
7/12/2021,14733.24023,32.68,98.349998
7/13/2021,14677.65039,32.330002,96.769997
7/14/2021,14644.9502,31.459999,94.519997
7/15/2021,14543.12988,30.870001,94.470001
7/16/2021,14427.24023,29.809999,89.900002
7/19/2021,14274.98047,29.6,87.769997
7/20/2021,14498.87988,31.4,91.300003
7/21/2021,14631.9502,32.599998,93.989998
7/22/2021,14684.59961,31.9,92.519997
7/23/2021,14836.99023,31.98,90.309998
7/26/2021,14840.70996,32.75,93.25
7/27/2021,14660.58008,31.67,92.510002
7/28/2021,14762.58008,31.82,92.370003
7/29/2021,14778.25977,31.98,89.860001
7/30/2021,14672.67969,31.68,87.360001
8/2/2021,14681.07031,32.560001,86.5
8/3/2021,14761.29004,33.189999,86.779999
8/4/2021,14780.53027,33.060001,84.989998
8/5/2021,14895.12012,32.619999,90.5
8/6/2021,14835.75977,33.110001,90.5
8/9/2021,14860.17969,33.689999,90.839996
8/10/2021,14788.08984,31.73,90.57
8/11/2021,14765.13965,31.08,92.949997
8/12/2021,14816.25977,30.549999,93.760002
8/13/2021,14822.90039,29.32,91.019997
8/16/2021,14793.75977,29.75,87.400002
8/17/2021,14656.17969,28.700001,84.110001
8/18/2021,14525.91016,28.040001,85.010002
8/19/2021,14541.79004,27.719999,82.470001
8/20/2021,14714.66016,28.549999,85.639999
8/23/2021,14942.65039,28.33,89.279999
8/24/2021,15019.79981,29.09,93.860001
8/25/2021,15041.86035,29.08,97.699997
8/26/2021,14945.80957,28.57,99.989998
8/27/2021,15129.5,29.049999,104.239998
8/30/2021,15265.88965,28.450001,102.120003
8/31/2021,15259.24023,28.059999,101.629997
9/1/2021,15309.37988,28.01,101.889999
9/2/2021,15331.17969,27.639999,103.5
9/3/2021,15363.51953,27.84,103.559998
9/7/2021,15374.33008,28.92,107.080002
9/8/2021,15286.63965,27.58,105.889999
9/9/2021,15248.25,28.35,106.589996
9/10/2021,15115.49023,28.360001,104.190002
9/13/2021,15105.58008,28.25,104.339996
9/14/2021,15037.75977,27.08,103.07
9/15/2021,15161.53027,30.09,107.330002
9/16/2021,15181.91992,31.01,108.57
9/17/2021,15043.96973,30.57,106.07
9/20/2021,14713.90039,30.129999,104.75
9/21/2021,14746.40039,29.959999,105.040001
9/22/2021,14896.84961,31.040001,109.910004
9/23/2021,15052.24023,30.540001,111.620003
9/24/2021,15047.7002,30.280001,112.349998
9/27/2021,14969.96973,30.09,116.349998
9/28/2021,14546.67969,29.23,115.480003
9/29/2021,14512.44043,28.51,113.400002
9/30/2021,14448.58008,27.629999,112.279999
10/1/2021,14566.7002,28.690001,119.489998
10/4/2021,14255.48047,28.450001,118.110001
10/5/2021,14433.83008,28.200001,114.760002
10/6/2021,14501.91016,27.67,114.339996
10/7/2021,14654.01953,28.049999,116.150002
10/8/2021,14579.54004,27.42,113.959999
10/11/2021,14486.2002,26.6,114.769997
10/12/2021,14465.91992,27.43,117.059998
10/13/2021,14571.63965,27.299999,114.959999
10/14/2021,14823.42969,27.67,114.519997
10/15/2021,14897.33984,27.42,110.709999
10/18/2021,15021.80957,27.9,113
10/19/2021,15129.08984,27.85,113.93
10/20/2021,15121.67969,27.530001,113.529999
10/21/2021,15215.7002,27.93,113.309998
10/22/2021,15090.2002,27.59,112.050003
10/25/2021,15226.70996,27.809999,111.940002
10/26/2021,15235.70996,27.41,112.779999
10/27/2021,15235.83984,26.860001,110.760002
10/28/2021,15448.12012,26.93,110.889999
10/29/2021,15498.38965,27.049999,109.459999
11/1/2021,15595.91992,28.030001,112.059998
11/2/2021,15649.59961,27.92,111.739998
11/3/2021,15811.58008,28.41,110.690002
11/4/2021,15940.30957,28.799999,103.120003
11/5/2021,15971.58984,29.4,106.480003
11/8/2021,15982.36035,29.01,105.300003
11/9/2021,15886.54004,28.98,103.07
11/10/2021,15622.70996,29.58,99.980003
11/11/2021,15704.28027,29.299999,101.889999
11/12/2021,15860.95996,29.209999,106
11/15/2021,15853.84961,29.780001,103.230003
11/16/2021,15973.86035,30.530001,103.190002
11/17/2021,15921.57031,30.25,100.699997
11/18/2021,15993.70996,29.85,96.089996
11/19/2021,16057.44043,29.290001,95.400002
11/22/2021,15854.75977,28.620001,94.370003
11/23/2021,15775.13965,27.77,93.940002
11/24/2021,15845.23047,28.139999,93.940002
11/26/2021,15491.66016,27.24,91.199997
11/29/2021,15782.83008,27.32,93.480003
11/30/2021,15537.69043,26.959999,90.07
12/1/2021,15254.04981,25.5,83.07
12/2/2021,15381.32031,26.48,90.029999
12/3/2021,15085.46973,25.4,86.589996
12/6/2021,15225.15039,26.620001,92.040001
12/7/2021,15686.91992,28.370001,90.379997
12/8/2021,15786.99023,28.75,93.25
12/9/2021,15517.37012,28.16,90.809998
12/10/2021,15630.59961,28.08,88.980003
12/13/2021,15413.28027,27.58,85.220001
12/14/2021,15237.63965,27.09,86.160004
12/15/2021,15565.58008,26.93,87.160004
12/16/2021,15180.42969,25.940001,85.879997
12/17/2021,15169.67969,25.99,87.910004
12/20/2021,14980.94043,24.43,86.300003
12/21/2021,15341.08984,27.030001,93.849998
12/22/2021,15521.88965,27.02,93.419998
12/23/2021,15653.37012,27.01,94.760002
12/27/2021,15871.25977,27.51,94.150002
12/28/2021,15781.71973,27.299999,92.779999
12/29/2021,15766.21973,27.35,92.379997
12/30/2021,15741.55957,27.629999,92.989998
12/31/2021,15644.96973,27.440001,93.529999
1/3/2022,15832.79981,27.73,93.470001
