fga,fg_pct,fga3,fg3_pct,fta,ft_pct,orb,drb,ast,stl,blk,tov,opp_fga,opp_fg_pct,opp_fga3,opp_fg3_pct,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_ast,opp_stl,opp_blk,opp_tov,win
59,40.7,25,32,22,90.9,10,27,14,4,3,9,56,55.4,9,44.4,20,70,4,25,14,4,7,7,FALSE
51,25.5,20,15,17,58.8,8,20,5,6,4,11,59,45.8,21,28.6,12,33.3,16,34,17,8,1,11,FALSE
58,44.8,25,36,25,68,11,25,10,9,5,11,72,43.1,19,31.6,16,68.8,20,26,10,9,5,14,FALSE
54,29.6,27,22.2,16,62.5,19,20,11,3,3,23,57,52.6,18,61.1,20,65,10,22,18,10,7,11,FALSE
56,46.4,34,38.2,24,79.2,7,20,16,11,3,5,61,47.5,28,32.1,16,81.3,15,24,14,3,3,13,TRUE
56,33.9,15,33.3,32,71.9,13,28,8,10,1,9,42,26.2,22,18.2,32,62.5,9,28,5,7,9,20,TRUE
63,52.4,34,47.1,16,62.5,12,24,22,4,6,13,60,46.7,21,42.9,21,76.2,9,21,10,10,3,10,TRUE
46,41.3,7,28.6,32,81.3,11,28,9,3,2,11,54,44.4,18,16.7,11,54.5,5,18,14,5,2,6,TRUE
52,48.1,17,47.1,12,83.3,7,23,12,2,3,10,51,45.1,22,36.4,21,90.5,5,20,9,4,5,8,FALSE
65,44.6,20,45,18,83.3,13,23,15,11,6,8,57,43.9,24,41.7,20,50,12,24,9,4,3,15,TRUE
59,50.8,24,50,13,61.5,13,25,17,5,3,9,51,41.2,21,42.9,16,50,9,17,7,5,3,10,TRUE
53,41.5,11,27.3,29,82.8,7,30,4,7,0,11,49,36.7,19,21.1,36,58.3,7,27,8,4,9,13,TRUE
52,53.8,13,46.2,11,63.6,11,22,7,11,1,15,51,37.3,24,12.5,17,64.7,13,16,6,13,2,13,TRUE
55,38.2,22,36.4,22,72.7,19,22,11,8,2,12,46,37,16,25,16,75,9,17,11,9,3,13,TRUE
59,45.8,34,35.3,19,78.9,13,20,14,8,5,11,52,44.2,30,50,14,71.4,12,20,13,4,1,14,TRUE
63,38.1,26,26.9,4,50,6,24,11,5,6,9,59,40.7,17,29.4,18,50,17,33,12,7,3,16,FALSE
58,53.4,25,44,9,77.8,10,28,17,8,2,14,49,36.7,18,27.8,22,59.1,7,17,9,7,2,12,TRUE
63,47.6,19,31.6,11,63.6,13,28,13,6,2,13,56,46.4,28,28.6,26,61.5,8,23,14,7,1,9,FALSE
47,44.7,26,38.5,18,66.7,12,21,12,6,3,18,47,44.7,34,38.2,21,85.7,6,20,11,10,5,12,FALSE
66,51.5,11,45.5,15,66.7,16,24,21,10,7,9,62,45.2,25,36,20,55,15,20,11,6,4,11,TRUE
56,44.6,29,44.8,5,40,7,10,9,14,2,4,38,60.5,15,40,12,83.3,5,27,11,2,4,19,TRUE
56,53.6,11,45.5,19,68.4,11,21,17,5,2,11,56,46.4,21,47.6,25,80,10,19,13,6,4,6,FALSE
51,45.1,15,53.3,13,76.9,5,28,11,2,5,17,64,40.6,40,37.5,21,81,13,26,14,14,6,7,FALSE
