date,AwayTeam,HomeTeam,Away_bestodds,Home_bestodds,pct_bet_home,pct_bet_away,Total,O_bestodds,U_bestodds,pct_bet_over,pct_bet_under,TotalResult,Volume,AwaySP,HomeSP,AwayScore,HomeScore
5/3/2024,DET,NYY,150,-160,0.87,0.13,7.5,-105,-106,0.72,0.28,Under,21219,R. Olson,M. Stroman,1,2
5/3/2024,LAA,CLE,172,-190,0.88,0.12,7.5,100,100,0.68,0.32,Under,20538,J. Soriano,T. Bibee,6,0
5/3/2024,TEX,KC,100,-110,0.64,0.36,8.5,100,100,0.69,0.31,Under,25819,M. Lorenzen,B. Singer,1,7
5/3/2024,SEA,HOU,100,-112,0.75,0.25,8.5,-102,110,0.59,0.41,Under,24354,G. Kirby,R. Blanco,3,5
5/3/2024,BOS,MIN,106,-114,0.66,0.34,7.5,-105,-105,0.79,0.21,Under,30317,T. Houck,C. Paddack,2,5
5/3/2024,CHW,STL,250,-286,0.95,0.05,7.5,100,-113,0.72,0.28,Under,25172,B. Keller,S. Gray,0,3
5/3/2024,MIA,OAK,136,-145,0.78,0.22,7.5,-112,-105,0.8,0.2,Under,19795,R. Weathers,J. Sears,1,3
5/3/2024,SD,AZ,-115,100,0.44,0.56,9,-110,100,0.54,0.46,Under,21658,D. Cease,S. Cecconi,7,1
5/3/2024,ATL,LAD,-102,-112,0.69,0.31,9,-109,-105,0.58,0.42,Under,33154,C. Morton,G. Stone,3,4
5/4/2024,DET,NYY,150,-165,0.88,0.12,7.5,100,-110,0.57,0.43,Over,21628,C. Mize,C. Schmidt,3,5
5/4/2024,BOS,MIN,150,-175,0.84,0.16,7.5,105,102,0.91,0.09,Under,17327,B. Bernardino,P. Lopez,1,3
5/4/2024,CHW,STL,158,132,0.91,0.09,8.5,-104,105,0.3,0.7,Over,26460,E. Fedde,L. Lynn,6,5
5/4/2024,MIL,CHC,650,-130,0.64,0.36,8.5,105,-105,0.42,0.58,Over,21194,T. Myers,J. Taillon,5,6
5/4/2024,TOR,WAS,-167,152,0.27,0.73,7.5,-105,-105,0.87,0.13,Over,19149,K. Gausman,J. Irvin,6,3
5/4/2024,COL,PIT,196,-225,0.91,0.09,7,105,-113,0.71,0.29,Under,21674,A. Gomber,J. Jones,0,1
5/4/2024,MIA,OAK,118,-132,0.8,0.2,7,105,-120,0.68,0.32,Over,19281,Tr. Rogers,P. Blackburn,4,20
5/4/2024,SF,PHI,155,-168,0.91,0.09,7,102,-102,0.57,0.43,Over,29019,K. Winn,R. Suarez,3,14
5/4/2024,LAA,CLE,110,-129,0.78,0.22,7.5,100,-105,0.59,0.41,Over,23860,R. Detmers,B. Lively,1,7
5/4/2024,BAL,CIN,106,-115,0.44,0.56,9,-102,-110,0.49,0.51,Under,26470,J. Means,A. Abbott,2,1
5/4/2024,TEX,KC,-108,-108,0.55,0.45,8.5,105,-102,0.95,0.05,Over,22693,D. Dunning,M. Wacha,15,4
5/4/2024,NYM,TB,-108,-106,0.69,0.31,7.5,100,-115,0.97,0.03,Under,19104,C. Scott,Z. Littell,1,3
5/4/2024,SEA,HOU,126,-139,0.86,0.14,7.5,102,-120,0.94,0.06,Under,21800,L. Gilbert,F. Valdez,5,0
5/4/2024,SD,AZ,106,-115,0.69,0.31,8.5,-104,100,0.96,0.04,Over,22986,M. King,B. Pfaadt,13,1
5/4/2024,ATL,LAD,165,-188,0.87,0.13,8,100,-102,0.92,0.08,Over,26243,B. Elder,T. Glasnow,2,11
5/5/2024,TOR,WAS,100,-105,0.41,0.59,8.5,-103,105,0.78,0.22,Over,20800,A. Manoah,M. Gore,8,11
5/5/2024,COL,PIT,140,-155,0.89,0.11,7,-110,100,0.66,0.34,Over,17246,R. Feltner,B. Falter,3,5
5/5/2024,DET,NYY,115,-125,0.87,0.13,6.5,100,-110,0.78,0.22,Over,23153,T. Skubal,N. Cortes Jr.,2,5
5/5/2024,NYM,TB,190,-108,0.71,0.29,7,100,104,0.63,0.37,Over,17433,L. Severino,R. Pepiot,6,7
5/5/2024,LAA,CLE,132,-135,0.85,0.15,8,-104,100,0.8,0.2,Under,22305,G. Canning,C. Carrasco,1,4
5/5/2024,SEA,HOU,115,-120,0.73,0.27,8.5,-105,-105,0.71,0.29,Over,26657,Br. Miller,H. Brown,5,4
5/5/2024,TEX,KC,375,450,0.28,0.72,8.5,-108,-105,0.69,0.31,Under,13793,Jon. Gray,D. Lynch IV,3,2
5/5/2024,BOS,MIN,160,-175,0.89,0.11,7.5,-105,-102,0.68,0.32,Over,20452,C. Criswell,J. Ryan,9,2
5/5/2024,CHW,STL,140,-159,0.89,0.11,7.5,100,-105,0.77,0.23,Under,13651,G. Crochet,M. Liberatore,5,1
5/5/2024,MIL,CHC,-120,125,0.24,0.76,6.5,-105,-105,0.65,0.35,Under,27076,F. Peralta,J. Assad,0,5
5/5/2024,MIA,OAK,124,-134,0.85,0.15,7.5,-110,100,0.84,0.16,Over,22184,S. Sanchez,J. Boyle,12,3
5/5/2024,ATL,LAD,-145,130,0.37,0.63,8.5,100,-105,0.77,0.23,Under,30145,M. Fried,J. Paxton,1,5
5/5/2024,BAL,CIN,110,-129,0.56,0.44,9,100,100,0.59,0.41,Over,24970,D. Kremer,N. Lodolo,11,1
5/5/2024,SD,AZ,-107,-104,0.55,0.45,8.5,-105,100,0.93,0.07,Over,18543,M. Waldron,R. Nelson,4,11
5/5/2024,SF,PHI,-103,-106,0.64,0.36,8,-102,100,0.87,0.13,Over,46705,L. Webb,T. Walker,4,5
5/6/2024,SF,PHI,210,-230,0.94,0.06,7.5,100,-110,0.96,0.04,Under,29550,M. Black,Z. Wheeler,1,6
5/6/2024,DET,CLE,143,-115,0.78,0.22,7,104,102,0.96,0.04,Under,27227,J. Flaherty,T. McKenzie,1,2
5/6/2024,LAA,PIT,145,-164,0.83,0.17,8,100,-112,0.96,0.04,Under,30085,T. Anderson,M. Keller,1,4
5/6/2024,CHW,TB,145,-160,0.89,0.11,8.5,-105,-106,0.96,0.04,Over,15620,M. Clevinger,T. Alexander,2,8
5/6/2024,MIL,KC,120,-135,0.75,0.25,8.5,-112,105,0.81,0.19,Under,32867,B. Wilson,C. Ragans,2,3
5/6/2024,SD,CHC,-102,-112,0.73,0.27,7.5,100,-118,0.92,0.08,Over,29565,Y. Darvish,J. Steele,6,3
5/6/2024,SEA,MIN,-122,110,0.42,0.58,8,-104,-110,0.97,0.03,Under,30812,L. Castillo,S. Woods-Richardson,1,3
5/6/2024,NYM,STL,115,-132,0.73,0.27,8.5,-102,100,0.68,0.32,Under,27045,S. Manaea,K. Gibson,4,3
5/6/2024,TEX,OAK,-138,123,0.28,0.72,7.5,-102,-113,0.89,0.11,Under,32846,A. Heaney,A. Wood,4,2
5/6/2024,MIA,LAD,275,-335,0.95,0.05,8.5,-104,-105,0.82,0.18,Over,38824,R. Munoz,W. Buehler,3,6
5/7/2024,TEX,OAK,-120,110,0.22,0.78,8,-103,-102,0.67,0.33,Over,20901,J. Urena,R. Stripling,15,8
5/7/2024,DET,CLE,120,-135,0.81,0.19,8.5,100,-107,0.68,0.32,Over,23173,K. Maeda,L. Allen,11,7
5/7/2024,LAA,PIT,120,-130,0.85,0.15,7.5,100,100,0.69,0.31,Over,22749,P. Sandoval,Q. Priester,9,0
5/7/2024,AZ,CIN,-127,115,0.34,0.66,8.5,102,105,0.72,0.28,Under,26581,Z. Gallen,F. Montas,6,2
5/7/2024,TOR,PHI,100,-115,0.86,0.14,8,-106,-108,0.69,0.31,Over,32008,J. Berrios,C. Sanchez,1,10
5/7/2024,BAL,WAS,-210,194,0.14,0.86,8.5,-115,100,0.59,0.41,Under,26283,C. Burnes,T. Williams,0,3
5/7/2024,CHW,TB,230,-260,0.93,0.07,7.5,-103,-102,0.75,0.25,Under,23426,M. Soroka,Z. Eflin,1,5
5/7/2024,HOU,NYY,110,-120,0.81,0.19,8.5,-112,-105,0.73,0.27,Over,24082,J. Verlander,L. Gil,3,10
5/7/2024,BOS,ATL,160,-184,0.89,0.11,8.5,-112,100,0.79,0.21,Under,30726,K. Crawford,R. Lopez,2,4
5/7/2024,MIL,KC,115,-129,0.74,0.26,9,-117,105,0.49,0.51,Over,23168,C. Rea,S. Lugo,6,5
5/7/2024,SEA,MIN,140,-155,0.86,0.14,8,-106,-105,0.54,0.46,Over,16544,E. Hancock,B. Ober,10,6
5/7/2024,SD,CHC,150,-165,0.8,0.2,9,-115,-102,0.77,0.23,Under,33053,R. Vasquez,S. Imanaga,2,3
5/7/2024,NYM,STL,110,-121,0.64,0.36,9,102,100,0.83,0.17,Over,20916,J. Butto,M. Mikolas,7,5
5/7/2024,SF,COL,-160,140,0.2,0.8,10,100,-104,0.55,0.45,Under,19240,K. Harrison,Dak. Hudson,5,0
5/7/2024,MIA,LAD,295,-300,0.96,0.04,7.5,100,100,0.91,0.09,Over,40869,E. Cabrera,Y. Yamamoto,2,8
5/8/2024,LAA,PIT,120,-135,0.71,0.29,9,100,100,0.85,0.15,Push,21007,J. Soriano,M. Perez,5,4
5/8/2024,TOR,PHI,148,450,0.89,0.11,9,102,100,0.75,0.25,Under,33094,C. Bassitt,A. Nola,5,3
5/8/2024,DET,CLE,110,-120,0.73,0.27,7,105,-114,0.91,0.09,Over,19553,R. Olson,T. Bibee,4,5
5/8/2024,MIL,KC,105,-120,0.69,0.31,8.5,100,100,0.93,0.07,Over,23001,J. Ross,B. Singer,4,6
5/8/2024,SD,CHC,-134,120,0.41,0.59,7.5,100,-115,0.53,0.47,Under,25899,D. Cease,H. Wesneski,3,0
5/8/2024,MIA,LAD,220,-265,0.95,0.05,9,100,-110,0.97,0.03,Under,24945,R. Weathers,G. Stone,1,3
5/8/2024,TEX,OAK,-110,104,0.21,0.79,8,-102,105,0.98,0.02,Over,16968,M. Lorenzen,J. Sears,4,9
5/8/2024,AZ,CIN,-103,-105,0.45,0.55,9,-110,100,0.94,0.06,Under,24082,J. Montgomery,G. Ashcraft,4,3
5/8/2024,BAL,WAS,-165,155,0.21,0.79,8.5,-102,105,0.91,0.09,Over,31640,K. Bradish,M. Parker,11,9
5/8/2024,CHW,TB,220,-250,0.93,0.07,8.5,100,100,0.82,0.18,Under,21103,C. Flexen,A. Civale,4,1
5/8/2024,HOU,NYY,140,-155,0.88,0.12,9.5,-105,-110,0.92,0.08,Over,33902,S. Arrighetti,C. Rodon,4,9
5/8/2024,TEX,OAK,-130,135,0.21,0.79,8,-110,-105,0.86,0.14,Over,11606,M. Lorenzen,J. Sears,4,9
5/8/2024,BOS,ATL,180,-200,0.91,0.09,8.5,105,-112,0.74,0.26,Under,31483,N. Pivetta,C. Sale,0,5
5/8/2024,SEA,MIN,-108,-107,0.59,0.41,8,-103,100,0.9,0.1,Over,30670,G. Kirby,C. Paddack,3,6
5/8/2024,SF,COL,-165,525,0.15,0.85,9,108,100,0.63,0.37,Over,25440,J. Hicks,P. Lambert,8,6
5/9/2024,AZ,CIN,NA,NA,0,0,9,NA,NA,0,0,Push,31943,S. Cecconi,H. Greene,5,4
5/9/2024,SEA,MIN,NA,NA,0,0,7,NA,NA,0,0,Over,29307,L. Gilbert,P. Lopez,1,11
5/9/2024,SF,COL,NA,NA,0,0,9.5,NA,NA,0,0,Over,23794,K. Winn,C. Quantrill,1,9
5/9/2024,HOU,NYY,NA,NA,0,0,8.5,NA,NA,0,0,Under,34659,R. Blanco,M. Stroman,4,3
5/9/2024,CLE,CHW,NA,NA,0,0,7.5,NA,NA,0,0,Under,38602,B. Lively,E. Fedde,2,3
5/9/2024,STL,MIL,NA,NA,0,0,7.5,NA,NA,0,0,Over,39384,S. Gray,T. Myers,1,7
5/9/2024,KC,LAA,NA,NA,0,0,8,NA,NA,0,0,Over,33891,M. Wacha,R. Detmers,10,4
5/10/2024,CHC,PIT,115,-130,0.73,0.27,7,-110,-104,0.75,0.25,Over,25278,J. Assad,J. Jones,7,2
5/10/2024,HOU,DET,-140,126,0.29,0.71,8,-105,-103,0.78,0.22,Under,20623,F. Valdez,C. Mize,5,2
5/10/2024,NYY,TB,-120,112,0.25,0.75,8.5,-102,100,0.81,0.19,Under,27470,C. Schmidt,T. Bradley,2,0
5/10/2024,AZ,BAL,115,-130,0.82,0.18,7.5,100,-105,0.91,0.09,Under,35891,B. Pfaadt,C. Irvin,2,4
5/10/2024,MIN,TOR,-102,-113,0.68,0.32,7,100,102,0.94,0.06,Under,23102,J. Ryan,Y. Kikuchi,3,2
5/10/2024,PHI,MIA,-190,175,0.11,0.89,7.5,-105,-112,0.97,0.03,Over,36976,R. Suarez,Tr. Rogers,8,2
5/10/2024,WAS,BOS,185,-210,0.91,0.09,8,100,-105,0.8,0.2,Under,22158,P. Corbin,T. Houck,5,1
5/10/2024,ATL,NYM,-145,132,0.19,0.81,7.5,100,-108,0.98,0.02,Under,24809,C. Morton,J. Quintana,4,2
5/10/2024,CLE,CHW,105,-115,0.49,0.51,7,102,105,0.96,0.04,Over,22103,C. Carrasco,G. Crochet,3,6
5/10/2024,STL,MIL,108,-122,0.82,0.18,8.5,-109,-105,0.79,0.21,Over,17705,L. Lynn,R. Gasser,2,11
5/10/2024,TEX,COL,-185,162,0.11,0.89,9.5,-110,-105,0.83,0.17,Under,22269,Jon. Gray,A. Gomber,2,4
5/10/2024,KC,LAA,-120,108,0.27,0.73,9,-115,104,0.92,0.08,Under,22002,A. Marsh,G. Canning,2,1
5/10/2024,LAD,SD,188,150,0.09,0.91,7.5,-109,-110,0.96,0.04,Under,30595,T. Glasnow,M. King,1,2
5/10/2024,OAK,SEA,138,-154,0.87,0.13,7.5,105,-115,0.75,0.25,Over,19190,P. Blackburn,B. Woo,1,8
5/10/2024,CIN,SF,125,-141,0.84,0.16,7,100,-112,0.85,0.15,Under,21522,A. Abbott,L. Webb,4,2
5/11/2024,MIN,TOR,135,-145,0.76,0.24,7.5,-105,105,0.69,0.31,Over,23193,S. Woods-Richardson,K. Gausman,8,10
5/11/2024,CHC,PIT,-110,100,0.43,0.57,7,-105,-104,0.76,0.24,Over,36153,J. Steele,P. Skenes,9,10
5/11/2024,AZ,BAL,370,-152,0.91,0.09,8.5,102,102,0.6,0.4,Over,27878,R. Nelson,J. Means,4,5
5/11/2024,WAS,BOS,136,-155,0.85,0.15,8.5,-108,-108,0.53,0.47,Under,17650,J. Irvin,C. Criswell,2,4
5/11/2024,NYY,TB,-106,-107,0.28,0.72,8,-105,-105,0.64,0.36,Over,22966,N. Cortes Jr.,Z. Littell,2,7
5/11/2024,ATL,NYM,-155,136,0.16,0.84,7,-107,-108,0.63,0.37,Under,28207,M. Fried,C. Scott,4,1
5/11/2024,PHI,MIA,-120,110,0.17,0.83,8,-105,-105,0.84,0.16,Over,19886,T. Walker,J. Luzardo,8,3
5/11/2024,HOU,DET,136,-155,0.73,0.27,7.5,-110,-105,0.56,0.44,Over,19563,C. Javier,T. Skubal,2,8
5/11/2024,CLE,CHW,-168,150,0.19,0.81,8,-110,-107,0.74,0.26,Under,21557,T. McKenzie,M. Clevinger,1,3
5/11/2024,CIN,SF,-144,128,0.3,0.7,7.5,100,-108,0.79,0.21,Under,21396,N. Lodolo,M. Black,1,5
5/11/2024,STL,MIL,163,-185,0.91,0.09,7.5,-112,-105,0.79,0.21,Over,19654,K. Gibson,F. Peralta,3,5
5/11/2024,TEX,COL,-145,132,0.15,0.85,10,-105,-102,0.49,0.51,Over,20558,A. Heaney,R. Feltner,3,8
5/11/2024,LAD,SD,-142,126,0.15,0.85,9.5,100,100,0.47,0.53,Under,28535,J. Paxton,M. Waldron,5,0
5/11/2024,KC,LAA,-165,150,0.23,0.77,8,-110,-105,0.65,0.35,Over,26601,C. Ragans,T. Anderson,3,9
5/11/2024,OAK,SEA,195,-225,0.96,0.04,8,-114,-105,0.41,0.59,Over,16241,J. Estes,Br. Miller,8,1
5/12/2024,AZ,BAL,110,-125,0.85,0.15,7,100,-114,0.76,0.24,Over,21315,Z. Gallen,D. Kremer,9,2
5/12/2024,WAS,BOS,135,-135,0.85,0.15,7.5,-108,-102,0.6,0.4,Under,15842,M. Gore,B. Bello,2,3
5/12/2024,CHC,PIT,370,105,0.31,0.69,9,-104,-105,0.89,0.11,Push,17625,K. Hendricks,B. Falter,5,4
5/12/2024,MIN,TOR,-120,115,0.28,0.72,8,100,-112,0.82,0.18,Under,23759,B. Ober,A. Manoah,5,1
5/12/2024,PHI,MIA,-200,195,0.09,0.91,7,-108,100,0.92,0.08,Over,26349,Z. Wheeler,B. Garrett,6,7
5/12/2024,NYY,TB,-135,130,0.24,0.76,8.5,-115,-102,0.64,0.36,Over,16372,L. Gil,T. Alexander,10,6
5/12/2024,HOU,DET,100,100,0.5,0.5,7.5,-105,-102,0.87,0.13,Over,17458,J. Verlander,J. Flaherty,9,3
5/12/2024,STL,MIL,135,-140,0.89,0.11,9,-115,100,0.71,0.29,Under,20795,M. Mikolas,B. Wilson,4,3
5/12/2024,CLE,CHW,-165,150,0.21,0.79,9.5,-112,100,0.76,0.24,Under,17781,L. Allen,M. Soroka,7,0
5/12/2024,TEX,COL,-142,130,0.24,0.76,10.5,-104,100,0.55,0.45,Under,14828,J. Urena,T. Blach,1,3
5/12/2024,CIN,SF,107,-120,0.83,0.17,7,110,102,0.79,0.21,Over,16165,F. Montas,K. Harrison,5,6
5/12/2024,KC,LAA,-106,-107,0.37,0.63,8,-114,-103,0.62,0.38,Under,21149,S. Lugo,P. Sandoval,4,2
5/12/2024,LAD,SD,100,-107,0.26,0.74,7.5,105,-104,0.73,0.27,Under,21300,W. Buehler,Y. Darvish,0,4
5/12/2024,OAK,SEA,190,-210,0.93,0.07,7,100,100,0.84,0.16,Over,18634,R. Wood,L. Castillo,4,8
5/12/2024,ATL,NYM,-105,-110,0.31,0.69,8,100,-102,0.81,0.19,Under,36709,B. Elder,L. Severino,3,4
5/13/2024,TOR,BAL,155,-175,0.88,0.12,7.5,-110,100,0.82,0.18,Under,28646,J. Berrios,C. Burnes,3,2
5/13/2024,MIA,DET,230,-165,0.87,0.13,9,100,102,0.82,0.18,Over,20285,S. Sanchez,M. Manning,5,6
5/13/2024,PHI,NYM,100,-110,0.32,0.68,7,105,100,0.97,0.03,Over,29060,C. Sanchez,S. Manaea,5,4
5/13/2024,TB,BOS,100,-113,0.77,0.23,8.5,-115,100,0.64,0.36,Under,25071,Z. Eflin,K. Crawford,5,3
5/13/2024,CHC,ATL,120,-135,0.89,0.11,7.5,100,100,0.91,0.09,Under,35946,S. Imanaga,R. Lopez,0,2
5/13/2024,PIT,MIL,120,-136,0.87,0.13,8.5,100,-115,0.71,0.29,Over,31877,M. Keller,C. Rea,8,6
5/13/2024,CLE,TEX,-108,-105,0.7,0.3,9,-105,100,0.68,0.32,Under,22285,T. Bibee,M. Lorenzen,7,0
5/13/2024,OAK,HOU,155,-175,0.9,0.1,9,-105,100,0.85,0.15,Over,20442,R. Stripling,S. Arrighetti,2,9
5/13/2024,STL,LAA,-110,100,0.6,0.4,8.5,-110,-105,0.86,0.14,Over,11031,M. Liberatore,J. Soriano,10,5
5/13/2024,COL,SD,200,-218,0.94,0.06,8,-105,-110,0.98,0.02,Over,25541,Dak. Hudson,R. Vasquez,5,4
5/13/2024,KC,SEA,130,-148,0.81,0.19,7,-105,-104,0.88,0.12,Over,25884,B. Singer,G. Kirby,2,6
5/13/2024,CIN,AZ,140,-155,0.88,0.12,8.5,-105,100,0.87,0.13,Over,19583,G. Ashcraft,J. Montgomery,5,6
5/13/2024,LAD,SF,-190,184,0.11,0.89,8,-108,105,0.96,0.04,Over,32003,Y. Yamamoto,J. Hicks,6,4
5/14/2024,PHI,NYM,-120,105,0.2,0.8,7.5,105,-103,0.96,0.04,Under,26975,A. Nola,J. Butto,4,0
5/14/2024,WAS,CHW,-108,-105,0.3,0.7,8,100,-115,0.86,0.14,Over,5427,T. Williams,C. Flexen,6,3
5/14/2024,MIA,DET,158,-175,0.89,0.11,8.5,-105,-102,0.9,0.1,Under,18735,R. Weathers,R. Olson,1,0
5/14/2024,TB,BOS,105,-118,0.73,0.27,9.5,100,105,0.94,0.06,Under,17826,A. Civale,N. Pivetta,4,5
5/14/2024,CHC,ATL,170,-190,0.93,0.07,8,100,-102,0.88,0.12,Under,29545,J. Taillon,C. Sale,0,7
5/14/2024,PIT,MIL,140,-155,0.84,0.16,8,100,-105,0.93,0.07,Under,18488,Q. Priester,J. Ross,3,4
5/14/2024,NYY,MIN,-110,102,0.32,0.68,8.5,-102,-103,0.88,0.12,Under,30822,C. Rodon,C. Paddack,5,1
5/14/2024,CLE,TEX,105,-120,0.64,0.36,9.5,100,100,0.71,0.29,Over,20942,B. Lively,J. Leiter,7,4
5/14/2024,WAS,CHW,-113,110,0.34,0.66,8,100,-115,0.74,0.26,Over,26682,T. Williams,C. Flexen,6,3
5/14/2024,OAK,HOU,160,-175,0.93,0.07,8.5,102,105,0.89,0.11,Under,24142,J. Sears,R. Blanco,1,2
5/14/2024,STL,LAA,-140,335,0.24,0.76,7,105,102,0.96,0.04,Over,21123,S. Gray,R. Detmers,7,6
5/14/2024,KC,SEA,143,-160,0.88,0.12,7.5,100,105,0.95,0.05,Under,20825,M. Wacha,L. Gilbert,4,2
5/14/2024,COL,SD,250,-245,0.94,0.06,7,-105,-109,0.94,0.06,Over,25561,C. Quantrill,D. Cease,6,3
5/14/2024,CIN,AZ,-102,-114,0.75,0.25,8.5,-112,-105,0.91,0.09,Under,18018,H. Greene,S. Cecconi,6,2
5/14/2024,LAD,SF,-184,158,0.09,0.91,8.5,100,-104,0.82,0.18,Over,24920,G. Stone,K. Winn,10,2
5/15/2024,TOR,BAL,120,-135,0.85,0.15,7,100,-112,0.82,0.18,Under,26066,Y. Kikuchi,K. Bradish,2,3
5/15/2024,PIT,MIL,130,-141,0.88,0.12,8,100,-103,0.57,0.43,Over,18018,M. Perez,R. Gasser,2,10
5/15/2024,MIA,DET,143,-162,0.91,0.09,9,-115,-104,0.57,0.43,Under,20159,Tr. Rogers,C. Mize,2,0
5/15/2024,WAS,CHW,163,-165,0.79,0.21,7,-115,102,0.87,0.13,Under,18649,P. Corbin,G. Crochet,0,2
5/15/2024,CIN,AZ,135,-155,0.86,0.14,8.5,100,-105,0.75,0.25,Under,21820,A. Abbott,B. Pfaadt,1,2
5/15/2024,KC,SEA,850,-142,0.77,0.23,8,-102,100,0.8,0.2,Under,20184,A. Marsh,B. Woo,2,4
5/15/2024,COL,SD,205,225,0.91,0.09,7,102,105,0.87,0.13,Over,17105,A. Gomber,M. King,8,0
5/15/2024,NYM,PHI,178,-200,0.92,0.08,7.5,-103,-112,0.72,0.28,Over,27520,J. Lucchesi,R. Suarez,5,10
5/15/2024,TB,BOS,120,-130,0.77,0.23,8,102,-105,0.58,0.42,Under,26248,T. Bradley,T. Houck,4,3
5/15/2024,CHC,ATL,170,-180,0.92,0.08,9,100,102,0.44,0.56,Under,28499,J. Assad,C. Morton,7,1
5/15/2024,NYY,MIN,120,-136,0.61,0.39,8,-108,-108,0.74,0.26,Under,26031,M. Stroman,P. Lopez,4,0
5/15/2024,CLE,TEX,165,-190,0.74,0.26,8.5,102,100,0.85,0.15,Under,23658,C. Carrasco,Jon. Gray,0,4
5/15/2024,OAK,HOU,205,-245,0.95,0.05,9,102,100,0.64,0.36,Under,20997,T. Ferguson,F. Valdez,0,3
5/15/2024,STL,LAA,-120,106,0.38,0.62,8.5,100,-103,0.8,0.2,Over,16090,L. Lynn,G. Canning,2,7
5/15/2024,LAD,SF,-136,130,0.14,0.86,8,-104,100,0.91,0.09,Under,22305,E. Hernandez,L. Webb,1,4
5/16/2024,NYY,MIN,100,-115,0.48,0.52,8,-109,-105,0.52,0.48,Under,31726,C. Schmidt,J. Ryan,5,0
5/16/2024,NYM,PHI,130,-135,0.85,0.15,8.5,-114,105,0.77,0.23,Over,34942,J. Quintana,T. Walker,6,5
5/16/2024,TB,BOS,-108,-105,0.54,0.46,7.5,100,-104,0.95,0.05,Over,28277,Z. Littell,C. Criswell,7,5
5/16/2024,PIT,CHC,110,-121,0.81,0.19,8,-110,100,0.98,0.02,Over,35835,J. Jones,J. Steele,5,4
5/16/2024,OAK,HOU,180,-200,0.89,0.11,9,-107,-110,0.93,0.07,Push,30362,J. Estes,C. Javier,1,8
5/16/2024,CIN,LAD,275,-300,0.95,0.05,7.5,102,-110,0.98,0.02,Over,31998,B. Suter,T. Glasnow,7,2
5/17/2024,PIT,CHC,-115,100,0.56,0.44,7.5,105,-112,0.91,0.09,Over,31685,P. Skenes,K. Hendricks,9,3
5/17/2024,WAS,PHI,222,-240,0.94,0.06,7.5,-118,100,0.8,0.2,Under,26167,J. Irvin,Z. Wheeler,2,4
5/17/2024,CHW,NYY,245,-275,0.96,0.04,8,-105,100,0.87,0.13,Under,28600,M. Clevinger,N. Cortes Jr.,2,4
5/17/2024,SEA,BAL,115,-130,0.78,0.22,8.5,105,100,0.57,0.43,Over,19397,Br. Miller,J. Means,2,9
5/17/2024,TB,TOR,143,-162,0.77,0.23,8.5,-105,-110,0.85,0.15,Under,13555,T. Alexander,C. Bassitt,4,3
5/17/2024,MIN,CLE,110,-125,0.75,0.25,8.5,100,-102,0.62,0.38,Under,17741,S. Woods-Richardson,T. McKenzie,2,3
5/17/2024,NYM,MIA,-115,110,0.35,0.65,7.5,-102,-115,0.86,0.14,Over,21396,C. Scott,J. Luzardo,0,8
5/17/2024,SD,ATL,180,-215,0.91,0.09,8,-113,-105,0.72,0.28,Under,26536,M. Waldron,M. Fried,3,1
5/17/2024,OAK,KC,175,-200,0.9,0.1,8.5,-105,-110,0.79,0.21,Under,10814,M. Spence,C. Ragans,2,6
5/17/2024,LAA,TEX,163,-185,0.84,0.16,9,100,-108,0.76,0.24,Over,20103,T. Anderson,A. Heaney,9,3
5/17/2024,MIL,HOU,-110,102,0.55,0.45,7.5,-110,-105,0.84,0.16,Over,27444,F. Peralta,H. Brown,4,5
5/17/2024,BOS,STL,-105,-108,0.41,0.59,8,-107,-104,0.82,0.18,Over,17756,B. Bello,K. Gibson,6,10
5/17/2024,DET,AZ,-135,118,0.38,0.62,8,100,100,0.86,0.14,Over,23269,T. Skubal,R. Nelson,13,0
5/17/2024,CIN,LAD,170,-190,0.92,0.08,8.5,-102,-110,0.81,0.19,Over,31731,F. Montas,J. Paxton,3,7
5/17/2024,COL,SF,120,-135,0.82,0.18,7,105,-115,0.89,0.11,Over,23249,R. Feltner,M. Black,5,10
5/18/2024,CHW,NYY,245,-275,0.97,0.03,8,-110,-104,0.61,0.39,Under,23562,B. Keller,L. Gil,1,6
5/18/2024,PIT,CHC,215,-200,0.81,0.19,8.5,-105,105,0.91,0.09,Under,29984,B. Falter,S. Imanaga,0,1
5/18/2024,TB,TOR,125,-142,0.66,0.34,7.5,102,-114,0.98,0.02,Over,16539,Z. Eflin,K. Gausman,5,4
5/18/2024,SEA,BAL,122,-130,0.79,0.21,7,102,110,0.85,0.15,Push,13404,L. Castillo,G. Rodriguez,4,3
5/18/2024,COL,SF,160,-170,0.92,0.08,8,-114,100,0.87,0.13,Over,13742,T. Blach,K. Harrison,4,14
5/18/2024,NYM,MIA,-120,110,0.29,0.71,7.5,100,-110,0.88,0.12,Over,19927,L. Severino,B. Garrett,9,10
5/18/2024,WAS,PHI,150,-170,0.92,0.08,7,104,105,0.97,0.03,Push,25127,M. Gore,C. Sanchez,3,4
5/18/2024,MIN,CLE,-120,107,0.48,0.52,7,102,102,0.96,0.04,Over,21381,B. Ober,L. Allen,4,11
5/18/2024,OAK,KC,178,-188,0.93,0.07,9.5,100,-115,0.67,0.33,Under,27666,R. Stripling,S. Lugo,3,5
5/18/2024,MIL,HOU,150,-174,0.83,0.17,8.5,-102,-110,0.81,0.19,Under,19992,B. Wilson,J. Verlander,4,2
