Home,HomeScore,RoadScore,Road,HomeOdds,DrawOdds,RoadOdds,Playoffs,Season,Date
Austin FC,2,1,Real Salt Lake,2.36,3.78,3.04,0,2021,10/2/2021
Orlando City,2,1,DC United,2.49,3.7,2.89,0,2021,10/2/2021
Vancouver Whitecaps,3,0,San Jose Earthquakes,2.25,3.6,3.3,0,2021,10/2/2021
Los Angeles Galaxy,1,1,Los Angeles FC,2.31,3.76,3,0,2021,10/3/2021
Seattle Sounders,3,0,Colorado Rapids,2.16,3.2,4,0,2021,10/3/2021
New York City,0,0,Nashville SC,2.07,3.6,4.25,0,2021,10/3/2021
Philadelphia Union,3,0,Columbus Crew,1.84,3.8,4.7,0,2021,10/3/2021
Sporting Kansas City,4,2,Dynamo Houston,1.64,4.55,6.1,0,2021,10/3/2021
Toronto FC,3,1,Chicago Fire,2.11,4,3.62,0,2021,10/3/2021
Portland Timbers,1,0,Miami FC,1.93,3.75,4.46,0,2021,10/3/2021
CF MontrŽal,2,1,Atlanta United FC,2.11,3.72,3.65,0,2021,10/3/2021
New York Red Bulls,1,0,Miami FC,1.7,4.1,7,0,2021,10/9/2021
FC Cincinnati,1,2,Philadelphia Union,3,3.48,2.46,0,2021,10/9/2021
Seattle Sounders,4,1,Vancouver Whitecaps,1.96,3.6,5,0,2021,10/9/2021
Minnesota United,1,3,Colorado Rapids,2.15,3.62,3.8,0,2021,10/10/2021
DC United,0,0,Nashville SC,2.29,3.45,3.75,0,2021,10/16/2021
FC Cincinnati,0,1,Orlando City,3.45,3.68,2.4,0,2021,10/16/2021
Austin FC,0,1,Minnesota United,2.5,3.7,2.8,0,2021,10/16/2021
Toronto FC,0,2,Atlanta United FC,2.38,3.72,3,0,2021,10/16/2021
Dynamo Houston,2,1,Seattle Sounders,2.53,3.45,2.92,0,2021,10/16/2021
Los Angeles Galaxy,2,1,Portland Timbers,2.04,4.05,4.1,0,2021,10/16/2021
New England Revolution,2,2,Chicago Fire,1.44,5.55,8,0,2021,10/16/2021
Los Angeles FC,3,1,San Jose Earthquakes,1.6,4.35,5.8,0,2021,10/16/2021
Real Salt Lake,3,1,Colorado Rapids,2.75,3.6,2.61,0,2021,10/16/2021
Columbus Crew,4,0,Miami FC,1.75,4,5.35,0,2021,10/16/2021
Vancouver Whitecaps,2,1,Sporting Kansas City,2.89,3.7,2.43,0,2021,10/17/2021
CF MontrŽal,2,2,Philadelphia Union,2.28,3.58,3.3,0,2021,10/17/2021
New York Red Bulls,1,0,New York City,2.78,3.4,2.7,0,2021,10/17/2021
Dynamo Houston,0,3,Los Angeles Galaxy,2.47,3.8,2.9,0,2021,10/20/2021
Atlanta United FC,1,1,New York City,2.6,3.54,2.76,0,2021,10/20/2021
Nashville SC,1,1,Columbus Crew,1.9,3.58,5.7,0,2021,10/20/2021
Colorado Rapids,1,1,Seattle Sounders,2,3.65,3.9,0,2021,10/20/2021
DC United,2,3,New England Revolution,2.53,3.74,3.1,0,2021,10/20/2021
FC Dallas,2,3,Los Angeles FC,2.95,3.64,2.41,0,2021,10/20/2021
Portland Timbers,2,3,Vancouver Whitecaps,1.91,3.9,4.35,0,2021,10/20/2021
Miami FC,3,0,Toronto FC,2.33,3.72,3.1,0,2021,10/20/2021
Minnesota United,3,2,Philadelphia Union,2.28,3.65,3.2,0,2021,10/20/2021
FC Cincinnati,3,4,Chicago Fire,2.77,3.68,2.63,0,2021,10/20/2021
San Jose Earthquakes,4,0,Austin FC,2.1,4,3.9,0,2021,10/20/2021
Orlando City,1,1,CF MontrŽal,1.98,3.85,4.4,0,2021,10/21/2021
Philadelphia Union,1,0,Nashville SC,2.14,3.4,4.65,0,2021,10/23/2021
Chicago Fire,1,0,Real Salt Lake,2.07,3.92,3.65,0,2021,10/23/2021
Minnesota United,1,1,Los Angeles FC,2.44,3.64,2.94,0,2021,10/23/2021
San Jose Earthquakes,1,1,Vancouver Whitecaps,2.42,3.6,3.35,0,2021,10/23/2021
Seattle Sounders,1,2,Sporting Kansas City,2.2,3.6,3.7,0,2021,10/23/2021
Columbus Crew,1,2,New York Red Bulls,2.7,3.28,2.92,0,2021,10/23/2021
Colorado Rapids,2,0,Portland Timbers,1.63,4.4,5.5,0,2021,10/23/2021
Los Angeles Galaxy,2,2,FC Dallas,1.58,4.55,5.8,0,2021,10/23/2021
Miami FC,5,1,FC Cincinnati,1.76,4.5,5.45,0,2021,10/23/2021
New York City,6,0,DC United,1.95,3.75,4.35,0,2021,10/23/2021
Orlando City,2,2,New England Revolution,2.16,3.88,4.15,0,2021,10/24/2021
Austin FC,2,1,Dynamo Houston,2.21,3.9,3.2,0,2021,10/24/2021
Toronto FC,1,1,CF MontrŽal,2.75,3.62,2.62,0,2021,10/24/2021
Los Angeles FC,3,0,Seattle Sounders,2.02,3.75,3.85,0,2021,10/26/2021
New England Revolution,1,0,Colorado Rapids,1.8,5,6.3,0,2021,10/27/2021
DC United,1,0,New York Red Bulls,2.58,3.5,3.3,0,2021,10/27/2021
New York City,1,0,Chicago Fire,1.4,5.5,8.5,0,2021,10/27/2021
FC Dallas,1,2,Real Salt Lake,2.13,3.84,3.45,0,2021,10/27/2021
Sporting Kansas City,2,0,Los Angeles Galaxy,2.1,3.92,3.65,0,2021,10/27/2021
Portland Timbers,2,0,San Jose Earthquakes,1.83,4.33,4.4,0,2021,10/27/2021
Atlanta United FC,2,1,Miami FC,1.55,4.6,6.5,0,2021,10/27/2021
Vancouver Whitecaps,2,1,Minnesota United,2.49,3.48,3,0,2021,10/27/2021
Toronto FC,2,2,Philadelphia Union,3.1,3.6,2.65,0,2021,10/27/2021
Columbus Crew,3,2,Orlando City,2.66,3.45,3.35,0,2021,10/27/2021
FC Cincinnati,3,6,Nashville SC,4.9,3.6,2.05,0,2021,10/27/2021
Atlanta United FC,1,1,Toronto FC,1.41,5.9,9.5,0,2021,10/30/2021
Miami FC,1,3,New York City,4.6,4.05,1.77,0,2021,10/30/2021
DC United,1,3,Columbus Crew,1.74,4,5.1,0,2021,10/30/2021
FC Dallas,2,1,Austin FC,2.07,3.78,3.7,0,2021,10/30/2021
Real Salt Lake,3,4,San Jose Earthquakes,1.6,4.5,5.61,0,2021,10/30/2021
Philadelphia Union,2,0,FC Cincinnati,1.33,5.7,9.5,0,2021,10/31/2021
Minnesota United,2,1,Sporting Kansas City,2.11,3.8,3.55,0,2021,10/31/2021
Dynamo Houston,0,1,Colorado Rapids,3.4,3.62,2.45,0,2021,10/31/2021
New York Red Bulls,1,0,CF MontrŽal,1.68,4,6.1,0,2021,10/31/2021
Orlando City,1,1,Nashville SC,2.33,3.28,3.45,0,2021,10/31/2021
Seattle Sounders,1,1,Los Angeles Galaxy,1.79,4,4.6,0,2021,11/1/2021
Los Angeles FC,1,1,Vancouver Whitecaps,1.7,4.25,5,0,2021,11/2/2021
New York Red Bulls,0,0,Atlanta United FC,2.05,3.5,4.4,0,2021,11/3/2021
Real Salt Lake,1,3,Portland Timbers,2.07,4.2,3.92,0,2021,11/3/2021
Austin FC,3,1,Sporting Kansas City,3.05,3.74,2.33,0,2021,11/3/2021
CF MontrŽal,2,0,Dynamo Houston,1.57,4.7,6.8,0,2021,11/4/2021
New England Revolution,0,1,Miami FC,1.33,6.25,9.5,0,2021,11/7/2021
Sporting Kansas City,0,1,Real Salt Lake,1.79,4.25,4.5,0,2021,11/7/2021
Nashville SC,1,1,New York Red Bulls,2.47,3.13,3.6,0,2021,11/7/2021
New York City,1,1,Philadelphia Union,1.8,3.82,4.6,0,2021,11/7/2021
San Jose Earthquakes,1,1,FC Dallas,2.1,4,3.4,0,2021,11/7/2021
Vancouver Whitecaps,1,1,Seattle Sounders,3.1,3.42,2.45,0,2021,11/7/2021
FC Cincinnati,1,2,Atlanta United FC,4.5,4.1,1.83,0,2021,11/7/2021
Toronto FC,1,3,DC United,2.7,3.9,2.5,0,2021,11/7/2021
Columbus Crew,2,0,Chicago Fire,1.73,4.4,5.05,0,2021,11/7/2021
Portland Timbers,3,0,Austin FC,1.75,4.45,4.55,0,2021,11/7/2021
Los Angeles Galaxy,3,3,Minnesota United,1.91,3.82,4.2,0,2021,11/7/2021
Colorado Rapids,5,2,Los Angeles FC,2.26,3.75,3.1,0,2021,11/7/2021
CF MontrŽal,0,2,Orlando City,2.2,3.64,3.42,0,2021,11/8/2021
Philadelphia Union,1,0,New York Red Bulls,2.55,3.18,3.6,1,2021,11/20/2021
Sporting Kansas City,3,1,Vancouver Whitecaps,1.65,4.25,6,1,2021,11/20/2021
New York City,2,0,Atlanta United FC,1.85,3.92,4.48,1,2021,11/21/2021
Portland Timbers,3,1,Minnesota United,2.11,3.8,3.3,1,2021,11/21/2021
Seattle Sounders,(5)Ê0,0Ê(6),Real Salt Lake,1.67,4.24,5.6,1,2021,11/23/2021
Nashville SC,3,1,Orlando City,2.07,3.25,4.46,1,2021,11/23/2021
Colorado Rapids,0,1,Portland Timbers,1.63,4.1,5.6,1,2021,11/25/2021
Philadelphia Union,(2)Ê1,1Ê(0),Nashville SC,2.42,3.13,3.55,1,2021,11/28/2021
Sporting Kansas City,1,2,Real Salt Lake,1.61,4.24,5.75,1,2021,11/28/2021
New England Revolution,(3)Ê2,2Ê(5),New York City,2.15,3.75,3.54,1,2021,11/30/2021
Portland Timbers,2,0,Real Salt Lake,1.95,4.2,4.7,1,2021,12/4/2021
Philadelphia Union,1,2,New York City,4.4,3.3,2.07,1,2021,12/5/2021
Portland Timbers,(2)Ê1,1Ê(4),New York City,2.83,3.24,2.76,1,2021,12/11/2021
Miami FC,0,0,Chicago Fire,2.72,3.5,2.61,0,2022,2/26/2022
Philadelphia Union,1,1,Minnesota United,2.01,3.6,5,0,2022,2/26/2022
FC Dallas,1,1,Toronto FC,2.09,3.8,3.65,0,2022,2/26/2022
San Jose Earthquakes,1,3,New York Red Bulls,2.64,3.35,2.88,0,2022,2/26/2022
Portland Timbers,2,2,New England Revolution,2.43,3.74,2.93,0,2022,2/26/2022
Los Angeles FC,3,0,Colorado Rapids,1.8,3.98,4.75,0,2022,2/26/2022
DC United,3,0,Charlotte,1.7,4,5.3,0,2022,2/26/2022
Columbus Crew,4,0,Vancouver Whitecaps,1.58,4.3,6.5,0,2022,2/26/2022
Austin FC,5,0,FC Cincinnati,1.72,4.1,5.03,0,2022,2/26/2022
Dynamo Houston,0,0,Real Salt Lake,1.67,3.94,5.9,0,2022,2/27/2022
Seattle Sounders,0,1,Nashville SC,2.1,3.35,3.95,0,2022,2/27/2022
Orlando City,2,0,CF MontrŽal,2.03,3.58,3.9,0,2022,2/27/2022
Atlanta United FC,3,1,Sporting Kansas City,2.16,3.56,3.75,0,2022,2/27/2022
Los Angeles Galaxy,1,0,New York City,2.72,3.54,2.69,0,2022,2/27/2022
Chicago Fire,0,0,Orlando City,1.97,3.76,4.25,0,2022,3/5/2022
Vancouver Whitecaps,0,0,New York City,3.9,3.65,2.11,0,2022,3/5/2022
FC Cincinnati,0,1,DC United,3.2,3.6,2.33,0,2022,3/5/2022
Charlotte,0,1,Los Angeles Galaxy,2.85,3.6,2.51,0,2022,3/5/2022
New England Revolution,1,0,FC Dallas,1.62,4.6,5.75,0,2022,3/5/2022
Sporting Kansas City,1,0,Dynamo Houston,1.99,3.9,4.75,0,2022,3/5/2022
Real Salt Lake,1,0,Seattle Sounders,2.4,3.4,3.65,0,2022,3/5/2022
Minnesota United,1,1,Nashville SC,2.76,3.35,3.2,0,2022,3/5/2022
Toronto FC,1,4,New York Red Bulls,2.71,3.5,2.9,0,2022,3/5/2022
Colorado Rapids,3,0,Atlanta United FC,1.95,3.7,4.6,0,2022,3/5/2022
San Jose Earthquakes,3,3,Columbus Crew,2.76,3.6,2.9,0,2022,3/5/2022
Los Angeles FC,1,1,Portland Timbers,1.51,4.9,6.25,0,2022,3/6/2022
Austin FC,5,1,Miami FC,1.9,4.05,4.85,0,2022,3/6/2022
CF MontrŽal,1,2,Philadelphia Union,2.51,3.4,3.1,0,2022,3/6/2022
Miami FC,0,2,Los Angeles FC,3.7,3.65,2.06,0,2022,3/12/2022
DC United,0,2,Chicago Fire,2.26,3.6,3.8,0,2022,3/12/2022
Portland Timbers,1,0,Austin FC,1.98,4,4.5,0,2022,3/12/2022
Orlando City,1,2,FC Cincinnati,1.55,4.4,6.25,0,2022,3/12/2022
Philadelphia Union,2,0,San Jose Earthquakes,1.67,4.45,6.35,0,2022,3/12/2022
FC Dallas,2,0,Nashville SC,2.57,3.4,3.1,0,2022,3/12/2022
Colorado Rapids,2,0,Sporting Kansas City,2.05,3.78,4.6,0,2022,3/12/2022
Columbus Crew,2,1,Toronto FC,1.6,5.1,7.6,0,2022,3/12/2022
Dynamo Houston,2,1,Vancouver Whitecaps,1.91,3.85,5,0,2022,3/12/2022
New England Revolution,2,3,Real Salt Lake,1.77,4.1,5.5,0,2022,3/12/2022
Seattle Sounders,3,2,Los Angeles Galaxy,2,3.68,4,0,2022,3/12/2022
New York Red Bulls,0,1,Minnesota United,1.62,4.1,6.3,0,2022,3/13/2022
New York City,4,1,CF MontrŽal,1.43,4.95,7.7,0,2022,3/13/2022
Atlanta United FC,2,1,Charlotte,1.65,4.5,6.3,0,2022,3/13/2022
Los Angeles Galaxy,0,1,Orlando City,1.84,3.8,4.35,0,2022,3/19/2022
New York City,0,2,Philadelphia Union,1.82,3.82,4.5,0,2022,3/19/2022
Minnesota United,1,0,San Jose Earthquakes,1.77,4.05,4.5,0,2022,3/19/2022
Dynamo Houston,1,1,Colorado Rapids,2.26,3.44,3.4,0,2022,3/19/2022
Toronto FC,2,1,DC United,2.38,3.62,2.99,0,2022,3/19/2022
Real Salt Lake,2,1,Nashville SC,2.75,3.08,2.95,0,2022,3/19/2022
FC Cincinnati,3,1,Miami FC,2.14,3.66,3.68,0,2022,3/19/2022
Chicago Fire,3,1,Sporting Kansas City,1.76,3.82,5,0,2022,3/19/2022
Charlotte,3,1,New England Revolution,3.1,3.7,2.26,0,2022,3/19/2022
FC Dallas,4,1,Portland Timbers,1.95,3.72,4.1,0,2022,3/19/2022
Los Angeles FC,3,1,Vancouver Whitecaps,1.34,5.6,10,0,2022,3/20/2022
New York Red Bulls,1,1,Columbus Crew,2.05,3.7,3.95,0,2022,3/20/2022
Atlanta United FC,3,3,CF MontrŽal,1.85,3.85,4.4,0,2022,3/20/2022
Austin FC,1,1,Seattle Sounders,2.07,3.62,4,0,2022,3/20/2022
Sporting Kansas City,1,0,Real Salt Lake,2.02,3.7,4.2,0,2022,3/26/2022
Charlotte,2,0,FC Cincinnati,2.29,3.55,3.65,0,2022,3/26/2022
Portland Timbers,1,1,Orlando City,2.05,3.68,4.25,0,2022,3/27/2022
Chicago Fire,0,0,FC Dallas,2.11,3.54,3.9,0,2022,4/2/2022
Columbus Crew,0,1,Nashville SC,2.42,3.42,4.3,0,2022,4/2/2022
DC United,0,1,Atlanta United FC,2.24,3.55,3.45,0,2022,4/2/2022
New England Revolution,0,1,New York Red Bulls,2.4,3.7,3.95,0,2022,4/2/2022
Vancouver Whitecaps,1,0,Sporting Kansas City,2.63,3.38,2.8,0,2022,4/2/2022
Colorado Rapids,1,1,Real Salt Lake,1.75,4.1,6,0,2022,4/2/2022
Minnesota United,1,2,Seattle Sounders,2.25,3.52,3.6,0,2022,4/2/2022
Miami FC,1,3,Dynamo Houston,2.38,3.52,3.22,0,2022,4/2/2022
Philadelphia Union,2,0,Charlotte,1.48,4.8,8,0,2022,4/2/2022
Toronto FC,2,1,New York City,3.7,3.72,2.25,0,2022,4/2/2022
San Jose Earthquakes,2,2,Austin FC,2.55,3.68,2.9,0,2022,4/2/2022
Orlando City,2,4,Los Angeles FC,2.75,3.54,2.81,0,2022,4/2/2022
FC Cincinnati,3,4,CF MontrŽal,2.42,3.55,3.1,0,2022,4/3/2022
Portland Timbers,1,3,Los Angeles Galaxy,2.47,3.8,3.1,0,2022,4/3/2022
Orlando City,1,0,Chicago Fire,1.93,3.65,4.25,0,2022,4/9/2022
Philadelphia Union,1,0,Columbus Crew,2.35,3.5,4,0,2022,4/9/2022
Sporting Kansas City,1,2,Nashville SC,2.51,3.45,3.9,0,2022,4/9/2022
Los Angeles Galaxy,2,1,Los Angeles FC,2.52,3.78,2.7,0,2022,4/9/2022
Real Salt Lake,2,2,Toronto FC,1.96,3.84,4.5,0,2022,4/9/2022
Vancouver Whitecaps,2,3,Portland Timbers,2.8,3.5,2.75,0,2022,4/9/2022
FC Dallas,3,1,Colorado Rapids,2.09,3.5,4,0,2022,4/9/2022
Miami FC,3,2,New England Revolution,3,3.65,2.33,0,2022,4/9/2022
Dynamo Houston,4,3,San Jose Earthquakes,1.75,4.05,4.75,0,2022,4/9/2022
Austin FC,1,0,Minnesota United,2.06,3.9,3.8,0,2022,4/10/2022
Charlotte,1,0,Atlanta United FC,3.45,3.7,2.85,0,2022,4/10/2022
New York Red Bulls,1,2,CF MontrŽal,1.68,4.2,6,0,2022,4/10/2022
Atlanta United FC,0,0,FC Cincinnati,1.77,4.33,5.75,0,2022,4/16/2022
Dynamo Houston,0,0,Portland Timbers,2.28,3.6,3.45,0,2022,4/16/2022
New York Red Bulls,0,0,FC Dallas,1.85,3.75,5,0,2022,4/16/2022
Chicago Fire,0,0,Los Angeles Galaxy,2.6,3.65,3.25,0,2022,4/16/2022
Seattle Sounders,0,1,Miami FC,1.9,4.2,5.75,0,2022,4/16/2022
Columbus Crew,0,2,Orlando City,1.85,3.75,4.8,0,2022,4/16/2022
New England Revolution,2,1,Charlotte,1.7,4.5,5.5,0,2022,4/16/2022
Toronto FC,2,1,Philadelphia Union,3.2,3.52,2.5,0,2022,4/16/2022
San Jose Earthquakes,2,2,Nashville SC,3,3.4,2.55,0,2022,4/16/2022
DC United,2,3,Austin FC,2.09,3.75,3.62,0,2022,4/16/2022
Minnesota United,3,1,Colorado Rapids,2.44,3.45,3.45,0,2022,4/16/2022
New York City,6,0,Real Salt Lake,1.57,4.6,7.5,0,2022,4/17/2022
CF MontrŽal,2,1,Vancouver Whitecaps,1.85,3.95,5.3,0,2022,4/17/2022
Los Angeles FC,3,1,Sporting Kansas City,1.57,4.55,6,0,2022,4/17/2022
Sporting Kansas City,0,0,Columbus Crew,2.62,3.42,2.95,0,2022,4/23/2022
Colorado Rapids,0,0,Charlotte,1.64,4.3,7.2,0,2022,4/23/2022
Portland Timbers,0,0,Real Salt Lake,1.91,3.78,4.6,0,2022,4/23/2022
Los Angeles Galaxy,1,0,Nashville SC,2.11,3.48,3.8,0,2022,4/23/2022
FC Dallas,2,1,Dynamo Houston,1.88,3.74,4.65,0,2022,4/23/2022
Minnesota United,3,0,Chicago Fire,2.13,3.52,4.05,0,2022,4/23/2022
Austin FC,3,0,Vancouver Whitecaps,1.64,4.25,5.2,0,2022,4/23/2022
DC United,3,2,New England Revolution,2.49,3.78,2.82,0,2022,4/23/2022
San Jose Earthquakes,4,3,Seattle Sounders,2.65,3.58,2.97,0,2022,4/23/2022
Miami FC,2,1,Atlanta United FC,2.79,3.45,2.68,0,2022,4/24/2022
Philadelphia Union,1,1,CF MontrŽal,1.83,3.78,4.7,0,2022,4/24/2022
Orlando City,0,3,New York Red Bulls,2.47,3.4,3.1,0,2022,4/24/2022
FC Cincinnati,1,2,Los Angeles FC,4.35,4.3,1.75,0,2022,4/24/2022
New York City,5,4,Toronto FC,1.45,5.1,7.2,0,2022,4/24/2022
Real Salt Lake,1,0,Los Angeles Galaxy,2.64,3.54,2.85,0,2022,4/30/2022
Dynamo Houston,1,2,Austin FC,2.35,3.7,3.45,0,2022,4/30/2022
Toronto FC,1,2,FC Cincinnati,1.91,4.25,4,0,2022,4/30/2022
Chicago Fire,1,2,New York Red Bulls,3.5,3.4,3,0,2022,4/30/2022
New England Revolution,2,0,Miami FC,1.55,4.65,7,0,2022,4/30/2022
Colorado Rapids,2,0,Portland Timbers,1.85,4.1,5.7,0,2022,4/30/2022
Orlando City,2,1,Charlotte,1.99,3.75,5.25,0,2022,4/30/2022
Sporting Kansas City,2,2,FC Dallas,2.36,3.5,3.3,0,2022,4/30/2022
Columbus Crew,3,0,DC United,1.98,4,4.8,0,2022,4/30/2022
Los Angeles FC,2,0,Minnesota United,1.7,4.85,6.25,0,2022,5/1/2022
New York City,3,0,San Jose Earthquakes,1.73,5.4,7.3,0,2022,5/1/2022
CF MontrŽal,2,1,Atlanta United FC,2.24,3.65,3.7,0,2022,5/1/2022
Nashville SC,1,1,Philadelphia Union,2.55,3.55,4.33,0,2022,5/1/2022
FC Cincinnati,2,0,Toronto FC,2.12,4.1,3.68,0,2022,5/4/2022
New York City,0,0,Sporting Kansas City,1.44,5,7.5,0,2022,5/7/2022
Minnesota United,0,1,FC Cincinnati,1.8,4.25,4.65,0,2022,5/7/2022
Charlotte,1,0,Miami FC,1.68,4,5.3,0,2022,5/7/2022
San Jose Earthquakes,1,0,Colorado Rapids,2.43,3.6,3.05,0,2022,5/7/2022
New York Red Bulls,1,1,Portland Timbers,1.45,4.75,7.7,0,2022,5/7/2022
DC United,2,0,Dynamo Houston,1.96,3.84,3.92,0,2022,5/7/2022
FC Dallas,2,0,Seattle Sounders,1.7,4.1,5.8,0,2022,5/7/2022
New England Revolution,2,2,Columbus Crew,2,3.76,4.75,0,2022,5/7/2022
Los Angeles FC,2,2,Philadelphia Union,2.04,3.7,3.85,0,2022,5/7/2022
Atlanta United FC,4,1,Chicago Fire,1.73,4.35,7,0,2022,5/7/2022
CF MontrŽal,4,1,Orlando City,2.16,3.5,3.74,0,2022,5/8/2022
Vancouver Whitecaps,1,0,Toronto FC,1.85,3.94,4.65,0,2022,5/8/2022
Nashville SC,2,0,Real Salt Lake,1.7,3.85,6.5,0,2022,5/8/2022
Toronto FC,0,1,Orlando City,3.6,3.6,2.63,0,2022,5/14/2022
Philadelphia Union,1,1,New York Red Bulls,2.4,3.3,3.46,0,2022,5/14/2022
Chicago Fire,1,2,FC Cincinnati,2,3.74,4,0,2022,5/14/2022
Los Angeles Galaxy,1,3,FC Dallas,1.87,3.84,4.5,0,2022,5/14/2022
Colorado Rapids,2,0,Los Angeles FC,2.67,3.64,2.75,0,2022,5/14/2022
New York City,2,0,Columbus Crew,1.65,4.4,5.75,0,2022,5/14/2022
Dynamo Houston,2,0,Nashville SC,2.89,3.2,3.3,0,2022,5/14/2022
Real Salt Lake,2,1,Austin FC,2.3,3.55,3.15,0,2022,5/14/2022
Vancouver Whitecaps,3,3,San Jose Earthquakes,2.45,3.55,3.3,0,2022,5/14/2022
Portland Timbers,7,2,Sporting Kansas City,2.05,3.6,4.35,0,2022,5/14/2022
Atlanta United FC,2,2,New England Revolution,2.23,3.74,3.65,0,2022,5/15/2022
Seattle Sounders,3,1,Minnesota United,1.67,4.1,5.75,0,2022,5/15/2022
Charlotte,0,2,CF MontrŽal,2.55,3.45,3.2,0,2022,5/15/2022
Philadelphia Union,0,0,Miami FC,1.45,4.75,7.8,0,2022,5/18/2022
Dynamo Houston,0,1,Seattle Sounders,2.75,3.32,2.9,0,2022,5/18/2022
DC United,0,2,New York City,3.2,3.68,2.56,0,2022,5/18/2022
Minnesota United,1,1,Los Angeles Galaxy,2.56,3.7,2.85,0,2022,5/18/2022
Los Angeles FC,1,2,Austin FC,1.57,4.7,6.4,0,2022,5/18/2022
Sporting Kansas City,2,1,Colorado Rapids,2.75,3.42,2.79,0,2022,5/18/2022
Vancouver Whitecaps,2,1,FC Dallas,3.15,3.5,2.4,0,2022,5/18/2022
San Jose Earthquakes,3,2,Portland Timbers,2.1,3.68,3.8,0,2022,5/18/2022
New York Red Bulls,3,3,Chicago Fire,1.59,4.25,6.9,0,2022,5/18/2022
Nashville SC,2,1,CF MontrŽal,2.12,3.5,3.9,0,2022,5/19/2022
Columbus Crew,0,2,Los Angeles FC,2.25,3.75,3.5,0,2022,5/21/2022
DC United,2,2,Toronto FC,1.61,5.1,7,0,2022,5/21/2022
FC Cincinnati,2,3,New England Revolution,2.61,3.7,2.61,0,2022,5/21/2022
Portland Timbers,0,2,Philadelphia Union,2.45,3.38,3.2,0,2022,5/22/2022
Los Angeles Galaxy,0,3,Dynamo Houston,1.8,4,4.65,0,2022,5/22/2022
Colorado Rapids,1,0,Seattle Sounders,2.11,3.6,3.85,0,2022,5/22/2022
San Jose Earthquakes,1,1,Sporting Kansas City,1.85,3.92,4.5,0,2022,5/22/2022
FC Dallas,1,2,Minnesota United,2.13,3.75,3.75,0,2022,5/22/2022
Miami FC,2,0,New York Red Bulls,4.3,3.74,1.95,0,2022,5/22/2022
Austin FC,2,2,Orlando City,2.04,3.75,4,0,2022,5/22/2022
CF MontrŽal,1,2,Real Salt Lake,1.69,4.15,5.5,0,2022,5/22/2022
Charlotte,2,1,Vancouver Whitecaps,1.7,4,5.8,0,2022,5/22/2022
New York City,1,0,Chicago Fire,1.53,4.6,6.5,0,2022,5/22/2022
Minnesota United,0,1,New York City,3.75,3.84,2.13,0,2022,5/28/2022
Sporting Kansas City,0,1,Vancouver Whitecaps,2.17,3.68,4.95,0,2022,5/28/2022
New England Revolution,1,1,Philadelphia Union,2.02,3.75,3.95,0,2022,5/28/2022
Atlanta United FC,1,2,Columbus Crew,1.96,3.75,3.8,0,2022,5/28/2022
Orlando City,1,3,FC Dallas,2.5,3.44,3.05,0,2022,5/28/2022
Colorado Rapids,1,3,Nashville SC,1.96,3.5,4.6,0,2022,5/28/2022
Miami FC,2,1,Portland Timbers,2.49,3.46,3,0,2022,5/28/2022
Real Salt Lake,3,0,Dynamo Houston,2,3.56,4.1,0,2022,5/28/2022
Los Angeles FC,3,2,San Jose Earthquakes,1.66,4.7,5.8,0,2022,5/28/2022
Toronto FC,3,2,Chicago Fire,2.78,3.7,2.55,0,2022,5/28/2022
New York Red Bulls,4,1,DC United,1.61,4.25,5.7,0,2022,5/28/2022
Los Angeles Galaxy,4,1,Austin FC,1.93,4.05,4.05,0,2022,5/29/2022
CF MontrŽal,4,3,FC Cincinnati,1.85,4.05,4.35,0,2022,5/29/2022
Vancouver Whitecaps,2,1,Real Salt Lake,2.95,3.35,2.88,0,2022,6/4/2022
Nashville SC,0,0,San Jose Earthquakes,1.9,4,5.5,0,2022,6/11/2022
Charlotte,2,0,New York Red Bulls,4.4,3.62,2.25,0,2022,6/11/2022
Sporting Kansas City,1,2,New England Revolution,3.05,3.6,2.45,0,2022,6/12/2022
Seattle Sounders,4,0,Vancouver Whitecaps,1.77,3.94,5,0,2022,6/14/2022
New England Revolution,1,1,Orlando City,1.69,4.25,5.25,0,2022,6/15/2022
FC Dallas,0,2,Vancouver Whitecaps,1.5,4.7,6.75,0,2022,6/18/2022
Chicago Fire,1,0,DC United,2.03,3.7,4,0,2022,6/18/2022
Seattle Sounders,1,1,Los Angeles FC,2.54,3.74,3,0,2022,6/18/2022
Los Angeles Galaxy,1,1,Portland Timbers,1.84,4.05,4.5,0,2022,6/18/2022
Columbus Crew,1,1,Charlotte,2.15,3.4,4.2,0,2022,6/18/2022
Philadelphia Union,1,1,FC Cincinnati,1.6,4.55,6.25,0,2022,6/18/2022
New York Red Bulls,2,0,Toronto FC,1.35,5.7,9.1,0,2022,6/18/2022
Real Salt Lake,2,0,San Jose Earthquakes,1.74,4.1,4.75,0,2022,6/18/2022
Orlando City,2,1,Dynamo Houston,1.96,3.74,4.5,0,2022,6/18/2022
Nashville SC,1,2,Sporting Kansas City,1.72,3.9,5.7,0,2022,6/19/2022
Atlanta United FC,2,0,Miami FC,1.6,4.75,5.6,0,2022,6/19/2022
New England Revolution,2,1,Minnesota United,1.74,4.25,4.6,0,2022,6/19/2022
New York City,1,1,Colorado Rapids,1.58,4.5,6.9,0,2022,6/19/2022
CF MontrŽal,0,1,Austin FC,2.2,3.82,3.6,0,2022,6/19/2022
