NAME,AGE,YEAR,EARNINGS,CUP,EVNTS,RNDS,CUTS,TOP10,WINS,SCORE,DDIS,DACC,GIR,PUTTS,SAND,BIRDS
Chez Reavie,42,2020,1123769,429,22,77,16,2,0,70.5,284.4,69.7,67.2,1.778,56.7,3.403
Brooks Koepka,33,2020,1123227,360,13,40,8,2,0,70.7,307,53.8,66.8,1.748,43.8,3.9
Si Woo Kim,28,2020,1074246,454,24,74,15,1,0,70.6,298.1,57,65.5,1.75,49.3,3.892
Harold Varner III,33,2020,1060152,457,22,74,14,1,0,69.8,301.9,61.7,70.6,1.754,44,4.014
Bud Cauley,34,2020,1042100,443,20,61,13,2,0,70.2,290.5,59,65.6,1.761,67,3.344
Troy Merritt,38,2020,1037971,489,22,68,14,2,0,70.5,291.8,64.5,66.5,1.758,48,3.765
Nate Lashley,41,2020,1035222,395,20,52,9,2,0,70.7,287,62.1,64.9,1.769,47,3.385
Ian Poulter,48,2020,1034334,437,13,48,12,1,0,69.9,286.8,59.6,62.6,1.708,54,3.708
Tommy Fleetwood,33,2020,1025676,412,11,40,9,1,0,69.9,309.6,61.3,67.2,1.787,56.9,3.875
Patrick Rodgers,31,2020,1015849,440,27,91,20,1,0,70.3,308.5,52.9,67,1.747,49.2,3.769
Pat Perez,48,2020,1010905,421,18,55,12,2,0,70.1,290.3,62.7,70.5,1.769,57.8,3.618
Brian Stuard,41,2020,1002095,438,25,81,16,2,0,70.1,281.5,71.8,65.1,1.742,50,3.679
Matt Jones,43,2020,996369,398,23,76,16,2,0,70.3,297.3,59.2,66.2,1.764,58.3,3.763
Justin Rose,43,2020,965656,413,13,38,6,2,0,70.3,299.6,60.3,63.2,1.736,61.3,4
Scott Brown,40,2020,963412,323,22,64,9,1,0,71,288.5,67.4,64.5,1.786,44.1,3.406
Ryan Moore,41,2020,957540,360,16,44,9,2,0,70.2,289.9,68.6,68.6,1.742,47.9,3.886
Scott Harrington,43,2020,951211,381,22,68,11,1,0,71.2,307.1,58.4,64.5,1.79,57.7,3.588
Rickie Fowler,35,2020,947309,402,14,44,8,2,0,70.1,294.9,64.8,66.5,1.738,47.9,3.932
Charley Hoffman,47,2020,932875,476,20,59,11,2,0,70.3,296.5,56.8,68.4,1.726,53.4,4.22
Cameron Tringale,36,2020,911172,450,18,63,14,1,0,69.9,301.9,54,69.7,1.776,50,3.889
Brandt Snedeker,43,2020,896750,358,16,53,10,1,0,69.9,288.5,61.9,65.9,1.75,55.6,3.792
Tom Lewis,33,2020,895241,281,12,34,5,1,0,70,0,0,0,0,0,0
Keith Mitchell,32,2020,886979,342,21,64,11,1,0,71.2,301.9,58.3,65,1.774,48,3.781
Cam Davis,29,2020,857225,443,20,58,11,2,0,69.9,308,58.8,69.3,1.779,57,4.138
Ryan Armour,48,2020,850571,366,21,58,8,3,0,70.1,284.1,73.9,67.9,1.756,39,3.914
Emiliano Grillo,31,2020,849538,405,23,65,12,3,0,70.3,295.7,66.1,71.5,1.803,46.7,3.769
Keegan Bradley,37,2020,824471,379,0,68,14,0,0,70.6,301,59.7,66.4,1.793,51.3,3.471
Wyndham Clark,30,2020,814737,346,23,61,10,1,0,70.9,305.1,52.2,62.6,1.739,53.4,3.803
Scott Piercy,45,2020,809871,361,19,66,14,1,0,70.8,297.2,62.7,64.7,1.77,36.2,3.409
Matt Wallace,33,2020,800993,244,13,44,9,1,0,71.1,301.7,53.1,63.6,1.76,59.3,3.659
Matt NeSmith,30,2020,783232,372,23,68,13,1,0,69.9,295,64.1,70.2,1.765,49.5,3.721
K.H. Lee,32,2020,781808,382,25,72,13,1,0,70.7,296.4,65,65.2,1.766,53.3,3.736
Shane Lowry,36,2020,781326,283,13,44,9,1,0,69.9,299.4,60.9,69.4,1.796,61.5,3.659
Zach Johnson,48,2020,777727,358,18,61,12,1,0,70,285.9,62.8,68,1.751,50.6,3.77
Sam Burns,27,2020,757500,345,19,58,11,1,0,70.2,312,54.8,67,1.755,32.1,3.897
Graeme McDowell,44,2020,751082,305,16,48,9,1,0,71.6,283.9,62,63.3,1.768,36.5,3.417
Zac Blair,33,2020,745273,324,23,66,12,1,0,71.2,280.9,62.6,63.5,1.768,50.8,3.636
Luke List,39,2020,731507,297,22,69,12,1,0,70.4,307.8,57.5,69.5,1.803,53.8,3.652
Lucas Glover,44,2020,728355,303,21,67,12,1,0,70.5,301.6,64.6,68.7,1.78,49.2,3.925
Brian Gay,52,2020,702647,323,23,63,10,2,0,70.8,288.5,58.7,64.8,1.722,38.5,3.889
Sam Ryder,34,2020,690246,349,25,70,12,2,0,70.3,297.7,61.2,66.3,1.77,42.4,3.929
Adam Schenk,32,2020,678928,349,0,74,15,0,0,69.8,302,62.3,69.1,1.778,49.1,3.824
Charl Schwartzel,39,2020,677980,266,12,34,5,2,0,70.4,0,0,0,0,0,0
Scott Stallings,38,2020,664849,296,20,67,15,2,0,69.7,297.6,57.3,69.7,1.743,48.3,3.881
Sergio Garcia,44,2020,658935,241,12,44,10,1,0,70.1,305.8,60.6,68.3,1.793,55.1,3.841
Beau Hossler,29,2020,658088,308,22,67,13,1,0,70.8,306.6,53.9,65.2,1.757,51.8,3.567
Rafa Cabrera Bello,39,2020,646577,258,0,53,10,0,0,70.7,293.7,62.6,63.8,1.759,37.9,3.642
Rory Sabbatini,47,2020,629885,291,0,66,13,0,0,70.4,283.9,60.8,65.2,1.778,59.8,3.667
Brice Garnett,40,2020,626179,294,0,58,9,0,0,69.8,290.6,64.4,69.9,1.76,48.3,3.638
Bo Hoag,35,2020,621518,281,22,67,13,1,0,70.4,294.7,63.2,70,1.784,40.2,3.552
Danny Willett,36,2020,621028,202,13,40,7,1,0,71.7,301.2,55.4,62.5,1.769,56.8,3.625
Bronson Burgoon,36,2020,589539,255,19,53,9,1,0,69.8,294.6,59.6,66.9,1.727,53.3,4.151
Fabián Gómez,45,2020,564722,274,19,55,10,2,0,70.4,289.2,65.8,66.7,1.759,58.2,3.545
Peter Malnati,36,2020,561273,238,0,57,10,0,0,70.8,287.6,54.5,62.6,1.727,44.9,3.719
Chase Seiffert,32,2020,539756,254,18,54,10,1,0,70.5,291.3,62.5,68.1,1.766,45,3.648
Nick Watney,42,2020,534797,253,17,44,6,1,0,70.3,302.3,55.4,70.2,1.75,45.3,4
Jhonattan Vegas,39,2020,527009,235,17,50,9,1,0,70.1,309,62,70.2,1.786,39.2,4.06
Russell Knox,38,2020,519028,269,0,63,11,0,0,70,296.3,62.2,70.1,1.8,55.4,3.635
Joseph Bramlett,35,2020,495690,223,18,53,10,1,0,70.8,299.3,57.4,70,1.798,48.1,3.623
Stewart Cink,50,2020,490620,207,14,51,11,1,0,71,295.7,56.4,68,1.763,47.2,3.588
Kyle Stanley,36,2020,490359,246,20,53,8,1,0,70.1,285.1,71.3,72.5,1.783,48,3.83
Chesson Hadley,36,2020,485193,239,0,58,12,0,0,70.3,296,66.7,70.2,1.741,44.8,4.31
Cameron Percy,49,2020,470679,208,17,45,8,1,0,70.3,295,59.2,69.6,1.782,49.1,3.556
Andrew Putnam,35,2020,459640,184,16,46,7,1,0,71.3,277.9,57,63.8,1.769,51.9,3.196
Rob Oppenheim,44,2020,454470,236,21,61,11,1,0,70.8,284.2,63,65.2,1.791,52.7,3.443
Josh Teater,44,2020,453508,217,15,41,6,1,0,70.3,294,68.2,71.5,1.761,35.3,3.927
J.B. Holmes,41,2020,440524,183,0,25,6,0,0,71,0,0,0,0,0,0
Hank Lebioda,30,2020,436840,230,20,55,8,1,0,70.8,294.7,60.3,67.7,1.773,49.5,3.6
Robert Streb,36,2020,415258,207,19,50,7,1,0,71.1,293.7,58.1,67.3,1.766,35.4,3.5
Austin Cook,33,2020,386353,162,0,60,11,0,0,70.6,293.8,66.7,68.2,1.779,42.1,3.717
Sebastian Cappelen,--,2020,371482,156,19,53,8,1,0,71.3,303.7,51.1,64.4,1.785,47.7,3.509
Ted Potter Jr.,40,2020,361540,163,19,44,4,2,0,71.1,290.2,60.7,68.9,1.789,39.4,3.455
Aaron Wise,27,2020,355972,175,18,45,6,2,0,70.3,301.5,59.9,72.1,1.793,52.4,3.933
Branden Grace,35,2020,354443,136,16,41,6,1,0,70.2,297.3,55.7,68.4,1.778,53.1,3.61
Patton Kizzire,38,2020,352764,129,19,55,8,1,0,70.6,294.8,54,64.8,1.735,45.5,3.782
Séamus Power,37,2020,351069,168,11,32,7,1,0,70,304.5,58.6,69.4,1.733,51.4,4.375
D.J. Trahan,43,2020,345471,165,17,47,7,1,0,70.6,297.6,64.7,68.2,1.795,45.5,3.809
Brandon Hagy,32,2020,341322,167,0,46,8,0,0,70.5,312.8,51,67.6,1.782,58.2,3.87
C.T. Pan,32,2020,329997,112,0,56,9,0,0,71.2,287,60.3,67.3,1.798,46.2,3.214
James Hahn,42,2020,327110,129,0,36,5,0,0,70.5,293.7,61.4,69.4,1.78,40.3,3.667
Hudson Swafford,36,2020,314285,135,10,31,5,1,0,70.2,0,0,0,0,0,0
Tim Wilkinson,45,2020,307772,183,0,46,9,0,0,70.1,284.7,68.3,67.4,1.762,48.6,3.609
Jason Dufner,46,2020,306781,138,0,62,12,0,0,70.8,286.2,66.4,67.8,1.818,52.6,3.258
Peter Uihlein,34,2020,301846,136,0,43,9,0,0,70.1,301.8,47.4,68,1.759,57.7,4
Kiradech Aphibarnrat,34,2020,293119,94,7,19,2,1,0,70.6,0,0,0,0,0,0
David Hearn,44,2020,287527,152,19,51,8,1,0,70.4,281.8,68.4,66.9,1.769,45.6,3.51
Aaron Baddeley,43,2020,286504,153,0,47,7,0,0,70.4,284.9,59.5,64.9,1.738,56.3,3.957
Tyler McCumber,--,2020,284230,151,0,53,10,0,0,71,310.2,54.3,66.2,1.804,39.2,3.792
George McNeill,48,2020,282527,119,11,30,5,1,0,71.1,0,0,0,0,0,0
Mark Anderson,38,2020,278630,154,0,47,9,0,0,70.6,293.1,59.5,66.8,1.809,54.9,3.043
Kris Ventura,29,2020,278309,157,0,44,7,0,0,70.4,305.7,59.7,67.2,1.773,38.2,4.227
Dominic Bozzelli,32,2020,272865,112,13,36,5,1,0,71.3,299,51.7,63,1.708,43.5,4.194
Ben Martin,36,2020,270879,142,0,36,6,0,0,70.3,283.6,64.4,67.1,1.768,48.2,3.667
Chris Baker,--,2020,270300,141,0,49,9,0,0,70.5,289.5,69.5,70.1,1.809,50.8,3.449
Wes Roach,35,2020,267966,123,14,40,7,2,0,70.8,290.5,62.6,67.9,1.771,39,3.725
Kevin Tway,35,2020,256320,110,0,48,7,0,0,71.5,303.8,49.9,62.6,1.787,39.2,3.292
Kramer Hickok,31,2020,253646,131,0,49,7,0,0,70.7,292.8,67.2,66.2,1.825,49.2,3.184
Roger Sloan,36,2020,253597,131,0,51,7,0,0,70.7,291.5,58.3,65.6,1.779,54.4,3.412
Chris Stroud,42,2020,249013,120,0,46,6,0,0,70.8,287,59.4,64.6,1.738,53.3,3.826
Grayson Murray,30,2020,244150,100,14,36,5,1,0,71.1,313.8,54.2,63.9,1.758,43.5,3.972
Jimmy Walker,45,2020,243370,112,0,46,6,0,0,72,298,46.8,62.2,1.765,37.1,3.457
Michael Gligic,34,2020,238411,132,0,48,8,0,0,70.9,298.4,59.5,67.1,1.788,50.8,3.583
Luke Donald,46,2020,232875,89,0,34,6,0,0,70.9,0,0,0,0,0,0
Martin Laird,41,2020,232786,106,12,39,7,1,0,70.4,302.1,63.7,70.5,1.806,32.2,3.59
J.J. Spaun,33,2020,232472,102,0,58,10,0,0,71.3,297.4,57.8,66,1.758,45.8,3.81
Jim Furyk,53,2020,224450,108,0,39,6,0,0,70.2,280.2,74.5,74.2,1.793,45.5,3.462
Zack Sucher,--,2020,215568,114,0,36,5,0,0,71,301.6,53.3,68.4,1.79,48.3,3.889
Steve Stricker,57,2020,212582,73,0,32,0,0,0,71.9,0,0,0,0,0,0
Vince Whaley,29,2020,207571,106,15,38,6,1,0,70.7,300.9,58.4,66.7,1.761,29.4,3.868
Matt Every,40,2020,202546,94,0,45,6,0,0,71.9,292.3,58,65.1,1.769,39.5,3.956
Shawn Stefani,42,2020,202456,98,0,30,6,0,0,70.7,0,0,0,0,0,0
Chad Campbell,49,2020,196875,73,9,19,1,1,0,71.1,0,0,0,0,0,0
Doug Ghim,27,2020,187442,102,0,40,5,0,0,70.7,296,63.7,69.6,1.816,52.6,3.525
Francesco Molinari,41,2020,183740,84,0,19,3,0,0,71.6,0,0,0,0,0,0
Rhein Gibson,38,2020,182113,87,0,50,10,0,0,71.2,297.8,51.9,65.2,1.768,56.3,3.8
K.J. Choi,53,2020,180439,61,0,25,3,0,0,71.9,0,0,0,0,0,0
Wesley Bryan,33,2020,178877,94,0,16,4,0,0,68.4,0,0,0,0,0,0
Kevin Chappell,37,2020,176506,75,0,41,7,0,0,70.9,300.6,56.5,65.2,1.748,47.6,3.854
Jonathan Byrd,46,2020,166222,67,0,27,3,0,0,71.1,0,0,0,0,0,0
Chris Kirk,38,2020,162468,80,0,33,5,0,0,70.1,0,0,0,0,0,0
Ryan Brehm,37,2020,162079,75,0,50,9,0,0,70.9,315.3,48.8,68.8,1.819,49.3,3.74
Ricky Barnes,43,2020,158741,77,0,32,5,0,0,70.9,0,0,0,0,0,0
S.Y. Noh,32,2020,157008,62,0,20,2,0,0,71.3,0,0,0,0,0,0
Henrik Stenson,47,2020,155111,69,0,18,2,0,0,55.2,0,0,0,0,0,0
Roberto Castro,38,2020,143213,77,0,27,5,0,0,71.2,0,0,0,0,0,0
Bill Haas,41,2020,130293,59,0,44,7,0,0,70.9,294.3,61.3,69.4,1.811,50.8,3.636
Alex Cejka,53,2020,129518,62,0,27,7,0,0,70.4,0,0,0,0,0,0
Boo Weekley,50,2020,126475,69,0,14,2,0,0,69.7,0,0,0,0,0,0
Michael Gellerman,--,2020,125992,61,0,42,7,0,0,71,293.5,62.5,68.3,1.783,33.3,3.69
Rafael Campos,35,2020,119257,60,0,29,5,0,0,71.2,0,0,0,0,0,0
John Huh,33,2020,104504,46,0,26,5,0,0,70.3,0,0,0,0,0,0
Ben Taylor,31,2020,99775,54,0,42,4,0,0,70.9,295.2,57.9,68.9,1.808,49.1,3.357
Jamie Lovemark,36,2020,98439,53,0,28,3,0,0,71.2,0,0,0,0,0,0
Martin Trainer,32,2020,89482,31,0,46,2,0,0,74.3,302.1,48.1,52.1,1.81,47.9,2.891
Satoshi Kodaira,34,2020,82878,26,0,31,4,0,0,72.5,0,0,0,0,0,0
Jerry Kelly,57,2020,78327,47,0,8,0,0,0,69.9,0,0,0,0,0,0
Ben Crane,48,2020,71831,41,0,17,3,0,0,70.1,0,0,0,0,0,0
Arjun Atwal,50,2020,63252,32,0,31,5,0,0,70.8,286.5,66.5,66.5,1.806,50,3.452
Anirban Lahiri,36,2020,58388,27,0,35,5,0,0,70.7,294.4,60.7,68.1,1.767,51.7,4.2
Bo Van Pelt,48,2020,50838,15,0,43,4,0,0,72.7,291.7,59.2,65.1,1.827,25.9,2.977
Johnson Wagner,43,2020,46925,20,0,25,3,0,0,70.8,0,0,0,0,0,0
Tommy Gainey,48,2020,46706,23,0,14,2,0,0,71.8,0,0,0,0,0,0
Nelson Ledesma,--,2020,45520,27,0,40,3,0,0,71.7,298.2,51,62.6,1.761,48.1,3.6
Morgan Hoffmann,34,2020,44850,24,0,10,1,0,0,70.4,0,0,0,0,0,0
Carl Pettersson,46,2020,43245,18,0,6,1,0,0,73.7,0,0,0,0,0,0
John Merrick,41,2020,40707,27,0,16,2,0,0,70.8,0,0,0,0,0,0
Sangmoon Bae,37,2020,37910,26,0,20,3,0,0,71.9,0,0,0,0,0,0
Robert Garrigus,46,2020,37571,12,0,23,3,0,0,72,0,0,0,0,0,0
Davis Love III,59,2020,35025,10,0,24,0,0,0,72.5,0,0,0,0,0,0
Graham DeLaet,42,2020,31359,8,0,14,2,0,0,72.1,0,0,0,0,0,0
David Lingmerth,36,2020,29768,16,0,23,2,0,0,72,0,0,0,0,0,0
John Senden,52,2020,29508,9,0,31,3,0,0,72.3,0,0,0,0,0,0
J.J. Henry,48,2020,23160,7,0,23,2,0,0,72,0,0,0,0,0,0
Lucas Bjerregaard,32,2020,21825,10,0,23,1,0,0,72.2,0,0,0,0,0,0
Vijay Singh,61,2020,20088,4,0,18,0,0,0,73.1,0,0,0,0,0,0
Daniel Chopra,50,2020,20004,5,0,14,2,0,0,73.3,0,0,0,0,0,0
Sean O'Hair,41,2020,19204,8,0,6,1,0,0,71.7,0,0,0,0,0,0
William McGirt,44,2020,19158,3,0,4,1,0,0,75.3,0,0,0,0,0,0
Vince Covello,--,2020,19035,8,0,22,1,0,0,71.2,0,0,0,0,0,0
Ernie Els,54,2020,18673,9,0,6,0,0,0,70.5,0,0,0,0,0,0
Rod Pampling,54,2020,18338,15,0,11,1,0,0,70.4,0,0,0,0,0,0
Rich Beem,53,2020,17400,6,0,8,1,0,0,72.9,0,0,0,0,0,0
Michael Kim,30,2020,17258,3,0,26,1,0,0,72.8,0,0,0,0,0,0
Bernhard Langer,66,2020,16117,5,0,6,0,0,0,69.3,0,0,0,0,0,0
Greg Chalmers,50,2020,15614,4,0,20,1,0,0,71.9,0,0,0,0,0,0
Tim Herron,54,2020,15494,6,0,15,1,0,0,72.1,0,0,0,0,0,0
Derek Ernst,33,2020,14205,8,0,16,2,0,0,71.4,0,0,0,0,0,0
Chris Couch,50,2020,13700,11,0,4,1,0,0,69.8,0,0,0,0,0,0
Brian Davis,49,2020,7665,3,0,4,1,0,0,72.5,0,0,0,0,0,0
Dicky Pride,54,2020,7595,3,0,0,1,0,0,0,0,0,0,0,0,0
Omar Uresti,55,2020,7455,2,0,4,0,0,0,73,0,0,0,0,0,0
Ted Purdy,50,2020,6780,3,0,8,1,0,0,72.6,0,0,0,0,0,0
Parker McLachlin,44,2020,6450,2,0,14,1,0,0,72.3,0,0,0,0,0,0
Brendon de Jonge,43,2020,6450,2,0,12,1,0,0,72.3,0,0,0,0,0,0
Carlos Franco,58,2020,6390,2,0,6,1,0,0,72.2,0,0,0,0,0,0
Brooks Koepka,33,2019,9684006,-13,21,74,20,9,3,69.2,309,61.8,70,1.752,58.4,4.284
Rory McIlroy,34,2019,7785286,-18,19,68,17,14,3,69,313.5,61.8,68.5,1.701,55.3,4.485
Matt Kuchar,45,2019,6294690,-1,22,80,20,8,2,69.6,289.5,67.4,69.4,1.748,60.8,4.013
Patrick Cantlay,32,2019,6121488,1,21,72,18,9,1,69.2,304.7,57.3,67.2,1.721,58,4.403
Gary Woodland,39,2019,5690965,-2,24,84,21,8,1,69.8,308.2,63.4,69,1.759,50.4,4.381
Xander Schauffele,30,2019,5609456,-14,21,74,18,6,2,69.6,304.1,60.3,68.4,1.744,55.6,4.081
Dustin Johnson,39,2019,5534619,10,19,70,18,7,1,69.9,312,55.6,67,1.737,63.9,4.214
Justin Thomas,30,2019,5013084,-13,20,72,18,7,1,69,302.2,60,70.7,1.716,52.6,4.583
Jon Rahm,29,2019,4990110,-4,20,68,18,12,1,69.4,305.6,62.5,69,1.736,52.8,4.353
Webb Simpson,38,2019,4690572,-1,21,78,20,6,0,69.1,288.6,66.8,65.8,1.726,63,3.859
Justin Rose,43,2019,4358849,3,17,62,16,7,1,69.9,303.2,60.1,64.8,1.71,61.7,4.065
Tony Finau,34,2019,4344380,-7,25,84,20,6,0,69.8,309.5,56.9,67.5,1.756,49.4,3.905
Paul Casey,46,2019,4257040,-9,22,75,18,7,1,69.7,298.4,67.7,71,1.748,43.7,3.867
Adam Scott,43,2019,4084541,-8,18,61,14,9,0,69.7,299.3,59.9,68.9,1.746,55.4,4.279
Rickie Fowler,35,2019,3945810,0,20,76,18,6,1,69.8,303.1,60.6,67.8,1.726,54.8,4.039
Marc Leishman,40,2019,3886577,2,21,72,17,7,1,70,296.2,59.4,67.2,1.755,58.2,3.889
Tommy Fleetwood,33,2019,3853651,-1,18,64,18,6,0,69.9,298.7,64,66.9,1.782,63.5,3.531
Chez Reavie,42,2019,3660909,-6,28,92,22,6,1,69.8,287,75.7,67.9,1.737,48.9,4.011
Patrick Reed,33,2019,3593844,-5,25,88,22,5,1,69.8,296.8,60.1,66.2,1.731,58.8,3.977
Shane Lowry,36,2019,3490098,1197,14,41,9,4,1,70.5,0,0,0,0,0,0
Kevin Kisner,40,2019,3489144,-5,25,86,22,5,1,70,286.4,69.4,67,1.76,45.8,3.674
Francesco Molinari,41,2019,3467143,1080,15,54,14,3,1,71.1,288.7,66.4,63.6,1.786,65.3,3.204
Hideki Matsuyama,32,2019,3335137,-5,24,88,22,7,0,69.5,303,61.3,69.4,1.753,53.7,4.295
Tiger Woods,48,2019,3199615,1069,12,41,0,4,1,63.4,0,0,0,0,0,0
Bryson DeChambeau,30,2019,3186232,-4,21,72,17,5,1,69.8,302.5,65,66.2,1.733,52.3,4.167
Brandt Snedeker,43,2019,3122936,2,27,99,24,6,0,70.2,287.2,63.2,64.9,1.746,62.3,3.737
Charles Howell III,44,2019,3039049,4,27,91,21,5,1,69.7,302.8,62.8,70.5,1.763,47.5,3.846
Corey Conners,32,2019,2919864,3,28,86,16,4,1,70.2,297.3,66.9,73.1,1.79,51.8,3.791
Ryan Palmer,47,2019,2873316,1141,21,66,15,6,1,70,298.6,60.7,68.4,1.754,42.7,4.212
Sungjae Im,25,2019,2851134,0,35,118,26,7,0,69.6,295.9,65.5,67.6,1.736,48.9,4.068
Sung Kang,36,2019,2801650,1003,27,84,17,4,1,70.7,300.5,60.7,66.1,1.777,57.7,3.655
Abraham Ancer,33,2019,2688625,1,27,88,20,4,0,70,293.3,70.2,66.8,1.749,46.6,3.886
Scott Piercy,45,2019,2679915,1104,24,86,21,6,0,69.5,292.4,67.6,70.1,1.748,50.4,4.012
Jim Furyk,53,2019,2669938,911,21,68,16,3,0,70.1,275,74.4,69.3,1.785,53.4,3.456
Jason Day,36,2019,2637480,891,21,64,15,6,0,70,302,61.8,69.7,1.747,52.4,4
Lucas Glover,44,2019,2613965,10,26,90,21,7,0,69.7,296.1,66.1,68.1,1.762,59.1,3.956
Louis Oosthuizen,41,2019,2539183,1,19,64,16,5,0,70.2,296.3,66.9,66.8,1.751,58.1,3.922
J.T. Poston,30,2019,2461215,1238,29,96,21,3,1,70,293.8,62.9,66.8,1.743,52.8,3.906
Phil Mickelson,53,2019,2440221,948,20,60,0,2,1,71.1,306.3,50.8,64.2,1.756,55.1,3.917
Andrew Putnam,35,2019,2439137,1145,23,76,18,3,0,70.3,281.5,60.6,65.9,1.701,61,4.158
Keith Mitchell,32,2019,2405360,926,26,83,17,3,1,70.4,303.2,60.4,67.3,1.774,50.7,3.88
Rory Sabbatini,47,2019,2382298,1140,26,93,22,6,0,69.8,289.4,66.9,66.9,1.738,55.6,4.032
C.T. Pan,32,2019,2362399,1125,25,82,17,2,1,70.6,285,64.8,64.2,1.765,57.4,3.488
Jason Kokrak,38,2019,2330212,-3,24,90,23,5,0,70,306.4,62.7,68.8,1.761,47.5,4.044
Kevin Tway,35,2019,2300050,1242,26,80,16,2,1,70.4,303.8,55.3,67,1.78,50,3.563
Kevin Na,40,2019,2257309,823,19,60,14,3,1,70.9,289.6,64,64.4,1.767,55.3,3.417
Si Woo Kim,28,2019,2191808,956,28,82,16,5,0,70.2,292.4,62.9,64.9,1.729,56.6,4.122
Billy Horschel,37,2019,2187249,1065,26,92,24,4,0,70.3,291.8,64.7,67.6,1.762,47.9,3.609
Ian Poulter,48,2019,2162306,1072,18,58,15,6,0,70.3,291.5,63.6,66.9,1.736,62,4.103
J.B. Holmes,41,2019,2147065,856,25,71,15,2,1,71.2,306.7,56.5,65.6,1.786,53.1,3.761
Jordan Spieth,30,2019,2124192,1026,23,79,19,4,0,70.2,295.2,53.1,62.8,1.694,54.6,4.253
Max Homa,33,2019,2063606,825,25,80,16,2,1,70.7,300.2,57.5,65.1,1.769,44.2,3.538
Adam Hadwin,36,2019,2039012,904,24,82,19,5,0,70.2,291.2,67.8,67.5,1.734,55.9,3.976
Nate Lashley,41,2019,2030287,849,21,68,14,2,1,70,289.6,65.2,67.5,1.728,52.1,3.882
Byeong Hun An,32,2019,1990033,892,22,77,19,3,0,70.2,307.1,58,67.7,1.775,58.5,3.974
Joel Dahmen,36,2019,1949958,868,29,96,21,2,0,70.4,292.4,68.5,66.7,1.758,50.3,3.885
Rafa Cabrera Bello,39,2019,1926935,713,19,68,17,2,0,70.7,289.6,64.5,63,1.747,53.1,4
Keegan Bradley,37,2019,1902797,761,25,82,20,3,0,70.5,298.5,66.3,68.5,1.789,44.9,3.683
Ryan Moore,41,2019,1838788,944,22,74,15,2,0,70.2,282.2,75.5,68.2,1.736,45.5,3.905
Sergio Garcia,44,2019,1793027,637,15,44,11,5,0,70.7,302.5,58.8,63.3,1.758,50,3.545
Collin Morikawa,27,2019,1754890,840,9,32,9,3,1,68.6,0,0,0,0,0,0
Emiliano Grillo,31,2019,1752114,765,23,78,20,2,0,70.6,295.7,68.1,68.7,1.79,47.9,3.756
Vaughn Taylor,48,2019,1723910,937,27,91,20,4,0,69.8,282.9,69,66.8,1.718,56.7,4.044
Cameron Champ,28,2019,1695748,819,26,76,14,3,1,70.7,317.9,55.3,69.3,1.787,37,4.118
Graeme McDowell,44,2019,1671523,750,20,71,18,3,1,70.4,285.9,62.7,64.8,1.758,56.6,3.535
Adam Long,36,2019,1648007,734,27,76,11,2,1,71.1,292,66.5,65.3,1.791,49.6,3.224
Kiradech Aphibarnrat,34,2019,1630073,568,20,62,13,3,0,70.8,292.4,63.2,61.6,1.762,52.7,3.516
Kevin Streelman,45,2019,1588881,609,26,81,16,4,0,70.3,291.8,68,69.8,1.768,50.4,3.765
Dylan Frittelli,33,2019,1576974,802,24,81,17,1,1,70,296.5,62.7,68.2,1.778,49.2,3.617
Jhonattan Vegas,39,2019,1566910,602,23,72,15,3,0,70.2,308.3,58.9,69.3,1.774,43.4,3.972
Bubba Watson,45,2019,1558014,572,19,58,14,3,0,70.6,311.6,58.1,66.8,1.811,49.5,3.707
Matt Fitzpatrick,29,2019,1553750,0,14,51,13,2,0,71,287.9,66.1,63.9,1.751,47.7,3.549
Harold Varner III,33,2019,1553149,1122,26,82,16,3,0,70.1,302,60,67.2,1.767,58.5,3.817
Troy Merritt,38,2019,1531143,842,21,61,14,4,0,69.8,293.3,66.4,68.9,1.729,48.8,4.246
Danny Lee,33,2019,1524126,633,27,81,15,3,0,70.5,301.4,57.1,66.7,1.758,53.2,3.914
Tyrrell Hatton,32,2019,1517396,574,17,58,14,3,0,70.9,296.6,63,66.3,1.767,53.8,3.741
Cameron Smith,30,2019,1504820,566,23,74,17,3,0,70.6,294.2,59.4,63.7,1.756,58.7,3.703
Charley Hoffman,47,2019,1468855,576,24,70,13,2,0,71.2,295.6,58.3,66.5,1.759,39.3,3.486
Joaquin Niemann,25,2019,1434519,751,28,96,21,4,0,70,301.5,61.7,68.1,1.762,54.1,3.698
Matt Every,40,2019,1413149,561,16,41,9,2,0,70.2,0,0,0,0,0,0
Chesson Hadley,36,2019,1405632,573,26,74,11,3,0,71,297.6,59.7,64.6,1.774,51.7,3.459
Henrik Stenson,47,2019,1397370,523,15,50,14,3,0,70.4,282.7,72.1,66.1,1.78,49.3,3.46
Luke List,39,2019,1391408,506,22,63,11,4,0,71,313.3,53.1,65.4,1.786,46.5,3.73
Matthew Wolff,24,2019,1390433,613,8,29,6,1,1,69,0,0,0,0,0,0
Branden Grace,35,2019,1373185,588,22,68,16,2,0,71.2,295.1,57.2,66.1,1.794,50,3.397
Brian Harman,37,2019,1342778,534,29,89,16,4,0,70.6,288.4,68.2,64.2,1.767,58.5,3.517
Brian Stuard,41,2019,1320637,572,29,94,20,3,0,70.3,276.6,71.1,64.9,1.749,52.9,3.691
